Index ,NPD_WELL_BORE_CODE,ON_STREAM_HRS     ,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING     ,AVG_WHP_P           ,AVG_WHT_P         ,DP_CHOKE_SIZE     ,target ,BORE_GAS_VOL,BORE_WAT_VOL
2344.0,5351              ,24.0              ,260.866874583333     ,160.151955208333  ,100.714919375       ,52.38189875       ,69.53941291666669 ,1735.26,252235.23   ,4.0
2345.0,5351              ,5.57              ,256.248229874327     ,156.649912136445  ,99.5983177378815    ,71.1153522441652  ,68.0161671095153  ,592.36 ,88949.0     ,1.37
2346.0,5351              ,24.0              ,254.98278468085098   ,156.332844042553  ,98.6499406382979    ,67.5907531914894  ,66.9488838297872  ,2532.21,373786.28   ,5.84
2347.0,5351              ,24.0              ,251.47592083333302   ,155.817187083333  ,95.65873375         ,73.7822514583333  ,63.6638122916667  ,3030.71,447840.09   ,9.13
2348.0,5351              ,24.0              ,249.34619083333303   ,155.76093895833299,93.585251875        ,78.0354404166667  ,61.337699583333304,3288.08,474614.43   ,7.58
2349.0,5351              ,24.0              ,251.50157104166698   ,155.2787975       ,96.2227735416667    ,75.7498866666667  ,64.30503125       ,2780.06,410359.82   ,11.05
2350.0,5351              ,24.0              ,251.508942916667     ,155.359875625     ,96.1490672916667    ,75.33504          ,64.16431          ,2774.38,420865.05   ,6.4
2351.0,5351              ,24.0              ,251.45771104166698   ,155.351759166667  ,96.105951875        ,75.6166054166667  ,64.1281604166667  ,2791.01,408766.41   ,6.43
2352.0,5351              ,24.0              ,251.72432625         ,155.234376041667  ,96.4899502083333    ,76.07779375       ,64.560483125      ,2743.1 ,402199.56   ,6.32
2353.0,5351              ,24.0              ,251.858367916667     ,155.172132708333  ,96.6862352083333    ,77.0171047916667  ,64.7701772916667  ,2717.44,399221.04   ,6.45
2354.0,5351              ,24.0              ,251.91538770833301   ,155.181875208333  ,96.7335125          ,77.1365252083333  ,64.7749239583333  ,2745.51,403771.0    ,6.38
2355.0,5351              ,24.0              ,251.850790416667     ,155.193070833333  ,96.6577195833333    ,76.882569375      ,64.948734375      ,2762.59,413309.67   ,6.4
2356.0,5351              ,24.0              ,251.86983375         ,155.582063125     ,96.287770625        ,71.9829529166667  ,64.8198358333333  ,2763.68,402430.02   ,6.43
2357.0,5351              ,24.0              ,251.854562916667     ,155.417326875     ,96.4372360416667    ,73.8484366666667  ,64.93957125       ,2759.3 ,404995.2    ,6.39
2358.0,5351              ,24.0              ,251.9145875          ,155.415567708333  ,96.4990197916667    ,74.9850975        ,65.0055070833333  ,2732.34,400145.03   ,6.28
2359.0,5351              ,24.0              ,251.950713958333     ,155.368031041667  ,96.5826829166667    ,75.89755500000001 ,65.0687875        ,2762.74,405191.14   ,6.35
2360.0,5351              ,24.0              ,252.589105833333     ,155.282053125     ,97.3070527083333    ,75.3691775        ,65.835334375      ,2670.67,391242.72   ,8.82
2361.0,5351              ,24.0              ,246.95408520833303   ,157.468549583333  ,89.485535625        ,77.97330375       ,57.4583335416667  ,3553.37,519134.99   ,8.19
2362.0,5351              ,24.0              ,247.19177666666698   ,157.410674791667  ,89.781101875        ,77.6848552083333  ,57.7698302083333  ,3550.27,519804.39   ,6.36
2363.0,5351              ,24.0              ,250.43519895833302   ,155.985695        ,94.4495039583333    ,76.9595535416667  ,62.7526654166667  ,3118.92,457661.81   ,5.0
2364.0,5351              ,24.0              ,250.54080750000003   ,160.500674583333  ,90.04013291666669   ,74.14554541666669 ,59.9024420833333  ,3057.91,449222.7    ,4.29
2365.0,5351              ,24.0              ,250.44342395833303   ,156.15216708333298,94.291256875        ,75.897343125      ,63.2651454166667  ,3111.44,455830.95   ,4.67
2366.0,5351              ,22.5              ,250.179045444444     ,155.992902222222  ,94.1861432222222    ,76.06486899999999 ,62.484811333333305,3019.3 ,441240.45   ,4.54
2367.0,5351              ,24.0              ,250.291552291667     ,156.185133541667  ,94.10641875         ,75.5142889583333  ,62.394005625      ,3135.89,457771.78   ,4.72
2368.0,5351              ,7.79167           ,251.121221713997     ,156.13602109997   ,94.9852006140275    ,77.05017245093799 ,63.3049724032075  ,911.43 ,134051.24   ,1.37
2369.0,5351              ,11.4              ,259.487867061403     ,161.46213828947398,98.02572877192979   ,43.0659997368421  ,68.70180956140351 ,724.97 ,99367.94    ,1.09
2370.0,5351              ,24.0              ,247.84509916666698   ,157.20199499999998,90.6431041666667    ,76.167758125      ,58.4242954166667  ,3821.01,526296.56   ,5.68
2371.0,5351              ,24.0              ,244.981416041667     ,157.208537291667  ,87.77287875         ,78.81060375       ,55.2006758333333  ,4148.94,575329.6    ,6.27
2372.0,5351              ,24.0              ,244.3121             ,156.916880833333  ,87.39521916666669   ,79.2290141666667  ,54.7234933333333  ,4118.03,570958.86   ,6.17
2373.0,5351              ,24.0              ,244.0521625          ,156.771613125     ,87.280549375        ,77.3962085416667  ,54.6193358333333  ,4126.78,575615.74   ,6.2
2374.0,5351              ,24.0              ,243.906666041667     ,156.30729541666702,87.599370625        ,77.9157208333333  ,55.023544166666696,3941.15,549953.08   ,7.54
2375.0,5351              ,24.0              ,244.30982479166698   ,156.199529166667  ,88.110295625        ,77.2685885416667  ,55.6531554166667  ,3676.28,549990.93   ,23.12
2376.0,5351              ,24.0              ,244.305861041667     ,155.468301041667  ,88.83756            ,78.9981666666667  ,56.164729166666696,3603.11,539411.93   ,38.42
2377.0,5351              ,24.0              ,242.792343333333     ,155.860360208333  ,86.931983125        ,75.7594635416667  ,54.478054375      ,3578.92,522217.2    ,31.26
2378.0,5351              ,24.0              ,241.21794479166698   ,155.7399475       ,85.4779972916667    ,77.2315520833333  ,52.8424616666667  ,3723.19,543934.14   ,36.88
2379.0,5351              ,24.0              ,240.45311541666698   ,155.209209375     ,85.2439060416667    ,79.482491875      ,52.6695172916667  ,3666.19,553186.01   ,12.37
2380.0,5351              ,24.0              ,239.36899083333302   ,154.996360208333  ,84.372630625        ,80.006625625      ,51.782350416666695,3719.87,560845.2    ,6.89
2381.0,5351              ,24.0              ,238.402749791667     ,154.73443500000002,83.6683147916667    ,80.073548125      ,51.031322916666696,4032.64,589848.54   ,7.67
2382.0,5351              ,17.875            ,237.671805104895     ,154.69671986014   ,82.97508524475529   ,78.7635370629371  ,50.386863496503494,2911.25,423611.98   ,5.54
2383.0,5351              ,14.833329999999998,252.345897548541     ,156.705899439445  ,95.6399981090962    ,58.4508370415611  ,63.534286053967705,1473.98,204185.7    ,2.84
2384.0,5351              ,15.291670000000002,252.326412281079     ,156.29041524101   ,96.03599704006821   ,63.574049850434896,63.7843250065101  ,1345.44,187673.22   ,0.79
2385.0,5351              ,24.0              ,252.193298541667     ,154.87755249999998,97.3157460416667    ,71.7883870833333  ,65.0149491666667  ,2164.78,298774.41   ,0.8
2386.0,5351              ,24.0              ,252.29285499999997   ,154.811674166667  ,97.4811808333334    ,73.26228020833331 ,65.056365         ,2186.74,302139.38   ,0.86
2387.0,5351              ,24.0              ,252.368589166667     ,155.207745        ,97.16084416666669   ,70.3825410416667  ,64.9468839583333  ,2230.26,305847.41   ,0.81
2388.0,5351              ,16.875            ,252.79631400000002   ,155.241185851852  ,97.5551281481481    ,72.0532442222222  ,65.1244976296296  ,1442.19,199286.09   ,0.75
2389.0,5351              ,19.45833          ,252.920283556204     ,156.047626443076  ,96.87265711312841   ,67.989849500214   ,64.6018901234998  ,1729.8 ,238728.06   ,1.23
2390.0,5351              ,24.0              ,252.370486458333     ,155.039134166667  ,97.3313522916667    ,72.4589058333333  ,65.4880697916667  ,2272.65,194403.17   ,1.11
2391.0,5351              ,24.0              ,241.04912229166698   ,158.851670625     ,82.1974516666667    ,77.5858172916667  ,49.0729391666667  ,4378.15,641009.67   ,5.68
2392.0,5351              ,24.0              ,237.05888255319098   ,160.050479574468  ,77.0084029787234    ,75.6186089361702  ,43.6364929787234  ,4813.99,700783.73   ,8.17
2393.0,5351              ,24.0              ,235.645941702128     ,159.427463404255  ,76.2184782978723    ,75.81394106382979 ,42.8957014893617  ,4789.59,705461.79   ,8.14
2394.0,5351              ,24.0              ,233.43983395833303   ,159.181924583333  ,74.257909375        ,76.998804375      ,40.8737808333333  ,4925.62,720884.42   ,6.44
2395.0,5351              ,24.0              ,231.424943333333     ,158.708372916667  ,72.7165704166667    ,78.37473125       ,39.33120125       ,4963.82,724921.58   ,7.44
2396.0,5351              ,24.0              ,229.796779375        ,158.086207916667  ,71.7105714583333    ,79.3370885416667  ,38.338925         ,4970.38,724705.09   ,7.47
2397.0,5351              ,24.0              ,227.753886041667     ,157.473139166667  ,70.280746875        ,79.973719375      ,36.897161875      ,4982.77,724440.98   ,7.45
2398.0,5351              ,24.0              ,225.018074375        ,156.716101041667  ,68.30197333333331   ,80.1997260416667  ,34.9062189583333  ,5003.65,724363.22   ,7.01
2399.0,5351              ,24.0              ,230.300724791667     ,153.912623333333  ,76.3881014583333    ,75.5659895833333  ,43.623434375      ,3949.42,571257.62   ,17.27
2400.0,5351              ,24.0              ,227.71916916666697   ,153.66218875      ,74.0569804166667    ,77.5874254166667  ,41.135446041666704,4169.6 ,603265.9    ,5.54
2401.0,5351              ,24.0              ,216.816625625        ,156.296783958333  ,60.5198416666667    ,80.7382829166667  ,26.968424583333302,5353.53,765203.95   ,5.69
2402.0,5351              ,22.33333          ,220.149407708985     ,154.838926770544  ,65.31048093844039   ,75.3713054328262  ,31.796015647733697,4520.52,643641.96   ,6.34
2403.0,5351              ,22.58334          ,217.293577562216     ,154.5011632506    ,62.792414311616405  ,78.29939474569309 ,30.064808510446202,4689.72,668819.96   ,19.31
2404.0,5351              ,24.0              ,213.475226875        ,154.54931125      ,58.925915625        ,79.34266833333331 ,25.5559329166667  ,5290.92,753658.36   ,20.73
2405.0,5351              ,24.0              ,211.80178375         ,153.94629916666702,57.8554845833333    ,80.5835641666667  ,24.487358958333303,5336.6 ,757018.34   ,7.49
2406.0,5351              ,24.0              ,212.717756458333     ,152.56305875      ,60.1546977083333    ,80.2207625        ,26.958795208333303,4880.31,733460.14   ,20.56
2407.0,5351              ,24.0              ,209.00704145833302   ,153.314837083333  ,55.692204375        ,80.3191108333333  ,22.2780570833333  ,5453.84,773865.6    ,29.58
2408.0,5351              ,24.0              ,211.500403541667     ,152.559100625     ,58.9413029166667    ,77.152328125      ,25.7766916666667  ,4902.39,705250.94   ,45.51
2409.0,5351              ,24.0              ,209.35992229166698   ,152.611979791667  ,56.74794250000001   ,78.51363145833331 ,23.476315         ,5156.66,736404.87   ,18.84
2410.0,5351              ,24.0              ,207.53227666666697   ,152.632983125     ,54.8992935416667    ,78.69692354166669 ,21.530689375      ,5410.73,766070.77   ,10.11
2411.0,5351              ,18.16666          ,214.27620190904702   ,152.422454260161  ,61.8537476488854    ,72.75483642729041 ,29.137238914990398,3282.19,469174.12   ,4.61
2412.0,5351              ,24.0              ,207.69404291666697   ,151.936831458333  ,55.7572114583333    ,79.9833958333333  ,22.4555475        ,5319.83,754940.79   ,7.42
2413.0,5351              ,24.0              ,207.084767291667     ,151.552459166667  ,55.532308125        ,79.59961125       ,22.2630814583333  ,5569.54,789974.73   ,1.8
2414.0,5351              ,24.0              ,206.512415           ,151.249695416667  ,55.2627195833333    ,78.5778625        ,22.02650125       ,5281.92,748824.81   ,1.58
2415.0,5351              ,24.0              ,207.672806458333     ,150.345989583333  ,57.326816875        ,78.2339045833333  ,24.136366875      ,4954.21,724471.61   ,1.74
2416.0,5351              ,24.0              ,205.5964475          ,150.812984583333  ,54.7834629166667    ,78.9416027083333  ,21.452292708333303,5419.56,766948.87   ,1.7
2417.0,5351              ,22.16667          ,215.262829468062     ,148.705153526213  ,66.55767594184871   ,74.5189570413328  ,34.4177493065625  ,3485.34,484446.82   ,1.11
2418.0,5351              ,24.0              ,212.016657083333     ,148.499161875     ,63.5174952083333    ,75.3815597916667  ,30.846424375      ,4222.5 ,599591.35   ,2.58
2419.0,5351              ,24.0              ,211.89691020833303   ,148.259763958333  ,63.63714625         ,78.1942360416667  ,30.974686041666697,4208.55,598519.97   ,3.52
2420.0,5351              ,24.0              ,211.818160625        ,148.182167916667  ,63.635992708333305  ,78.6232627083333  ,30.9880675        ,4201.86,596697.5    ,4.74
2421.0,5351              ,24.0              ,211.814039166667     ,148.18536625      ,63.6286729166667    ,77.7675772916667  ,30.9748925        ,4206.55,598685.25   ,2.9
2422.0,5351              ,24.0              ,211.86642729166698   ,148.17479         ,63.6916372916667    ,77.8956385416667  ,30.998227500000002,4231.88,603345.05   ,4.94
2423.0,5351              ,24.0              ,212.111420625        ,148.183983333333  ,63.9274372916667    ,78.4226995833333  ,31.318785208333303,4195.09,594618.04   ,4.01
2424.0,5351              ,24.0              ,211.937562083333     ,148.1753025       ,63.762259583333304  ,76.868474375      ,31.153351875      ,4208.9 ,595052.35   ,3.52
2425.0,5351              ,24.0              ,212.02278791666697   ,148.087407291667  ,63.935380625        ,78.239493125      ,31.328007708333303,4210.83,594860.23   ,1.71
2426.0,5351              ,24.0              ,212.14405145833302   ,147.972881458333  ,64.17116999999999   ,78.687156875      ,31.569605416666697,4187.33,593455.79   ,3.49
2427.0,5351              ,24.0              ,211.96899145833302   ,147.868269375     ,64.1007220833333    ,78.5228195833333  ,31.4875677083333  ,4194.08,594050.4    ,3.5
2428.0,5351              ,24.0              ,211.83605520833302   ,147.799279375     ,64.03677583333331   ,78.8145122916667  ,31.42689875       ,4206.38,594347.07   ,3.5
2429.0,5351              ,24.0              ,209.82511583333303   ,149.010627083333  ,60.81448875         ,78.674226875      ,27.907278125      ,4753.55,677616.46   ,4.44
2430.0,5351              ,24.0              ,210.6055175          ,149.063212708333  ,61.5423047916667    ,78.502638125      ,28.7237885416667  ,4440.16,625988.23   ,3.88
2431.0,5351              ,24.0              ,211.09743604166698   ,149.232782083333  ,61.8646539583333    ,77.7801558333333  ,29.038915625      ,4429.04,628127.79   ,3.89
2432.0,5351              ,24.0              ,211.643263125        ,149.493685625     ,62.1495775          ,77.9729566666667  ,29.321254583333303,4435.34,627682.44   ,1.83
2433.0,5351              ,24.0              ,212.130649375        ,149.655819583333  ,62.4748297916667    ,78.407108125      ,29.65129875       ,4613.81,659793.54   ,4.8
2434.0,5351              ,24.0              ,211.75067            ,149.680297708333  ,62.0703722916667    ,77.4068304166667  ,29.2445191666667  ,4652.96,663983.04   ,3.23
2435.0,5351              ,24.0              ,211.578836875        ,149.809860833333  ,61.7689760416667    ,77.642394375      ,28.95291625       ,4675.7 ,669780.92   ,4.2
2436.0,5351              ,24.0              ,212.55457020833302   ,149.760126458333  ,62.79444375         ,77.134093125      ,30.0563375        ,4633.71,662716.12   ,1.42
2437.0,5351              ,25.0              ,214.0277026          ,149.51531119999999,64.5123914          ,78.1393928        ,31.8492412        ,4608.81,657672.8    ,1.54
2438.0,5351              ,24.0              ,214.206668125        ,149.361638541667  ,64.8450295833333    ,78.521305         ,32.1260395833333  ,4429.46,643534.88   ,2.73
2439.0,5351              ,24.0              ,209.14468375         ,151.723661666667  ,57.4210220833333    ,78.9525858333333  ,24.1799114583333  ,5123.01,733730.33   ,3.48
2440.0,5351              ,23.33333          ,211.473086284602     ,152.195366452727  ,59.27771983187571   ,78.2496802049     ,26.096534703225004,4793.27,688367.98   ,3.69
2441.0,5351              ,24.0              ,207.396856666667     ,152.7874775       ,54.6093791666667    ,80.2602535416667  ,21.218905625      ,5460.78,778382.24   ,3.27
2442.0,5351              ,24.0              ,206.565592083333     ,152.379844166667  ,54.1857479166667    ,80.1901545833333  ,20.836312291666697,5463.11,776658.92   ,5.09
2443.0,5351              ,22.83333          ,211.142503838236     ,152.071445095621  ,59.071058742614404  ,78.5194775491091  ,25.821804918113102,4645.38,654580.07   ,5.5
2444.0,5351              ,23.0              ,218.988804326087     ,151.859559293478  ,67.1292450326087    ,73.5737391956522  ,34.4787236521739  ,3731.52,531070.72   ,2.34
2445.0,5351              ,24.0              ,221.10001270833303   ,148.53834375      ,72.5616689583333    ,78.8750335416667  ,40.495265208333294,3475.8 ,507041.18   ,2.2
2446.0,5351              ,24.0              ,221.308041458333     ,148.670331875     ,72.6377095833333    ,76.77532375       ,40.414283541666705,3460.92,498542.52   ,1.33
2447.0,5351              ,24.0              ,221.06318145833302   ,148.377258333333  ,72.685923125        ,78.11275625       ,40.463428125      ,3458.27,489500.32   ,2.11
2448.0,5351              ,24.0              ,221.62376895833302   ,148.507511458333  ,73.11625749999999   ,75.01258458333331 ,40.887651458333295,3403.18,487984.32   ,2.5
2449.0,5351              ,24.0              ,223.78612            ,148.305161875     ,75.480958125        ,73.3207075        ,43.510765625      ,3310.61,469642.19   ,2.75
