time,target
978309000,0.3098612129688263
978312600,0.541817843914032
978316200,0.6459295153617859
978319800,0.721609354019165
978323400,0.721609354019165
978327000,0.66712486743927
978330600,0.5832377076148987
978334200,0.46669575572013855
978337800,0.46669575572013855
978341400,0.3650989830493927
978345000,0.3932167589664459
978348600,0.48736366629600525
978352200,0.48736366629600525
978355800,0.745439887046814
978359400,0.8779538869857788
978363000,0.9412057399749756
978366600,0.9412057399749756
978370200,0.8552038669586182
978373800,0.7142635583877563
978377400,0.5425698161125183
978381000,0.5425698161125183
978384600,0.3082699477672577
978388200,0.26788437366485596
978391800,0.30216896533966064
978395400,0.30216896533966064
978399000,0.4888128340244293
978402600,0.6129465103149414
978406200,0.7045226097106934
978409800,0.7045226097106934
978413400,0.7284864187240601
978417000,0.6632633805274963
978420600,0.564655601978302
978424200,0.564655601978302
978427800,0.4075888395309448
978431400,0.3801100254058838
978435000,0.4155367314815521
978438600,0.4155367314815521
978442200,0.5994296073913574
978445800,0.7245733737945557
978449400,0.8191434144973755
978453000,0.8191434144973755
978456600,0.835232675075531
978460200,0.7491987943649292
978463800,0.6119353175163269
978467400,0.6119353175163269
978471000,0.3483473062515259
978474600,0.24614083766937256
978478200,0.20784355700016022
978481800,0.20784355700016022
978485400,0.2968866229057312
978489000,0.40566757321357727
978492600,0.5190044641494751
978496200,0.5190044641494751
978499800,0.6397925615310669
978503400,0.6336777806282043
978507000,0.5762417912483215
978510600,0.5762417912483215
978514200,0.42086681723594666
978517800,0.3539479672908783
978521400,0.3342267870903015
978525000,0.3342267870903015
978528600,0.4355092942714691
978532200,0.5494621992111206
978535800,0.6708016395568848
978539400,0.6708016395568848
978543000,0.8061783909797668
978546600,0.802450954914093
978550200,0.7359825372695923
978553800,0.7359825372695923
978557400,0.5243179798126221
978561000,0.40212973952293396
978564600,0.31771644949913025
978568200,0.31771644949913025
978571800,0.32375577092170715
978575400,0.4118404686450958
978579000,0.5345323085784912
978582600,0.5345323085784912
978586200,0.7391248345375061
978589800,0.8011258244514465
978593400,0.8041462302207947
978597000,0.8041462302207947
978600600,0.6801142692565918
978604200,0.5802969336509705
978607800,0.49856477975845337
978611400,0.49856477975845337
978615000,0.4684213101863861
978618600,0.5280960202217102
978622200,0.6254199147224426
978625800,0.6254199147224426
978629400,0.8028942942619324
978633000,0.8544670939445496
978636600,0.8420619368553162
978640200,0.8420619368553162
978643800,0.6661526560783386
978647400,0.5147944688796997
978651000,0.36772817373275757
978654600,0.36772817373275757
978658200,0.22057218849658966
978661800,0.2336040884256363
978665400,0.31415343284606934
978669000,0.31415343284606934
978672600,0.5410313010215759
978676200,0.6604394316673279
978679800,0.7325574159622192
978683400,0.7325574159622192
978687000,0.7039525508880615
978690600,0.6134785413742065
978694200,0.5009262561798096
978697800,0.5009262561798096
978701400,0.3593491315841675
978705000,0.35535889863967896
978708600,0.4135969877243042
978712200,0.4135969877243042
978715800,0.6126540303230286
978719400,0.7257898449897766
978723000,0.7934892177581787
978726600,0.7934892177581787
978730200,0.7392758131027222
978733800,0.612923264503479
978737400,0.44755908846855164
978741000,0.44755908846855164
978744600,0.19153454899787903
978748200,0.12748366594314575
978751800,0.14770831167697906
978755400,0.14770831167697906
978759000,0.35717231035232544
978762600,0.5214284062385559
978766200,0.6635733842849731
978769800,0.6635733842849731
978773400,0.7560247182846069
978777000,0.6997298002243042
978780600,0.5783165097236633
978784200,0.5783165097236633
978787800,0.33065107464790344
978791400,0.24182556569576263
978795000,0.22638316452503204
978798600,0.22638316452503204
978802200,0.3793952763080597
978805800,0.5254777669906616
978809400,0.6596474647521973
978813000,0.6596474647521973
978816600,0.7478363513946533
978820200,0.6809763312339783
978823800,0.5361425280570984
978827400,0.5361425280570984
978831000,0.2105366587638855
978834600,0.06898796558380127
978838200,0.009773388504981995
978841800,0.009773388504981995
978845400,0.1418185830116272
978849000,0.3191228210926056
978852600,0.5155609846115112
978856200,0.5155609846115112
978859800,0.7554821968078613
978863400,0.7693012952804565
978867000,0.6830935478210449
978870600,0.6830935478210449
978874200,0.3888727128505707
978877800,0.223640576004982
978881400,0.12310891598463058
978885000,0.12310891598463058
978888600,0.17908065021038055
978892200,0.3252604603767395
978895800,0.5049573183059692
978899400,0.5049573183059692
978903000,0.7417882680892944
978906600,0.759059488773346
978910200,0.6706527471542358
978913800,0.6706527471542358
978917400,0.33754920959472656
978921000,0.13276216387748718
978924600,-0.010378622449934483
978928200,-0.010378622449934483
978931800,-0.000042439907701918855
978935400,0.1553017795085907
978939000,0.3745383024215698
978942600,0.3745383024215698
978946200,0.7356792688369751
978949800,0.8339665532112122
978953400,0.8132370710372925
978957000,0.8132370710372925
978960600,0.5319296717643738
978964200,0.31176331639289856
978967800,0.1265074908733368
978971400,0.1265074908733368
978975000,0.035545580089092255
978978600,0.13921721279621124
978982200,0.32435178756713867
978985800,0.32435178756713867
978989400,0.6742983460426331
978993000,0.7864960432052612
978996600,0.7831906676292419
979000200,0.7831906676292419
979003800,0.512701153755188
979007400,0.2759707272052765
979011000,0.060746703296899796
979014600,0.060746703296899796
979018200,-0.0811404213309288
979021800,0.01481640338897705
979025400,0.21752537786960602
979029000,0.21752537786960602
979032600,0.6610758304595947
979036200,0.8471744060516357
979039800,0.9158626794815063
979043400,0.9158626794815063
979047000,0.7250178456306458
979050600,0.49126771092414856
979054200,0.24593481421470642
979057800,0.24593481421470642
979061400,-0.004437314346432686
979065000,0.024362705647945404
979068600,0.17426642775535583
979072200,0.17426642775535583
979075800,0.5849236845970154
979079400,0.7876318097114563
979083000,0.8890075087547302
979086600,0.8890075087547302
979090200,0.7577700018882751
979093800,0.5429307818412781
979097400,0.29476702213287354
979101000,0.29476702213287354
979104600,0.00367341679520905
979108200,0.012869689613580704
979111800,0.16016484797000885
979115400,0.16016484797000885
979119000,0.6203062534332275
979122600,0.8776763081550598
979126200,1.0416316986083984
979129800,1.0416316986083984
979133400,0.9939444065093994
979137000,0.7873581647872925
979140600,0.5117425918579102
979144200,0.5117425918579102
979147800,0.10824374109506607
979151400,0.03173196688294411
979155000,0.09619925171136856
979158600,0.09619925171136856
979162200,0.46074482798576355
979165800,0.7060361504554749
979169400,0.8866146206855774
979173000,0.8866146206855774
979176600,0.9022237658500671
979180200,0.7339881062507629
979183800,0.48624324798583984
979187400,0.48624324798583984
979191000,0.07790125906467438
979194600,-0.01696876995265484
979198200,0.034695714712142944
979201800,0.034695714712142944
979205400,0.4188694655895233
979209000,0.7038312554359436
979212600,0.9383068084716797
979216200,0.9383068084716797
979219800,1.0523394346237183
979223400,0.9150276780128479
979227000,0.6673246622085571
979230600,0.6673246622085571
979234200,0.1788482666015625
979237800,0.003790525021031499
979241400,-0.030884087085723877
979245000,-0.030884087085723877
979248600,0.23369432985782623
979252200,0.49211636185646057
979255800,0.7382001280784607
979259400,0.7382001280784607
979263000,0.9397477507591248
979266600,0.8700305223464966
979270200,0.6846567988395691
979273800,0.6846567988395691
979277400,0.2635496258735657
979281000,0.09772007912397385
979284600,0.06333395093679428
979288200,0.06333395093679428
979291800,0.3399524390697479
979295400,0.6224339604377747
979299000,0.9075427651405334
979302600,0.9075427651405334
979306200,1.1922653913497925
979309800,1.159282922744751
979313400,0.9856938719749451
979317000,0.9856938719749451
979320600,0.5095846056938171
979324200,0.26811161637306213
979327800,0.1372119039297104
979331400,0.1372119039297104
979335000,0.24600328505039215
979338600,0.45935797691345215
979342200,0.7115192413330078
979345800,0.7115192413330078
979349400,1.0319335460662842
979353000,1.0575495958328247
979356600,0.9478430151939392
979360200,0.9478430151939392
979363800,0.5496182441711426
979367400,0.32084235548973083
979371000,0.1832326352596283
979374600,0.1832326352596283
979378200,0.26381784677505493
979381800,0.4723777770996094
979385400,0.7325019240379333
979389000,0.7325019240379333
979392600,1.0917747020721436
979396200,1.1336663961410522
979399800,1.0292834043502808
979403400,1.0292834043502808
979407000,0.5884695649147034
979410600,0.2923353612422943
979414200,0.05979644134640694
979417800,0.05979644134640694
979421400,-0.0336361825466156
979425000,0.10596387088298798
979428600,0.3274163007736206
979432200,0.3274163007736206
979435800,0.7213901877403259
979439400,0.8442743420600891
979443000,0.8436177968978882
979446600,0.8436177968978882
979450200,0.5853383541107178
979453800,0.3771955370903015
979457400,0.20894666016101837
979461000,0.20894666016101837
979464600,0.1811489760875702
979468200,0.3390301465988159
979471800,0.5811578631401062
979475400,0.5811578631401062
979479000,1.0277704000473022
979482600,1.1869854927062988
979486200,1.2182883024215698
979489800,1.2182883024215698
979493400,0.9710026979446411
979497000,0.7273063063621521
979500600,0.4905606806278229
979504200,0.4905606806278229
979507800,0.27176329493522644
979511400,0.3058531880378723
979515000,0.447616845369339
979518600,0.447616845369339
979522200,0.8097225427627563
979525800,0.9736543297767639
979529400,1.0444411039352417
979533000,1.0444411039352417
979536600,0.9103336334228516
979540200,0.7269733548164368
979543800,0.5265982151031494
979547400,0.5265982151031494
979551000,0.3164999485015869
979554600,0.34524258971214294
979558200,0.47474971413612366
979561800,0.47474971413612366
979565400,0.8249626755714417
979569000,1.0011142492294312
979572600,1.096359133720398
979576200,1.096359133720398
979579800,0.9949300289154053
979583400,0.804879367351532
979587000,0.5751737356185913
979590600,0.5751737356185913
979594200,0.2656262516975403
979597800,0.21336430311203003
979601400,0.2671807110309601
979605000,0.2671807110309601
979608600,0.5554243326187134
979612200,0.7428476810455322
979615800,0.8773748874664307
979619400,0.8773748874664307
979623000,0.9048672318458557
979626600,0.7987193465232849
979630200,0.6392590403556824
979633800,0.6392590403556824
979637400,0.38043564558029175
979641000,0.32640793919563293
979644600,0.3632599115371704
979648200,0.3632599115371704
979651800,0.6010299921035767
979655400,0.7738983631134033
979659000,0.9122610092163086
979662600,0.9122610092163086
979666200,0.9600635170936584
979669800,0.8551338315010071
979673400,0.6768956184387207
979677000,0.6768956184387207
979680600,0.32337844371795654
979684200,0.1835566908121109
979687800,0.13042481243610382
979691400,0.13042481243610382
979695000,0.2544037103652954
979698600,0.3973006308078766
979702200,0.5400786399841309
979705800,0.5400786399841309
979709400,0.6858600378036499
979713000,0.670433759689331
979716600,0.5856809616088867
979720200,0.5856809616088867
979723800,0.3647320866584778
979727400,0.26817774772644043
979731000,0.2310955971479416
979734600,0.2310955971479416
979738200,0.3454201817512512
979741800,0.49177926778793335
979745400,0.6549323797225952
979749000,0.6549323797225952
979752600,0.8525656461715698
979756200,0.8676567673683167
979759800,0.8035102486610413
979763400,0.8035102486610413
979767000,0.5580406188964844
979770600,0.40382248163223267
979774200,0.2943970263004303
979777800,0.2943970263004303
979781400,0.28737038373947144
979785000,0.37823644280433655
979788600,0.5100836157798767
979792200,0.5100836157798767
979795800,0.7370458841323853
979799400,0.8050619959831238
979803000,0.8063973784446716
979806600,0.8063973784446716
979810200,0.6825070381164551
979813800,0.5797430276870728
979817400,0.49307605624198914
979821000,0.49307605624198914
979824600,0.4759673774242401
979828200,0.5477952361106873
979831800,0.6591236591339111
979835400,0.6591236591339111
979839000,0.8686619997024536
979842600,0.9363454580307007
979846200,0.938010036945343
979849800,0.938010036945343
979853400,0.7818297743797302
979857000,0.6326560974121094
979860600,0.4823935925960541
979864200,0.4823935925960541
979867800,0.32907772064208984
979871400,0.3344043791294098
979875000,0.40357503294944763
979878600,0.40357503294944763
979882200,0.6164609789848328
979885800,0.7299179434776306
979889400,0.7932939529418945
979893000,0.7932939529418945
979896600,0.7397725582122803
979900200,0.6300463080406189
979903800,0.4933575987815857
979907400,0.4933575987815857
979911000,0.3028707802295685
979914600,0.2693808972835541
979918200,0.30130982398986816
979921800,0.30130982398986816
979925400,0.47308412194252014
979929000,0.5811206698417664
979932600,0.652657687664032
979936200,0.652657687664032
979939800,0.6228703856468201
979943400,0.5162694454193115
979947000,0.36669373512268066
979950600,0.36669373512268066
979954200,0.11908826231956482
979957800,0.04885787516832352
979961400,0.05849066749215126
979965000,0.05849066749215126
979968600,0.2462787926197052
979972200,0.40319010615348816
979975800,0.5460001826286316
979979400,0.5460001826286316
979983000,0.6651521325111389
979986600,0.6304366588592529
979990200,0.5297362804412842
979993800,0.5297362804412842
979997400,0.30525025725364685
980001000,0.2192867398262024
980004600,0.19841304421424866
980008200,0.19841304421424866
980011800,0.33426040410995483
980015400,0.4760685861110687
980019000,0.6204718351364136
980022600,0.6204718351364136
980026200,0.7620044350624084
980029800,0.737015426158905
980033400,0.6412889957427979
980037000,0.6412889957427979
980040600,0.38885581493377686
980044200,0.2671697735786438
980047800,0.2084447741508484
980051400,0.2084447741508484
980055000,0.3072100281715393
980058600,0.4576426148414612
980062200,0.6333007216453552
980065800,0.6333007216453552
980069400,0.864639937877655
980073000,0.8919508457183838
980076600,0.8286283612251282
980080200,0.8286283612251282
980083800,0.5717267394065857
980087400,0.40843790769577026
980091000,0.2887735366821289
980094600,0.2887735366821289
980098200,0.2755014896392822
980101800,0.3738285005092621
980105400,0.5121815800666809
980109000,0.5121815800666809
980112600,0.7200585007667542
980116200,0.7562541961669922
980119800,0.7042974233627319
980123400,0.7042974233627319
980127000,0.45089849829673767
980130600,0.28103750944137573
980134200,0.15453635156154633
980137800,0.15453635156154633
980141400,0.1433050036430359
980145000,0.26363441348075867
980148600,0.44402918219566345
980152200,0.44402918219566345
980155800,0.7644533514976501
980159400,0.8656378388404846
980163000,0.8707073926925659
980166600,0.8707073926925659
980170200,0.6706703901290894
980173800,0.4959361255168915
980177400,0.33795011043548584
980181000,0.33795011043548584
980184600,0.23394374549388885
980188200,0.30178943276405334
980191800,0.4412917494773865
980195400,0.4412917494773865
980199000,0.7345635294914246
980202600,0.8429272174835205
980206200,0.8654288649559021
980209800,0.8654288649559021
980213400,0.6961166262626648
980217000,0.5234325528144836
980220600,0.35744020342826843
980224200,0.35744020342826843
980227800,0.23376809060573578
980231400,0.29812759160995483
980235000,0.4500758945941925
980238600,0.4500758945941925
980242200,0.8062025308609009
980245800,0.9635620713233948
980249400,1.0273717641830444
980253000,1.0273717641830444
980256600,0.8911580443382263
980260200,0.7068974375724792
980263800,0.5032484531402588
980267400,0.5032484531402588
980271000,0.2669413387775421
980274600,0.2621162533760071
980278200,0.35280153155326843
980281800,0.35280153155326843
980285400,0.6363003849983215
980289000,0.7830739617347717
980292600,0.8575627207756042
980296200,0.8575627207756042
980299800,0.7560056447982788
980303400,0.5901429653167725
980307000,0.399460107088089
980310600,0.399460107088089
980314200,0.18116937577724457
980317800,0.19137558341026306
980321400,0.3063211143016815
980325000,0.3063211143016815
980328600,0.6599636077880859
980332200,0.8558620810508728
980335800,0.9756933450698853
980339400,0.9756933450698853
980343000,0.9259265065193176
980346600,0.7622788548469543
980350200,0.550598680973053
980353800,0.550598680973053
980357400,0.24467316269874573
980361000,0.19002467393875122
980364600,0.2443520724773407
980368200,0.2443520724773407
980371800,0.5291454792022705
980375400,0.7122422456741333
980379000,0.8408563733100891
980382600,0.8408563733100891
980386200,0.8414621949195862
980389800,0.7129058837890625
980393400,0.5333564281463623
980397000,0.5333564281463623
980400600,0.27104929089546204
980404200,0.23552407324314117
980407800,0.31115713715553284
980411400,0.31115713715553284
980415000,0.649168848991394
980418600,0.8731065392494202
980422200,1.0446391105651855
980425800,1.0446391105651855
980429400,1.0953149795532227
980433000,0.9687092304229736
980436600,0.7644392848014832
980440200,0.7644392848014832
980443800,0.39378833770751953
980447400,0.2747468650341034
980451000,0.265123575925827
980454600,0.265123575925827
980458200,0.4836219251155853
980461800,0.6710684299468994
980465400,0.8318745493888855
980469000,0.8318745493888855
980472600,0.916334867477417
980476200,0.8258969187736511
980479800,0.6591470241546631
980483400,0.6591470241546631
980487000,0.3405805826187134
980490600,0.24452455341815948
980494200,0.2587457299232483
980497800,0.2587457299232483
980501400,0.5273315906524658
980505000,0.7485350966453552
980508600,0.9440439939498901
980512200,0.9440439939498901
980515800,1.0731675624847412
980519400,0.9859309196472168
980523000,0.8011253476142883
980526600,0.8011253476142883
980530200,0.4002310633659363
980533800,0.23303675651550293
980537400,0.16775883734226227
980541000,0.16775883734226227
980544600,0.31647002696990967
980548200,0.4976537525653839
980551800,0.6790636777877808
980555400,0.6790636777877808
980559000,0.8398261666297913
980562600,0.7937653064727783
980566200,0.6558518409729004
980569800,0.6558518409729004
980573400,0.3293200135231018
980577000,0.1932889223098755
980580600,0.15435777604579926
980584200,0.15435777604579926
980587800,0.3469211459159851
980591400,0.5567374229431152
980595000,0.7693641185760498
980598600,0.7693641185760498
980602200,0.9798374176025391
980605800,0.947883665561676
