"Date","Height","U.component","V.component","gap","gap_center"
"2005-12-14",0.5493,0.2142,0.0896,0.609787576855902,0.5493
"2005-12-15",0.5436,0.211,0.0956,0.608971880117682,0.5436
"2005-12-16",0.5416,0.1958,0.0963,0.608163632184115,0.5416
"2005-12-17",0.5404,0.1958,0.1036,0.60736345970595,0.5404
"2005-12-18",0.5432,0.1947,0.1034,0.606571989333934,0.5432
"2005-12-19",0.5418,0.1833,0.0927,0.605789847718817,0.5418
"2005-12-20",0.5409,0.1871,0.0867,0.605017661511348,0.5409
"2005-12-21",0.5396,0.1922,0.0911,0.604256057362275,0.5396
"2005-12-22",0.5413,0.1914,0.079,0.603505661922347,0.5413
"2005-12-23",0.5443,0.1924,0.0897,0.602767101842312,0.5443
"2005-12-24",0.5491,0.1711,0.0741,0.60204100377292,0.5491
"2005-12-25",0.5486,0.1647,0.0723,0.601327994364918,0.5486
"2005-12-26",0.5516,0.1576,0.0723,0.600628700269056,0.5516
"2005-12-27",0.5501,0.1587,0.0586,0.599943748136083,0.5501
"2005-12-28",0.5521,0.1559,0.0732,0.599273764616747,0.5521
"2005-12-29",0.554,0.1425,0.0716,0.598619376361796,0.554
"2005-12-30",0.5563,0.1286,0.0666,0.597981210021979,0.5563
"2005-12-31",0.5543,0.1211,0.0722,0.597359892248046,0.5543
"2006-01-01",0.5572,0.1106,0.0828,0.596756049690745,0.5572
"2006-01-02",0.5584,0.1038,0.0869,0.596170309000824,0.5584
"2006-01-03",0.5632,0.1033,0.0973,0.595603296829032,0.5632
"2006-01-04",0.566,0.0938,0.0945,0.595055639826118,0.566
"2006-01-05",0.5691,0.1019,0.0896,0.59452796464283,0.5691
"2006-01-06",0.5727,0.1033,0.0782,0.594020897929918,0.5727
"2006-01-07",0.5738,0.0985,0.0759,0.593535066338129,0.5738
"2006-01-08",0.5765,0.0991,0.0791,0.593071096518213,0.5765
"2006-01-09",0.5794,0.0885,0.0687,0.592629615120919,0.5794
"2006-01-10",0.5778,0.091,0.0552,0.592211248796994,0.5778
"2006-01-11",0.5802,0.0803,0.0598,0.591816624197188,0.5802
"2006-01-12",0.5808,0.083,0.0717,0.591446367972249,0.5808
"2006-01-13",0.5829,0.0696,0.0684,0.591101106772926,0.5829
"2006-01-14",0.584,0.0588,0.0752,0.590781467249968,0.584
"2006-01-15",0.5842,0.0544,0.0768,0.590488076054124,0.5842
"2006-01-16",0.5862,0.0332,0.0782,0.590221559836141,0.5862
"2006-01-17",0.5881,0.0195,0.074,0.58998254524677,0.5881
"2006-01-18",0.5886,0.0013,0.0724,0.589771658936757,0.5886
"2006-01-19",0.5917,-0.0162,0.075,0.589589527556853,0.5917
"2006-01-20",0.5956,-0.0212,0.0797,0.589436777757806,0.5956
"2006-01-21",0.5998,-0.0541,0.0822,0.589314036190364,0.5998
"2006-01-22",0.6047,-0.0707,0.1004,0.589221929505276,0.6047
"2006-01-23",0.6077,-0.0804,0.0943,0.589161084353291,0.6077
"2006-01-24",0.6116,-0.0911,0.0933,0.589132127385158,0.6116
"2006-01-25",0.6152,-0.1109,0.0811,0.589135685251625,0.6152
"2006-01-26",0.6192,-0.1237,0.0767,0.589172384603441,0.6192
"2006-01-27",0.6233,-0.1347,0.0633,0.589242852091355,0.6233
"2006-01-28",0.6231,-0.1369,0.0468,0.589347714366115,0.6231
"2006-01-29",0.6267,-0.152,0.0257,0.58948759807847,0.6267
"2006-01-30",0.6285,-0.1529,0.0219,0.589663129879168,0.6285
"2006-01-31",0.6276,-0.1647,0.0053,0.589874936418959,0.6276
"2006-02-01",0.626,-0.1594,-0.0115,0.590123644348592,0.626
"2006-02-02",0.6253,-0.1549,-0.0138,0.590409880318813,0.6253
"2006-02-03",0.6217,-0.1425,-0.0326,0.590734270980374,0.6217
"2006-02-04",0.6182,-0.129,-0.0439,0.591097442984021,0.6182
"2006-02-05",0.6159,-0.1142,-0.0541,0.591500022980505,0.6159
"2006-02-06",0.6103,-0.1,-0.0507,0.591942637620573,0.6103
"2006-02-07",0.6086,-0.1016,-0.052,0.592425913554974,0.6086
"2006-02-08",0.6061,-0.0919,-0.0476,0.592950477434456,0.6061
"2006-02-09",0.6019,-0.0758,-0.0282,0.59351695590977,0.6019
"2006-02-10",0.5992,-0.0746,-0.0158,0.594125975631663,0.5992
"2006-02-11",0.599,-0.0625,-0.0053,0.594778163250883,0.599
"2006-02-12",0.5976,-0.0588,0.0125,0.595474145418181,0.5976
"2006-02-13",0.5964,-0.0515,0.0277,0.596214548784303,0.5964
"2006-02-14",0.597,-0.0571,0.0415,0.597,0.597
"2006-02-15",0.5976,-0.0643,0.0499,0.5976,0.5976
"2006-02-16",0.5978,-0.0651,0.0534,0.5978,0.5978
"2006-02-17",0.5989,-0.0845,0.06,0.5989,0.5989
"2006-02-18",0.5986,-0.1036,0.0569,0.5986,0.5986
"2006-02-19",0.6011,-0.1206,0.0567,0.6011,0.6011
"2006-02-20",0.599,-0.1424,0.044,0.599,0.599
"2006-02-21",0.601,-0.1633,0.0375,0.601,0.601
"2006-02-22",0.6003,-0.2035,0.0229,0.6003,0.6003
"2006-02-23",0.6018,-0.2252,0.0015,0.6018,0.6018
"2006-02-24",0.6022,-0.2364,-0.0037,0.6022,0.6022
"2006-02-25",0.6029,-0.2455,7e-04,0.6029,0.6029
"2006-02-26",0.6031,-0.2692,-0.0065,0.6031,0.6031
"2006-02-27",0.6034,-0.2786,-0.0094,0.6034,0.6034
"2006-02-28",0.6023,-0.2758,-0.0109,0.6023,0.6023
"2006-03-01",0.6009,-0.2895,0.0014,0.6009,0.6009
"2006-03-02",0.5987,-0.2974,0.009,0.5987,0.5987
"2006-03-03",0.5983,-0.2931,0.0177,0.5983,0.5983
"2006-03-04",0.5957,-0.277,0.0313,0.5957,0.5957
"2006-03-05",0.597,-0.264,0.0539,0.597,0.597
"2006-03-06",0.5966,-0.2541,0.0673,0.5966,0.5966
"2006-03-07",0.5983,-0.2388,0.0852,0.5983,0.5983
"2006-03-08",0.5992,-0.2299,0.101,0.5992,0.5992
"2006-03-09",0.6024,-0.2222,0.13,0.6024,0.6024
"2006-03-10",0.6021,-0.1899,0.1453,0.6021,0.6021
"2006-03-11",0.6073,-0.172,0.1664,0.6073,0.6073
"2006-03-12",0.6118,-0.1627,0.1721,0.6118,0.6118
"2006-03-13",0.6149,-0.1387,0.1817,0.6149,0.6149
"2006-03-14",0.6191,-0.1203,0.1806,0.6191,0.6191
"2006-03-15",0.6219,-0.1145,0.1891,0.6219,0.6219
"2006-03-16",0.6279,-0.1063,0.1948,0.6279,0.6279
"2006-03-17",0.6344,-0.0918,0.1935,0.6344,0.6344
"2006-03-18",0.6412,-0.0937,0.1881,0.6412,0.6412
"2006-03-19",0.6457,-0.0843,0.1742,0.6457,0.6457
"2006-03-20",0.6496,-0.0899,0.1587,0.6496,0.6496
"2006-03-21",0.6549,-0.1045,0.1367,0.6549,0.6549
"2006-03-22",0.6579,-0.1146,0.1066,0.6579,0.6579
"2006-03-23",0.6601,-0.1165,0.083,0.6601,0.6601
"2006-03-24",0.6615,-0.1351,0.0693,0.6615,0.6615
"2006-03-25",0.666,-0.1593,0.0392,0.666,0.666
"2006-03-26",0.6676,-0.1799,0.0184,0.6676,0.6676
"2006-03-27",0.6659,-0.2033,-0.013,0.6659,0.6659
"2006-03-28",0.6648,-0.2185,-0.0316,0.6648,0.6648
"2006-03-29",0.6655,-0.243,-0.0356,0.6655,0.6655
"2006-03-30",0.6646,-0.2473,-0.0444,0.6646,0.6646
"2006-03-31",0.6631,-0.2545,-0.0459,0.6631,0.6631
"2006-04-01",0.6609,-0.2588,-0.0443,0.6609,0.6609
"2006-04-02",0.6591,-0.2443,-0.0465,0.6591,0.6591
"2006-04-03",0.6578,-0.2397,-0.0382,0.6578,0.6578
"2006-04-04",0.6567,-0.2261,-0.0378,0.6567,0.6567
"2006-04-05",0.6573,-0.2164,-0.0165,0.6573,0.6573
"2006-04-06",0.6593,-0.2037,0.0043,0.6593,0.6593
"2006-04-07",0.6612,-0.1978,0.0218,0.6612,0.6612
"2006-04-08",0.6663,-0.1869,0.053,0.6663,0.6663
"2006-04-09",0.6709,-0.1717,0.0958,0.6709,0.6709
"2006-04-10",0.6769,-0.1721,0.1361,0.6769,0.6769
"2006-04-11",0.6847,-0.1637,0.1777,0.6847,0.6847
"2006-04-12",0.692,-0.1657,0.2162,0.692,0.692
"2006-04-13",0.703,-0.1536,0.2556,0.703,0.703
"2006-04-14",0.7117,-0.1467,0.2934,0.7117,0.7117
"2006-04-15",0.724,-0.1338,0.322,0.724,0.724
"2006-04-16",0.7387,-0.1394,0.3501,0.7387,0.7387
"2006-04-17",0.7532,-0.1225,0.3724,0.7532,0.7532
"2006-04-18",0.7656,-0.1137,0.3871,0.7656,0.7656
"2006-04-19",0.7796,-0.094,0.3993,0.7796,0.7796
"2006-04-20",0.7918,-0.0919,0.4038,0.7918,0.7918
"2006-04-21",0.8067,-0.0777,0.4086,0.8067,0.8067
"2006-04-22",0.818,-0.0627,0.4232,0.818,0.818
"2006-04-23",0.834,-0.0554,0.4078,0.834,0.834
"2006-04-24",0.8469,-0.0387,0.3972,0.8469,0.8469
"2006-04-25",0.8598,-0.0318,0.3901,0.8598,0.8598
"2006-04-26",0.8725,-0.0207,0.3652,0.8725,0.8725
"2006-04-27",0.8826,-0.011,0.3311,0.8826,0.8826
"2006-04-28",0.8927,0.003,0.2857,0.8927,0.8927
"2006-04-29",0.9022,0.0043,0.24,0.9022,0.9022
"2006-04-30",0.9086,0.0095,0.1895,0.9086,0.9086
"2006-05-01",0.9088,0.0158,0.142,0.9088,0.9088
"2006-05-02",0.9054,0.0116,0.0931,0.9054,0.9054
"2006-05-03",0.9031,-0.0016,0.048,0.9031,0.9031
"2006-05-04",0.9002,-0.0081,-0.0123,0.9002,0.9002
"2006-05-05",0.8955,-0.0198,-0.0545,0.8955,0.8955
"2006-05-06",0.8894,-0.0278,-0.1142,0.8894,0.8894
"2006-05-07",0.882,-0.0458,-0.1383,0.882,0.882
"2006-05-08",0.8716,-0.054,-0.1725,0.8716,0.8716
"2006-05-09",0.861,-0.0807,-0.2012,0.861,0.861
"2006-05-10",0.8517,-0.0893,-0.2199,0.8517,0.8517
"2006-05-11",0.8396,-0.0964,-0.2402,0.8396,0.8396
"2006-05-12",0.8264,-0.1093,-0.2581,0.8264,0.8264
"2006-05-13",0.8139,-0.1255,-0.2559,0.8139,0.8139
"2006-05-14",0.7984,-0.1338,-0.2675,0.7984,0.7984
"2006-05-15",0.7827,-0.1509,-0.2791,0.7827,0.7827
"2006-05-16",0.7683,-0.1657,-0.2764,0.7683,0.7683
"2006-05-17",0.7551,-0.1741,-0.2676,0.7551,0.7551
"2006-05-18",0.7421,-0.187,-0.2577,0.7421,0.7421
"2006-05-19",0.7269,-0.1852,-0.2289,0.7269,0.7269
"2006-05-20",0.7138,-0.1813,-0.2089,0.7138,0.7138
"2006-05-21",0.7058,-0.1752,-0.1797,0.7058,0.7058
"2006-05-22",0.6995,-0.1651,-0.1461,0.6995,0.6995
"2006-05-23",0.6948,-0.1595,-0.1214,0.6948,0.6948
"2006-05-24",0.6888,-0.1619,-0.1008,0.6888,0.6888
"2006-05-25",0.6834,-0.1584,-0.0713,0.6834,0.6834
"2006-05-26",0.6774,-0.1568,-0.0484,0.6774,0.6774
"2006-05-27",0.6758,-0.1514,-0.025,0.6758,0.6758
"2006-05-28",0.6752,-0.1585,-0.0048,0.6752,0.6752
"2006-05-29",0.6754,-0.1503,0.0066,0.6754,0.6754
"2006-05-30",0.6749,-0.1432,0.0212,0.6749,0.6749
"2006-05-31",0.6757,-0.1412,0.0293,0.6757,0.6757
"2006-06-01",0.6759,-0.1128,0.041,0.6759,0.6759
"2006-06-02",0.6774,-0.1056,0.0389,0.6774,0.6774
"2006-06-03",0.6772,-0.0952,0.0392,0.6772,0.6772
"2006-06-04",0.6762,-0.0854,0.0344,0.6762,0.6762
"2006-06-05",0.675,-0.0823,0.0249,0.675,0.675
"2006-06-06",0.6746,-0.076,0.0295,0.6746,0.6746
"2006-06-07",0.6754,-0.0739,0.0368,0.6754,0.6754
"2006-06-08",0.6775,-0.0619,0.0139,0.6775,0.6775
"2006-06-09",0.6736,-0.0587,0.0114,0.6736,0.6736
"2006-06-10",0.6721,-0.0516,0.0168,0.6721,0.6721
"2006-06-11",0.668,-0.0665,0.0144,0.668,0.668
"2006-06-12",0.6646,-0.0694,0.018,0.6646,0.6646
"2006-06-13",0.6643,-0.0572,0.0183,0.6643,0.6643
"2006-06-14",0.6614,-0.0484,0.0279,0.6614,0.6614
"2006-06-15",0.6577,-0.0278,0.0346,0.6577,0.6577
"2006-06-16",0.6564,-0.0224,0.037,0.6564,0.6564
"2006-06-17",0.6509,-0.0173,0.0298,0.6509,0.6509
"2006-06-18",0.6473,-0.0173,0.0262,0.6473,0.6473
"2006-06-19",0.6444,-0.0061,0.0379,0.6444,0.6444
"2006-06-20",0.6414,-0.004,0.0355,0.6414,0.6414
"2006-06-21",0.6415,0.0011,0.0479,0.6415,0.6415
"2006-06-22",0.6397,0.0325,0.0464,0.6397,0.6397
"2006-06-23",0.6426,0.0434,0.0469,0.6426,0.6426
"2006-06-24",0.6444,0.0543,0.054,0.6444,0.6444
"2006-06-25",0.6428,0.0669,0.0457,0.6428,0.6428
"2006-06-26",0.6435,0.0701,0.0467,0.6435,0.6435
"2006-06-27",0.6443,0.0992,0.0505,0.6443,0.6443
"2006-06-28",0.6481,0.1147,0.053,0.6481,0.6481
"2006-06-29",0.6502,0.0837,0.0559,0.6502,0.6502
"2006-06-30",0.6506,0.0825,0.0334,0.6506,0.6506
"2006-07-01",0.6486,0.0746,0.0237,0.6486,0.6486
"2006-07-02",0.6473,0.0613,0.0256,0.6473,0.6473
"2006-07-03",0.6453,0.0552,0.022,0.6453,0.6453
"2006-07-04",0.6455,0.0398,0.0207,0.6455,0.6455
"2006-07-05",0.6461,0.023,0.0347,0.6461,0.6461
"2006-07-06",0.6464,0.0059,0.0399,0.6464,0.6464
"2006-07-07",0.6489,-0.0123,0.0473,0.6489,0.6489
"2006-07-08",0.6507,-0.0366,0.0515,0.6507,0.6507
"2006-07-09",0.6478,-0.0431,0.0658,0.6478,0.6478
"2006-07-10",0.6525,-0.056,0.0725,0.6525,0.6525
"2006-07-11",0.6535,-0.0571,0.0992,0.6535,0.6535
"2006-07-12",0.6556,-0.0542,0.1163,0.6556,0.6556
"2006-07-13",0.6611,-0.0398,0.1258,0.6611,0.6611
"2006-07-14",0.6629,-0.0405,0.142,0.6629,0.6629
"2006-07-15",0.6659,-0.0246,0.1609,0.6659,0.6659
"2006-07-16",0.6695,0.0065,0.1748,0.6695,0.6695
"2006-07-17",0.6741,0.035,0.1881,0.6741,0.6741
"2006-07-18",0.6812,0.038,0.2078,0.6812,0.6812
"2006-07-19",0.6878,0.0731,0.2232,0.6878,0.6878
"2006-07-20",0.6941,0.0855,0.2315,0.6941,0.6941
"2006-07-21",0.7021,0.1045,0.2264,0.7021,0.7021
"2006-07-22",0.7083,0.1331,0.2143,0.7083,0.7083
"2006-07-23",0.7139,0.1343,0.2149,0.7139,0.7139
"2006-07-24",0.719,0.1511,0.218,0.719,0.719
"2006-07-25",0.721,0.1504,0.2054,0.721,0.721
"2006-07-26",0.7232,0.1474,0.2185,0.7232,0.7232
"2006-07-27",0.7256,0.1082,0.201,0.7256,0.7256
"2006-07-28",0.7287,0.0967,0.1831,0.7287,0.7287
"2006-07-29",0.7282,0.0913,0.1683,0.7282,0.7282
"2006-07-30",0.7272,0.0802,0.1539,0.7272,0.7272
"2006-07-31",0.7256,0.0671,0.1403,0.7256,0.7256
"2006-08-01",0.7196,0.0694,0.1277,0.7196,0.7196
"2006-08-02",0.7151,0.0671,0.1186,0.7151,0.7151
"2006-08-03",0.712,0.0836,0.1135,0.712,0.712
"2006-08-04",0.7082,0.091,0.1191,0.7082,0.7082
"2006-08-05",0.7048,0.1166,0.124,0.7048,0.7048
"2006-08-06",0.7012,0.1283,0.1254,0.7012,0.7012
"2006-08-07",0.6992,0.155,0.1453,0.6992,0.6992
"2006-08-08",0.6979,0.1637,0.1542,0.6979,0.6979
"2006-08-09",0.6982,0.1772,0.1798,0.6982,0.6982
"2006-08-10",0.7012,0.1876,0.1982,0.7012,0.7012
"2006-08-11",0.7007,0.2013,0.2148,0.7007,0.7007
"2006-08-12",0.7021,0.1993,0.2168,0.7021,0.7021
"2006-08-13",0.7045,0.2061,0.2233,0.7045,0.7045
"2006-08-14",0.7062,0.1977,0.2229,0.7062,0.7062
"2006-08-15",0.7084,0.1876,0.1977,0.7084,0.7084
"2006-08-16",0.7098,0.1871,0.1822,0.7098,0.7098
"2006-08-17",0.7115,0.1815,0.1708,0.7115,0.7115
"2006-08-18",0.7116,0.1805,0.1555,0.7116,0.7116
"2006-08-19",0.7078,0.1794,0.1331,0.7078,0.7078
"2006-08-20",0.7084,0.1788,0.1066,0.7084,0.7084
"2006-08-21",0.7073,0.1853,0.0884,0.7073,0.7073
"2006-08-22",0.7017,0.1961,0.0645,0.7017,0.7017
"2006-08-23",0.6958,0.2023,0.0349,0.6958,0.6958
"2006-08-24",0.6909,0.2172,0.0177,0.6909,0.6909
"2006-08-25",0.6871,0.2207,0.0035,0.6871,0.6871
"2006-08-26",0.68,0.2388,0.0064,0.68,0.68
"2006-08-27",0.6774,0.2403,0.0014,0.6774,0.6774
"2006-08-28",0.6736,0.2434,-0.0058,0.6736,0.6736
"2006-08-29",0.672,0.2696,-0.0064,0.672,0.672
"2006-08-30",0.6671,0.2893,-0.0097,0.6671,0.6671
"2006-08-31",0.6648,0.3118,-0.009,0.6648,0.6648
"2006-09-01",0.6627,0.3072,-0.001,0.6627,0.6627
"2006-09-02",0.6619,0.3229,-0.017,0.6619,0.6619
"2006-09-03",0.6558,0.3243,-0.0197,0.6558,0.6558
"2006-09-04",0.6521,0.3289,-0.0361,0.6521,0.6521
"2006-09-05",0.6472,0.3203,-0.0439,0.6472,0.6472
"2006-09-06",0.6444,0.3146,-0.0515,0.6444,0.6444
"2006-09-07",0.6407,0.2809,-0.059,0.6407,0.6407
"2006-09-08",0.6355,0.2677,-0.064,0.6355,0.6355
"2006-09-09",0.6321,0.2696,-0.0755,0.6321,0.6321
"2006-09-10",0.6228,0.2559,-0.0879,0.6228,0.6228
"2006-09-11",0.6183,0.2402,-0.0785,0.6183,0.6183
"2006-09-12",0.6109,0.2343,-0.0746,0.6109,0.6109
"2006-09-13",0.6028,0.2258,-0.0757,0.6028,0.6028
"2006-09-14",0.5989,0.2123,-0.0591,0.5989,0.5989
"2006-09-15",0.5958,0.2146,-0.044,0.5958,0.5958
"2006-09-16",0.5931,0.2097,-0.0224,0.5931,0.5931
"2006-09-17",0.5931,0.2052,-0.006,0.5931,0.5931
"2006-09-18",0.5904,0.1929,0.0121,0.5904,0.5904
"2006-09-19",0.5892,0.1697,0.0165,0.5892,0.5892
"2006-09-20",0.5854,0.1652,0.0408,0.5854,0.5854
"2006-09-21",0.5862,0.1819,0.0678,0.5862,0.5862
"2006-09-22",0.5828,0.1712,0.0756,0.5828,0.5828
"2006-09-23",0.5815,0.1643,0.0884,0.5815,0.5815
"2006-09-24",0.5809,0.194,0.0975,0.5809,0.5809
"2006-09-25",0.5802,0.1819,0.1096,0.5802,0.5802
"2006-09-26",0.5789,0.2022,0.125,0.5789,0.5789
"2006-09-27",0.5788,0.2074,0.136,0.5788,0.5788
"2006-09-28",0.5791,0.2209,0.1444,0.5791,0.5791
"2006-09-29",0.5769,0.2581,0.1503,0.5769,0.5769
"2006-09-30",0.577,0.2715,0.1339,0.577,0.577
"2006-10-01",0.5769,0.2716,0.1437,0.5769,0.5769
"2006-10-02",0.5749,0.2643,0.1555,0.5749,0.5749
"2006-10-03",0.5742,0.2494,0.1552,0.5742,0.5742
"2006-10-04",0.5736,0.2441,0.1601,0.5736,0.5736
"2006-10-05",0.5751,0.2292,0.164,0.5751,0.5751
"2006-10-06",0.5725,0.2387,0.1628,0.5725,0.5725
"2006-10-07",0.5709,0.2427,0.1573,0.5709,0.5709
"2006-10-08",0.5717,0.261,0.1691,0.5717,0.5717
"2006-10-09",0.5723,0.2782,0.1741,0.5723,0.5723
"2006-10-10",0.5738,0.3007,0.1827,0.5738,0.5738
"2006-10-11",0.5751,0.3128,0.1912,0.5751,0.5751
"2006-10-12",0.5757,0.3259,0.1947,0.5757,0.5757
"2006-10-13",0.5747,0.3422,0.1922,0.5747,0.5747
"2006-10-14",0.5754,0.3508,0.1967,0.5754,0.5754
"2006-10-15",0.5775,0.3813,0.1849,0.5775,0.5775
"2006-10-16",0.5791,0.3794,0.1868,0.5791,0.5791
"2006-10-17",0.5808,0.3904,0.1916,0.5808,0.5808
"2006-10-18",0.5802,0.3929,0.1815,0.5802,0.5802
"2006-10-19",0.5807,0.4009,0.183,0.5807,0.5807
"2006-10-20",0.5831,0.3987,0.1869,0.5831,0.5831
"2006-10-21",0.5848,0.3923,0.1898,0.5848,0.5848
"2006-10-22",0.589,0.3912,0.1867,0.589,0.589
"2006-10-23",0.5921,0.3779,0.194,0.5921,0.5921
"2006-10-24",0.5966,0.3747,0.1945,0.5966,0.5966
"2006-10-25",0.601,0.3795,0.2135,0.601,0.601
"2006-10-26",0.6053,0.3247,0.219,0.6053,0.6053
"2006-10-27",0.6081,0.3255,0.2269,0.6081,0.6081
"2006-10-28",0.6122,0.3099,0.2235,0.6122,0.6122
"2006-10-29",0.6176,0.292,0.2349,0.6176,0.6176
"2006-10-30",0.6199,0.2936,0.2395,0.6199,0.6199
"2006-10-31",0.62,0.2732,0.2419,0.62,0.62
"2006-11-01",0.6241,0.264,0.2368,0.6241,0.6241
"2006-11-02",0.6295,0.2598,0.2341,0.6295,0.6295
"2006-11-03",0.6294,0.2795,0.2219,0.6294,0.6294
"2006-11-04",0.6322,0.3017,0.2081,0.6322,0.6322
"2006-11-05",0.6308,0.2821,0.2122,0.6308,0.6308
"2006-11-06",0.6332,0.2987,0.1814,0.6332,0.6332
"2006-11-07",0.6302,0.3015,0.1703,0.6302,0.6302
"2006-11-08",0.635,0.2829,0.1752,0.635,0.635
"2006-11-09",0.6335,0.2733,0.1432,0.6335,0.6335
"2006-11-10",0.6281,0.2699,0.1227,0.6281,0.6281
"2006-11-11",0.6224,0.264,0.0991,0.6224,0.6224
"2006-11-12",0.619,0.2509,0.1095,0.619,0.619
"2006-11-13",0.6215,0.2394,0.0803,0.6215,0.6215
"2006-11-14",0.6182,0.229,0.0685,0.6182,0.6182
"2006-11-15",0.6129,0.2321,0.0484,0.6129,0.6129
"2006-11-16",0.6057,0.2252,0.0493,0.6057,0.6057
"2006-11-17",0.6008,0.2231,0.0556,0.6008,0.6008
"2006-11-18",0.5943,0.2187,0.0496,0.5943,0.5943
"2006-11-19",0.5898,0.2222,0.0534,0.5898,0.5898
"2006-11-20",0.5838,0.2204,0.051,0.5838,0.5838
"2006-11-21",0.5774,0.2143,0.0516,0.5774,0.5774
"2006-11-22",0.5719,0.1945,0.077,0.5719,0.5719
"2006-11-23",0.5686,0.1684,0.0847,0.5686,0.5686
"2006-11-24",0.5635,0.1755,0.0976,0.5635,0.5635
"2006-11-25",0.5603,0.1625,0.1082,0.5603,0.5603
"2006-11-26",0.5578,0.1516,0.1069,0.5578,0.5578
"2006-11-27",0.557,0.1561,0.1174,0.557,0.557
"2006-11-28",0.5582,0.1441,0.1322,0.5582,0.5582
"2006-11-29",0.5572,0.1533,0.1382,0.5572,0.5572
"2006-11-30",0.557,0.1529,0.1525,0.557,0.557
"2006-12-01",0.5577,0.1591,0.1629,0.5577,0.5577
"2006-12-02",0.5598,0.147,0.1657,0.5598,0.5598
"2006-12-03",0.5613,0.1421,0.1654,0.5613,0.5613
"2006-12-04",0.5637,0.1387,0.1804,0.5637,0.5637
"2006-12-05",0.5686,0.1366,0.188,0.5686,0.5686
"2006-12-06",0.5721,0.1216,0.1964,0.5721,0.5721
"2006-12-07",0.5769,0.108,0.1911,0.5769,0.5769
"2006-12-08",0.583,0.0969,0.1851,0.583,0.583
"2006-12-09",0.5858,0.0919,0.174,0.5858,0.5858
"2006-12-10",0.5901,0.0858,0.1639,0.5901,0.5901
"2006-12-11",0.5967,0.0828,0.1485,0.5967,0.5967
"2006-12-12",0.6029,0.0711,0.1454,0.6029,0.6029
"2006-12-13",0.6105,0.0728,0.1396,0.6105,0.6105
"2006-12-14",0.6174,0.065,0.1203,0.6174,0.6174
"2006-12-15",0.6246,0.064,0.1039,0.6246,0.6246
"2006-12-16",0.6321,0.0552,0.0982,0.6321,0.6321
"2006-12-17",0.6406,0.0388,0.0854,0.6406,0.6406
"2006-12-18",0.6466,0.0271,0.0674,0.6466,0.6466
"2006-12-19",0.6527,0.0127,0.0552,0.6527,0.6527
"2006-12-20",0.6568,0.0064,0.0332,0.6568,0.6568
"2006-12-21",0.6603,-0.0144,0.0247,0.6603,0.6603
"2006-12-22",0.6621,-0.0254,0.0121,0.6621,0.6621
"2006-12-23",0.6633,-0.036,0.007,0.6633,0.6633
"2006-12-24",0.6629,-0.0447,-0.0137,0.6629,0.6629
"2006-12-25",0.6615,-0.058,-0.0209,0.6615,0.6615
"2006-12-26",0.6607,-0.0686,-0.0294,0.6607,0.6607
"2006-12-27",0.6567,-0.0643,-0.0304,0.6567,0.6567
"2006-12-28",0.6542,-0.0789,-0.0462,0.6542,0.6542
"2006-12-29",0.655,-0.0757,-0.053,0.655,0.655
"2006-12-30",0.6546,-0.078,-0.0487,0.6546,0.6546
"2006-12-31",0.6523,-0.0887,-0.0515,0.6523,0.6523
"2007-01-01",0.6514,-0.0893,-0.0509,0.6514,0.6514
"2007-01-02",0.6485,-0.0785,-0.0537,0.6485,0.6485
"2007-01-03",0.648,-0.0846,-0.0505,0.648,0.648
"2007-01-04",0.6449,-0.0727,-0.0563,0.6449,0.6449
"2007-01-05",0.6427,-0.0722,-0.0599,0.6427,0.6427
"2007-01-06",0.64,-0.0666,-0.0533,0.64,0.64
"2007-01-07",0.6365,-0.0526,-0.0476,0.6365,0.6365
"2007-01-08",0.6342,-0.045,-0.038,0.6342,0.6342
"2007-01-09",0.6313,-0.0293,-0.029,0.6313,0.6313
"2007-01-10",0.6283,-0.0208,-0.0084,0.6283,0.6283
"2007-01-11",0.6265,-0.0143,0.0094,0.6265,0.6265
"2007-01-12",0.6253,0.0218,0.0294,0.6253,0.6253
"2007-01-13",0.6249,0.0314,0.044,0.6249,0.6249
"2007-01-14",0.6269,0.0323,0.0577,0.6269,0.6269
"2007-01-15",0.6274,0.0526,0.0786,0.6274,0.6274
"2007-01-16",0.6293,0.0476,0.0709,0.6293,0.6293
"2007-01-17",0.6308,0.049,0.0712,0.6308,0.6308
"2007-01-18",0.6344,0.0442,0.072,0.6344,0.6344
"2007-01-19",0.6365,0.0438,0.0626,0.6365,0.6365
"2007-01-20",0.6396,0.0296,0.0551,0.6396,0.6396
"2007-01-21",0.6404,0.0117,0.0481,0.6404,0.6404
"2007-01-22",0.6422,-0.0051,0.0426,0.6422,0.6422
"2007-01-23",0.6434,-0.025,0.0326,0.6434,0.6434
"2007-01-24",0.6425,-0.0512,0.0275,0.6425,0.6425
"2007-01-25",0.6443,-0.0623,0.0295,0.6443,0.6443
"2007-01-26",0.6443,-0.0696,0.0238,0.6443,0.6443
"2007-01-27",0.6443,-0.0727,0.0204,0.6443,0.6443
"2007-01-28",0.6486,-0.0779,0.0221,0.6486,0.6486
"2007-01-29",0.6502,-0.0888,0.0319,0.6502,0.6502
"2007-01-30",0.651,-0.0943,0.0327,0.651,0.651
"2007-01-31",0.652,-0.0945,0.0266,0.652,0.652
"2007-02-01",0.6484,-0.0896,0.0483,0.6484,0.6484
