"Date","Height","U.component","V.component","gap","gap_center"
"2014-11-02",0.7246,0.3992,0.1009,0.704861808809093,0.7246
"2014-11-03",0.7221,0.4096,0.1027,0.703313298638359,0.7221
"2014-11-04",0.7223,0.4057,0.1094,0.7017817778865,0.7223
"2014-11-05",0.7208,0.4278,0.0839,0.700267597561839,0.7208
"2014-11-06",0.7187,0.4364,0.0826,0.698771108672701,0.7187
"2014-11-07",0.7203,0.4335,0.0897,0.697292662227408,0.7203
"2014-11-08",0.7185,0.4214,0.0752,0.695832609234286,0.7185
"2014-11-09",0.7149,0.4416,0.0759,0.694391300701658,0.7149
"2014-11-10",0.7108,0.427,0.0782,0.692969087637849,0.7108
"2014-11-11",0.7052,0.4244,0.0742,0.691566321051181,0.7052
"2014-11-12",0.7026,0.4333,0.0741,0.69018335194998,0.7026
"2014-11-13",0.6998,0.4438,0.0684,0.688820531342568,0.6998
"2014-11-14",0.6992,0.4353,0.0776,0.687478210237271,0.6992
"2014-11-15",0.6963,0.4332,0.0824,0.686156739642412,0.6963
"2014-11-16",0.6926,0.4309,0.0875,0.684856470566314,0.6926
"2014-11-17",0.6901,0.4136,0.0781,0.683577754017303,0.6901
"2014-11-18",0.6859,0.4101,0.079,0.682320941003701,0.6859
"2014-11-19",0.6808,0.4065,0.0702,0.681086382533833,0.6808
"2014-11-20",0.6788,0.386,0.0662,0.679874429616023,0.6788
"2014-11-21",0.6758,0.3803,0.0692,0.678685433258595,0.6758
"2014-11-22",0.673,0.3566,0.0749,0.677519744469872,0.673
"2014-11-23",0.6683,0.3323,0.0642,0.676377714258179,0.6683
"2014-11-24",0.6676,0.3342,0.0603,0.67525969363184,0.6676
"2014-11-25",0.6645,0.326,0.0575,0.674166033599178,0.6645
"2014-11-26",0.6644,0.293,0.051,0.673097085168518,0.6644
"2014-11-27",0.6631,0.2943,0.043,0.672053199348184,0.6631
"2014-11-28",0.6617,0.2925,0.0405,0.671034727146498,0.6617
"2014-11-29",0.6588,0.268,0.0282,0.670042019571787,0.6588
"2014-11-30",0.6556,0.2607,0.0313,0.669075427632372,0.6556
"2014-12-01",0.6505,0.2442,0.0233,0.66813530233658,0.6505
"2014-12-02",0.6479,0.2296,0.0273,0.667221994692732,0.6479
"2014-12-03",0.6461,0.2174,0.032,0.666335855709153,0.6461
"2014-12-04",0.6426,0.2183,0.0325,0.665477236394168,0.6426
"2014-12-05",0.6429,0.2049,0.0417,0.664646487756101,0.6429
"2014-12-06",0.6434,0.2017,0.049,0.663843960803274,0.6434
"2014-12-07",0.6426,0.1909,0.0605,0.663070006544013,0.6426
"2014-12-08",0.6424,0.1789,0.0696,0.66232497598664,0.6424
"2014-12-09",0.6437,0.16,0.0698,0.661609220139481,0.6437
"2014-12-10",0.6437,0.1453,0.0763,0.660923090010858,0.6437
"2014-12-11",0.6435,0.1297,0.0779,0.660266936609097,0.6435
"2014-12-12",0.6463,0.123,0.0776,0.659641110942521,0.6463
"2014-12-13",0.6486,0.1261,0.0803,0.659045964019453,0.6486
"2014-12-14",0.6494,0.1215,0.0804,0.658481846848218,0.6494
"2014-12-15",0.6511,0.1246,0.0816,0.657949110437141,0.6511
"2014-12-16",0.6519,0.133,0.0856,0.657448105794543,0.6519
"2014-12-17",0.6528,0.1291,0.0928,0.656979183928751,0.6528
"2014-12-18",0.6546,0.1377,0.0966,0.656542695848088,0.6546
"2014-12-19",0.661,0.153,0.1085,0.656138992560877,0.661
"2014-12-20",0.6637,0.1524,0.1157,0.655768425075442,0.6637
"2014-12-21",0.6669,0.1523,0.1172,0.655431344400109,0.6669
"2014-12-22",0.6723,0.1476,0.1259,0.6551281015432,0.6723
"2014-12-23",0.6753,0.1427,0.1181,0.654859047513039,0.6753
"2014-12-24",0.6776,0.133,0.1106,0.654624533317951,0.6776
"2014-12-25",0.6817,0.1089,0.11,0.654424909966259,0.6817
"2014-12-26",0.6831,0.1096,0.1199,0.654260528466288,0.6831
"2014-12-27",0.6862,0.0937,0.1306,0.654131739826361,0.6862
"2014-12-28",0.6916,0.0642,0.1352,0.654038895054803,0.6916
"2014-12-29",0.6966,0.0271,0.1449,0.653982345159936,0.6966
"2014-12-30",0.7006,-0.0061,0.1457,0.653962441150086,0.7006
"2014-12-31",0.7079,-0.0416,0.1512,0.653979534033577,0.7079
"2015-01-01",0.7132,-0.0674,0.155,0.654033974818731,0.7132
"2015-01-02",0.7199,-0.0959,0.1576,0.654126114513874,0.7199
"2015-01-03",0.7279,-0.0972,0.1659,0.654256304127328,0.7279
"2015-01-04",0.7356,-0.1105,0.1674,0.654424894667419,0.7356
"2015-01-05",0.7447,-0.1295,0.1619,0.654632237142469,0.7447
"2015-01-06",0.7506,-0.145,0.162,0.654878682560804,0.7506
"2015-01-07",0.7576,-0.157,0.1628,0.655164581930747,0.7576
"2015-01-08",0.7626,-0.163,0.1584,0.655490286260621,0.7626
"2015-01-09",0.7676,-0.1541,0.143,0.655856146558752,0.7676
"2015-01-10",0.7734,-0.1748,0.132,0.656262513833462,0.7734
"2015-01-11",0.7756,-0.1796,0.1146,0.656709739093076,0.7756
"2015-01-12",0.7801,-0.1784,0.1024,0.657198173345918,0.7801
"2015-01-13",0.7824,-0.194,0.0886,0.657728167600311,0.7824
"2015-01-14",0.7852,-0.2081,0.0754,0.65830007286458,0.7852
"2015-01-15",0.7856,-0.2158,0.0698,0.658914240147049,0.7856
"2015-01-16",0.7869,-0.2273,0.0618,0.659571020456041,0.7869
"2015-01-17",0.7881,-0.2302,0.0631,0.660270764799882,0.7881
"2015-01-18",0.7884,-0.2351,0.0513,0.661013824186893,0.7884
"2015-01-19",0.7877,-0.2475,0.0439,0.6618005496254,0.7877
"2015-01-20",0.7875,-0.2444,0.0335,0.662631292123726,0.7875
"2015-01-21",0.7853,-0.2473,0.0146,0.663506402690196,0.7853
"2015-01-22",0.7856,-0.2697,0.01,0.664426232333133,0.7856
"2015-01-23",0.7857,-0.2756,0.0062,0.665391132060862,0.7857
"2015-01-24",0.786,-0.2816,-0.0049,0.666401452881705,0.786
"2015-01-25",0.7868,-0.2926,-0.0281,0.667457545803989,0.7868
"2015-01-26",0.7878,-0.2904,-0.0272,0.668559761836035,0.7878
"2015-01-27",0.7867,-0.3061,-0.0408,0.669708451986169,0.7867
"2015-01-28",0.7858,-0.3027,-0.0581,0.670903967262713,0.7858
"2015-01-29",0.7871,-0.3051,-0.0632,0.672146658673993,0.7871
"2015-01-30",0.7895,-0.3084,-0.0627,0.673436877228331,0.7895
"2015-01-31",0.7899,-0.3291,-0.0543,0.674774973934054,0.7899
"2015-02-01",0.7907,-0.3336,-0.0573,0.676161299799482,0.7907
"2015-02-02",0.7912,-0.3319,-0.0637,0.677596205832942,0.7912
"2015-02-03",0.7935,-0.3263,-0.0606,0.679080043042756,0.7935
"2015-02-04",0.7913,-0.3204,-0.0661,0.68061316243725,0.7913
"2015-02-05",0.7905,-0.3146,-0.0697,0.682195915024746,0.7905
"2015-02-06",0.7879,-0.2996,-0.0732,0.683828651813569,0.7879
"2015-02-07",0.7847,-0.2757,-0.078,0.685511723812043,0.7847
"2015-02-08",0.7816,-0.2643,-0.0671,0.687245482028492,0.7816
"2015-02-09",0.7798,-0.2331,-0.0685,0.689030277471239,0.7798
"2015-02-10",0.7776,-0.212,-0.0746,0.690866461148609,0.7776
"2015-02-11",0.7781,-0.1975,-0.0864,0.692754384068926,0.7781
"2015-02-12",0.7747,-0.179,-0.099,0.694694397240513,0.7747
"2015-02-13",0.7721,-0.1679,-0.0945,0.696686851671694,0.7721
"2015-02-14",0.7739,-0.1527,-0.0966,0.698732098370794,0.7739
"2015-02-15",0.772,-0.1504,-0.1002,0.700830488346137,0.772
"2015-02-16",0.7693,-0.136,-0.0913,0.702982372606046,0.7693
"2015-02-17",0.7669,-0.1375,-0.0963,0.705188102158845,0.7669
"2015-02-18",0.7655,-0.1595,-0.083,0.707448028012858,0.7655
"2015-02-19",0.7632,-0.1431,-0.0779,0.70976250117641,0.7632
"2015-02-20",0.761,-0.1423,-0.0767,0.712131872657825,0.761
"2015-02-21",0.7572,-0.1468,-0.095,0.714556493465425,0.7572
"2015-02-22",0.7552,-0.1556,-0.0964,0.717036714607536,0.7552
"2015-02-23",0.7535,-0.1803,-0.1018,0.71957288709248,0.7535
"2015-02-24",0.7494,-0.1936,-0.0699,0.722165361928583,0.7494
"2015-02-25",0.7444,-0.1966,-0.0701,0.724814490124168,0.7444
"2015-02-26",0.7416,-0.1972,-0.0653,0.727520622687559,0.7416
"2015-02-27",0.7363,-0.1966,-0.0431,0.73028411062708,0.7363
"2015-02-28",0.74,-0.2021,-0.0294,0.733105304951054,0.74
"2015-03-01",0.7394,-0.2149,-0.0092,0.735984556667807,0.7394
"2015-03-02",0.7389,-0.231,0.0069,0.738922216785662,0.7389
"2015-03-03",0.7411,-0.247,0.0321,0.741918636312942,0.7411
"2015-03-04",0.7461,-0.2576,0.0526,0.744974166257973,0.7461
"2015-03-05",0.7461,-0.2721,0.0695,0.748089157629076,0.7461
"2015-03-06",0.7536,-0.2964,0.0938,0.751263961434578,0.7536
"2015-03-07",0.7575,-0.2859,0.1112,0.754498928682802,0.7575
"2015-03-08",0.7638,-0.2859,0.1242,0.757794410382071,0.7638
"2015-03-09",0.7689,-0.2836,0.1154,0.761150757540709,0.7689
"2015-03-10",0.7773,-0.2809,0.1117,0.764568321167041,0.7773
"2015-03-11",0.7838,-0.2798,0.118,0.768047452269391,0.7838
"2015-03-12",0.7897,-0.2733,0.1084,0.771588501856083,0.7897
"2015-03-13",0.7936,-0.2705,0.0955,0.775191820935439,0.7936
"2015-03-14",0.798,-0.2521,0.0817,0.778857760515785,0.798
"2015-03-15",0.7981,-0.2225,0.066,0.782586671605445,0.7981
"2015-03-16",0.7996,-0.2061,0.0702,0.786378905212741,0.7996
"2015-03-17",0.8015,-0.1948,0.0645,0.790234812345999,0.8015
"2015-03-18",0.8014,-0.1781,0.0603,0.794154744013543,0.8014
"2015-03-19",0.8041,-0.1632,0.0562,0.798139051223696,0.8041
"2015-03-20",0.8059,-0.145,0.0609,0.802188084984781,0.8059
"2015-03-21",0.8086,-0.142,0.0686,0.806302196305124,0.8086
"2015-03-22",0.8145,-0.1315,0.0687,0.810481736193048,0.8145
"2015-03-23",0.8168,-0.1142,0.0753,0.814727055656877,0.8168
"2015-03-24",0.8245,-0.1057,0.0719,0.819038505704935,0.8245
"2015-03-25",0.8306,-0.1027,0.0705,0.823416437345546,0.8306
"2015-03-26",0.8318,-0.0992,0.0686,0.827861201587034,0.8318
"2015-03-27",0.8353,-0.0953,0.0559,0.832373149437723,0.8353
"2015-03-28",0.8392,-0.0982,0.0437,0.836952631905936,0.8392
"2015-03-29",0.8416,-0.0945,0.0262,0.8416,0.8416
"2015-03-30",0.8458,-0.1001,0.0081,0.8458,0.8458
"2015-03-31",0.8469,-0.1133,-0.0057,0.8469,0.8469
"2015-04-01",0.8439,-0.1177,-0.0401,0.8439,0.8439
"2015-04-02",0.8426,-0.1281,-0.0554,0.8426,0.8426
"2015-04-03",0.8408,-0.1501,-0.0764,0.8408,0.8408
"2015-04-04",0.8381,-0.1542,-0.0926,0.8381,0.8381
"2015-04-05",0.8323,-0.1683,-0.0875,0.8323,0.8323
"2015-04-06",0.8263,-0.1755,-0.0791,0.8263,0.8263
"2015-04-07",0.8213,-0.1762,-0.0778,0.8213,0.8213
"2015-04-08",0.818,-0.1964,-0.0587,0.818,0.818
"2015-04-09",0.8156,-0.1837,-0.0397,0.8156,0.8156
"2015-04-10",0.8131,-0.1946,-0.017,0.8131,0.8131
"2015-04-11",0.8133,-0.1902,0.014,0.8133,0.8133
"2015-04-12",0.8151,-0.1846,0.052,0.8151,0.8151
"2015-04-13",0.818,-0.1724,0.0945,0.818,0.818
"2015-04-14",0.8234,-0.1691,0.1382,0.8234,0.8234
"2015-04-15",0.8308,-0.1582,0.1954,0.8308,0.8308
"2015-04-16",0.841,-0.1429,0.242,0.841,0.841
"2015-04-17",0.8555,-0.133,0.2967,0.8555,0.8555
"2015-04-18",0.8702,-0.1161,0.3356,0.8702,0.8702
"2015-04-19",0.8855,-0.103,0.3722,0.8855,0.8855
"2015-04-20",0.9005,-0.1017,0.4101,0.9005,0.9005
"2015-04-21",0.9222,-0.1002,0.4368,0.9222,0.9222
"2015-04-22",0.9393,-0.0964,0.4501,0.9393,0.9393
"2015-04-23",0.9575,-0.1036,0.4592,0.9575,0.9575
"2015-04-24",0.9766,-0.1023,0.4564,0.9766,0.9766
"2015-04-25",0.9942,-0.1106,0.4555,0.9942,0.9942
"2015-04-26",1.0133,-0.1315,0.421,1.0133,1.0133
"2015-04-27",1.0278,-0.1315,0.3919,1.0278,1.0278
"2015-04-28",1.0411,-0.1358,0.3463,1.0411,1.0411
"2015-04-29",1.0546,-0.1449,0.2949,1.0546,1.0546
"2015-04-30",1.0619,-0.155,0.2361,1.0619,1.0619
"2015-05-01",1.0666,-0.1862,0.1772,1.0666,1.0666
"2015-05-02",1.0642,-0.1889,0.0939,1.0642,1.0642
"2015-05-03",1.0634,-0.2161,0.0241,1.0634,1.0634
"2015-05-04",1.0523,-0.233,-0.0224,1.0523,1.0523
"2015-05-05",1.043,-0.2495,-0.0853,1.043,1.043
"2015-05-06",1.0354,-0.2747,-0.1376,1.0354,1.0354
"2015-05-07",1.0276,-0.2947,-0.185,1.0276,1.0276
"2015-05-08",1.0138,-0.3377,-0.237,1.0138,1.0138
"2015-05-09",1.001,-0.3447,-0.2694,1.001,1.001
"2015-05-10",0.9859,-0.3576,-0.2916,0.9859,0.9859
"2015-05-11",0.9718,-0.3459,-0.3176,0.9718,0.9718
"2015-05-12",0.9603,-0.3605,-0.3336,0.9603,0.9603
"2015-05-13",0.9466,-0.3665,-0.3498,0.9466,0.9466
"2015-05-14",0.9318,-0.3533,-0.3635,0.9318,0.9318
"2015-05-15",0.9203,-0.3503,-0.3712,0.9203,0.9203
"2015-05-16",0.9085,-0.3469,-0.375,0.9085,0.9085
"2015-05-17",0.9,-0.3524,-0.3524,0.9,0.9
"2015-05-18",0.8862,-0.3448,-0.3412,0.8862,0.8862
"2015-05-19",0.8739,-0.3382,-0.3337,0.8739,0.8739
"2015-05-20",0.864,-0.3347,-0.3206,0.864,0.864
"2015-05-21",0.8555,-0.3388,-0.2973,0.8555,0.8555
"2015-05-22",0.8444,-0.3377,-0.2757,0.8444,0.8444
"2015-05-23",0.8363,-0.3173,-0.2564,0.8363,0.8363
"2015-05-24",0.8272,-0.3271,-0.2253,0.8272,0.8272
"2015-05-25",0.8166,-0.3102,-0.2045,0.8166,0.8166
"2015-05-26",0.8151,-0.3076,-0.1942,0.8151,0.8151
"2015-05-27",0.8062,-0.3093,-0.1757,0.8062,0.8062
"2015-05-28",0.7989,-0.3033,-0.1713,0.7989,0.7989
"2015-05-29",0.793,-0.2879,-0.1469,0.793,0.793
"2015-05-30",0.7872,-0.2955,-0.1231,0.7872,0.7872
"2015-05-31",0.7804,-0.2842,-0.1174,0.7804,0.7804
"2015-06-01",0.7745,-0.275,-0.1015,0.7745,0.7745
"2015-06-02",0.7703,-0.2739,-0.081,0.7703,0.7703
"2015-06-03",0.7685,-0.2678,-0.0853,0.7685,0.7685
"2015-06-04",0.7633,-0.276,-0.0805,0.7633,0.7633
"2015-06-05",0.7592,-0.2712,-0.0616,0.7592,0.7592
"2015-06-06",0.7559,-0.264,-0.0584,0.7559,0.7559
"2015-06-07",0.7527,-0.2655,-0.0504,0.7527,0.7527
"2015-06-08",0.7465,-0.2628,-0.0346,0.7465,0.7465
"2015-06-09",0.7428,-0.268,-0.0329,0.7428,0.7428
"2015-06-10",0.7428,-0.2652,-0.0114,0.7428,0.7428
"2015-06-11",0.7429,-0.2447,-0.0106,0.7429,0.7429
"2015-06-12",0.7423,-0.2426,0.0112,0.7423,0.7423
"2015-06-13",0.741,-0.2308,0.0094,0.741,0.741
"2015-06-14",0.7414,-0.2182,0.0232,0.7414,0.7414
"2015-06-15",0.741,-0.2031,0.0448,0.741,0.741
"2015-06-16",0.7422,-0.1786,0.0634,0.7422,0.7422
"2015-06-17",0.7438,-0.1525,0.082,0.7438,0.7438
"2015-06-18",0.7468,-0.117,0.0865,0.7468,0.7468
"2015-06-19",0.7506,-0.0902,0.0985,0.7506,0.7506
"2015-06-20",0.7518,-0.0427,0.1029,0.7518,0.7518
"2015-06-21",0.755,-0.0024,0.1229,0.755,0.755
"2015-06-22",0.76,0.0206,0.1428,0.76,0.76
"2015-06-23",0.7677,0.0294,0.1437,0.7677,0.7677
"2015-06-24",0.7712,0.0326,0.132,0.7712,0.7712
"2015-06-25",0.7767,0.0453,0.1331,0.7767,0.7767
"2015-06-26",0.7779,0.0709,0.1384,0.7779,0.7779
"2015-06-27",0.7804,0.0647,0.1421,0.7804,0.7804
"2015-06-28",0.7828,0.0607,0.1395,0.7828,0.7828
"2015-06-29",0.7854,0.0568,0.149,0.7854,0.7854
"2015-06-30",0.7884,0.0345,0.148,0.7884,0.7884
"2015-07-01",0.7924,0.0255,0.1573,0.7924,0.7924
"2015-07-02",0.7966,0.0056,0.1717,0.7966,0.7966
"2015-07-03",0.797,-5e-04,0.1788,0.797,0.797
"2015-07-04",0.7969,-0.0179,0.1736,0.7969,0.7969
"2015-07-05",0.8004,-0.0206,0.1827,0.8004,0.8004
"2015-07-06",0.8039,-0.0322,0.1825,0.8039,0.8039
"2015-07-07",0.808,-0.0327,0.186,0.808,0.808
"2015-07-08",0.8122,-0.0454,0.1873,0.8122,0.8122
"2015-07-09",0.8158,-0.0444,0.1818,0.8158,0.8158
"2015-07-10",0.8187,-0.0417,0.1772,0.8187,0.8187
"2015-07-11",0.8246,-0.0344,0.1792,0.8246,0.8246
"2015-07-12",0.826,-0.0153,0.1724,0.826,0.826
"2015-07-13",0.8267,0.0062,0.1587,0.8267,0.8267
"2015-07-14",0.8302,0.0459,0.1548,0.8302,0.8302
"2015-07-15",0.8362,0.0508,0.1401,0.8362,0.8362
"2015-07-16",0.8367,0.0547,0.1387,0.8367,0.8367
"2015-07-17",0.8361,0.0891,0.1341,0.8361,0.8361
"2015-07-18",0.837,0.1055,0.1295,0.837,0.837
"2015-07-19",0.8358,0.1042,0.127,0.8358,0.8358
"2015-07-20",0.8351,0.1147,0.1229,0.8351,0.8351
"2015-07-21",0.8351,0.1338,0.1214,0.8351,0.8351
"2015-07-22",0.8348,0.1378,0.124,0.8348,0.8348
"2015-07-23",0.8347,0.141,0.1173,0.8347,0.8347
"2015-07-24",0.8315,0.1289,0.1182,0.8315,0.8315
"2015-07-25",0.8306,0.1304,0.1264,0.8306,0.8306
"2015-07-26",0.8307,0.1093,0.1258,0.8307,0.8307
"2015-07-27",0.8287,0.1113,0.11,0.8287,0.8287
"2015-07-28",0.8271,0.1054,0.105,0.8271,0.8271
"2015-07-29",0.828,0.0788,0.1146,0.828,0.828
"2015-07-30",0.826,0.0684,0.1118,0.826,0.826
"2015-07-31",0.8274,0.0489,0.1124,0.8274,0.8274
"2015-08-01",0.8272,0.0538,0.1145,0.8272,0.8272
"2015-08-02",0.8279,0.0405,0.1113,0.8279,0.8279
"2015-08-03",0.8283,0.0138,0.1064,0.8283,0.8283
"2015-08-04",0.8286,-0.0011,0.1069,0.8286,0.8286
"2015-08-05",0.8301,-0.0131,0.1016,0.8301,0.8301
"2015-08-06",0.8284,-0.0314,0.0874,0.8284,0.8284
"2015-08-07",0.8272,-0.0501,0.0679,0.8272,0.8272
"2015-08-08",0.8255,-0.0583,0.0513,0.8255,0.8255
"2015-08-09",0.8247,-0.0736,0.0444,0.8247,0.8247
"2015-08-10",0.823,-0.0963,0.0428,0.823,0.823
"2015-08-11",0.8217,-0.1134,0.0276,0.8217,0.8217
"2015-08-12",0.8188,-0.1417,0.0244,0.8188,0.8188
"2015-08-13",0.816,-0.1465,0.0118,0.816,0.816
"2015-08-14",0.8158,-0.1774,0.0121,0.8158,0.8158
"2015-08-15",0.8118,-0.1855,0.0145,0.8118,0.8118
"2015-08-16",0.8094,-0.1957,0.0154,0.8094,0.8094
"2015-08-17",0.8083,-0.2042,0.0252,0.8083,0.8083
"2015-08-18",0.8056,-0.2099,0.02,0.8056,0.8056
"2015-08-19",0.8057,-0.2305,0.0177,0.8057,0.8057
"2015-08-20",0.8062,-0.2378,0.0332,0.8062,0.8062
"2015-08-21",0.8079,-0.2432,0.0479,0.8079,0.8079
"2015-08-22",0.8076,-0.2354,0.0586,0.8076,0.8076
"2015-08-23",0.8098,-0.2409,0.0612,0.8098,0.8098
"2015-08-24",0.813,-0.2389,0.0551,0.813,0.813
"2015-08-25",0.8142,-0.2289,0.0628,0.8142,0.8142
"2015-08-26",0.8175,-0.223,0.0738,0.8175,0.8175
"2015-08-27",0.8219,-0.2235,0.0808,0.8219,0.8219
"2015-08-28",0.8221,-0.2173,0.0689,0.8221,0.8221
"2015-08-29",0.827,-0.2106,0.0633,0.827,0.827
"2015-08-30",0.8271,-0.2123,0.0597,0.8271,0.8271
"2015-08-31",0.8304,-0.2073,0.0672,0.8304,0.8304
"2015-09-01",0.832,-0.2088,0.0591,0.832,0.832
"2015-09-02",0.8334,-0.2116,0.0591,0.8334,0.8334
"2015-09-03",0.833,-0.2202,0.0656,0.833,0.833
"2015-09-04",0.832,-0.1958,0.0584,0.832,0.832
"2015-09-05",0.8324,-0.1944,0.0556,0.8324,0.8324
"2015-09-06",0.8306,-0.1938,0.0561,0.8306,0.8306
"2015-09-07",0.8283,-0.203,0.0554,0.8283,0.8283
"2015-09-08",0.8262,-0.2036,0.0545,0.8262,0.8262
"2015-09-09",0.8248,-0.1917,0.0532,0.8248,0.8248
"2015-09-10",0.8255,-0.1989,0.0733,0.8255,0.8255
"2015-09-11",0.8227,-0.2036,0.0708,0.8227,0.8227
"2015-09-12",0.8227,-0.205,0.0721,0.8227,0.8227
"2015-09-13",0.8222,-0.1811,0.0793,0.8222,0.8222
"2015-09-14",0.8263,-0.1636,0.0827,0.8263,0.8263
"2015-09-15",0.8278,-0.1447,0.1,0.8278,0.8278
"2015-09-16",0.828,-0.1323,0.0894,0.828,0.828
"2015-09-17",0.8312,-0.1295,0.0824,0.8312,0.8312
"2015-09-18",0.8359,-0.13,0.0884,0.8359,0.8359
"2015-09-19",0.8421,-0.1278,0.1265,0.8421,0.8421
"2015-09-20",0.8472,-0.1142,0.122,0.8472,0.8472
"2015-09-21",0.8517,-0.1058,0.1225,0.8517,0.8517
"2015-09-22",0.8512,-0.0901,0.1273,0.8512,0.8512
"2015-09-23",0.8558,-0.0922,0.1342,0.8558,0.8558
"2015-09-24",0.8567,-0.0783,0.1397,0.8567,0.8567
"2015-09-25",0.8587,-0.0927,0.1318,0.8587,0.8587
"2015-09-26",0.8615,-0.0842,0.1235,0.8615,0.8615
"2015-09-27",0.8613,-0.0802,0.1242,0.8613,0.8613
"2015-09-28",0.8622,-0.0863,0.1219,0.8622,0.8622
"2015-09-29",0.8579,-0.0856,0.1105,0.8579,0.8579
"2015-09-30",0.8535,-0.0702,0.1132,0.8535,0.8535
"2015-10-01",0.854,-0.0685,0.1196,0.854,0.854
"2015-10-02",0.8567,-0.0766,0.1172,0.8567,0.8567
"2015-10-03",0.857,-0.0869,0.1182,0.857,0.857
"2015-10-04",0.8614,-0.084,0.1348,0.8614,0.8614
"2015-10-05",0.8615,-0.0885,0.1394,0.8615,0.8615
"2015-10-06",0.8661,-0.0914,0.1301,0.8661,0.8661
"2015-10-07",0.8683,-0.09,0.1459,0.8683,0.8683
"2015-10-08",0.8727,-0.0901,0.1501,0.8727,0.8727
"2015-10-09",0.8762,-0.0849,0.1512,0.8762,0.8762
"2015-10-10",0.882,-0.0791,0.1457,0.882,0.882
"2015-10-11",0.8866,-0.0699,0.1494,0.8866,0.8866
"2015-10-12",0.888,-0.0613,0.141,0.888,0.888
"2015-10-13",0.891,-0.0435,0.1388,0.891,0.891
"2015-10-14",0.8935,-0.0248,0.1357,0.8935,0.8935
"2015-10-15",0.8966,-0.0342,0.1325,0.8966,0.8966
"2015-10-16",0.899,-0.0243,0.1124,0.899,0.899
"2015-10-17",0.8978,-0.0372,0.1131,0.8978,0.8978
"2015-10-18",0.8982,-0.0363,0.1061,0.8982,0.8982
"2015-10-19",0.8978,-0.0392,0.1015,0.8978,0.8978
"2015-10-20",0.8947,-0.0374,0.0923,0.8947,0.8947
"2015-10-21",0.8934,-0.0445,0.0792,0.8934,0.8934
"2015-10-22",0.8911,-0.0488,0.0757,0.8911,0.8911
"2015-10-23",0.8881,-0.0374,0.0678,0.8881,0.8881
"2015-10-24",0.8865,-0.033,0.061,0.8865,0.8865
"2015-10-25",0.8849,-0.0343,0.0542,0.8849,0.8849
"2015-10-26",0.8828,-0.0327,0.0496,0.8828,0.8828
"2015-10-27",0.8802,-0.0268,0.0412,0.8802,0.8802
"2015-10-28",0.8768,-0.0278,0.0426,0.8768,0.8768
"2015-10-29",0.8743,-0.0353,0.0437,0.8743,0.8743
"2015-10-30",0.8757,-0.0393,0.0408,0.8757,0.8757
"2015-10-31",0.8745,-0.0526,0.0424,0.8745,0.8745
"2015-11-01",0.874,-0.0582,0.0327,0.874,0.874
"2015-11-02",0.8731,-0.0631,0.0353,0.8731,0.8731
"2015-11-03",0.8718,-0.0656,0.0382,0.8718,0.8718
"2015-11-04",0.8711,-0.0686,0.0327,0.8711,0.8711
"2015-11-05",0.8697,-0.0712,0.034,0.8697,0.8697
"2015-11-06",0.8692,-0.0735,0.0329,0.8692,0.8692
"2015-11-07",0.8676,-0.0798,0.032,0.8676,0.8676
"2015-11-08",0.8643,-0.0886,0.0356,0.8643,0.8643
"2015-11-09",0.8658,-0.0938,0.0272,0.8658,0.8658
"2015-11-10",0.8639,-0.0886,0.0371,0.8639,0.8639
"2015-11-11",0.8606,-0.0931,0.0368,0.8606,0.8606
"2015-11-12",0.8608,-0.1063,0.0301,0.8608,0.8608
"2015-11-13",0.8593,-0.0955,0.0306,0.8593,0.8593
"2015-11-14",0.8575,-0.0982,0.0324,0.8575,0.8575
"2015-11-15",0.858,-0.1015,0.0376,0.858,0.858
"2015-11-16",0.8568,-0.0951,0.0366,0.8568,0.8568
"2015-11-17",0.857,-0.083,0.0371,0.857,0.857
"2015-11-18",0.8601,-0.0614,0.0488,0.8601,0.8601
"2015-11-19",0.8568,-0.044,0.047,0.8568,0.8568
"2015-11-20",0.8578,-0.0366,0.0537,0.8578,0.8578
"2015-11-21",0.8599,-0.0233,0.0443,0.8599,0.8599
"2015-11-22",0.8652,-0.0173,0.0452,0.8652,0.8652
"2015-11-23",0.8668,-0.0134,0.0436,0.8668,0.8668
"2015-11-24",0.8671,-0.0023,0.0374,0.8671,0.8671
"2015-11-25",0.8707,-0.0067,0.0384,0.8707,0.8707
"2015-11-26",0.8706,0.004,0.0252,0.8706,0.8706
"2015-11-27",0.8733,-0.0077,0.0139,0.8733,0.8733
"2015-11-28",0.8759,-0.0191,0.0187,0.8759,0.8759
"2015-11-29",0.8737,-0.0186,0.0099,0.8737,0.8737
"2015-11-30",0.874,-0.0442,-0.0054,0.874,0.874
"2015-12-01",0.8749,-0.0527,-0.0182,0.8749,0.8749
"2015-12-02",0.8736,-0.067,-0.0247,0.8736,0.8736
"2015-12-03",0.8717,-0.0948,-0.0207,0.8717,0.8717
"2015-12-04",0.8695,-0.1013,-0.0275,0.8695,0.8695
"2015-12-05",0.8698,-0.1245,-0.0334,0.8698,0.8698
"2015-12-06",0.869,-0.1465,-0.0445,0.869,0.869
"2015-12-07",0.8666,-0.1719,-0.0486,0.8666,0.8666
"2015-12-08",0.8655,-0.1927,-0.0568,0.8655,0.8655
"2015-12-09",0.8621,-0.2029,-0.0594,0.8621,0.8621
"2015-12-10",0.8598,-0.219,-0.0656,0.8598,0.8598
