76.04_8.72,76.84_10.72,76.04_10.72,75.24_10.72,76.84_12.72,76.04_12.72,75.24_12.72,76.04_14.72,75.24_14.72,76.04_16.72,75.24_16.72,74.44_16.72,76.84_18.72,76.04_18.72,75.24_18.72,76.84_20.72,76.04_20.72,75.24_20.72,74.44_20.72,73.64_20.72,76.04_22.72,75.24_22.72,74.44_22.72,76.84_24.72,76.04_24.72,75.24_24.72,74.44_24.72,77.64_26.72,76.84_26.72,76.04_26.72,75.24_26.72,77.64_28.72,76.84_28.72,76.04_28.72,76.84_30.72,76.84_32.72,dates
-0.9493585228919983,-0.97165846824646,-0.8544535040855408,-0.9650600552558899,-0.8965720534324646,-0.8747623562812805,-0.952670156955719,-0.8751152753829956,-0.8485579490661621,-0.8890590071678162,-0.883034348487854,-0.9107645153999329,-0.8783880472183228,-0.8922991156578064,-0.8860556483268738,-0.875785768032074,-0.8964279890060425,-0.8803828358650208,-0.8799453973770142,-0.7969527840614319,-0.8789547085762024,-0.882026731967926,-0.8839963674545288,-0.8669400215148926,-0.8799453377723694,-0.8908661007881165,-0.8505452275276184,-0.8653444051742554,-0.8745342493057251,-0.8893361687660217,-0.8888258337974548,-0.8807339668273926,-0.9028082489967346,-0.8884638547897339,-0.8408370614051819,-0.8625149726867676,2002-01-11
-0.9571446776390076,-0.9822133779525757,-0.8563456535339355,-0.9721922278404236,-0.9097258448600769,-0.8861209750175476,-0.958683431148529,-0.8800973296165466,-0.8580577373504639,-0.8936761617660522,-0.8872930407524109,-0.9293111562728882,-0.885828971862793,-0.8891932368278503,-0.884617269039154,-0.8687583804130554,-0.8896380662918091,-0.8746715188026428,-0.8900618553161621,-0.8040310144424438,-0.8773685097694397,-0.8905432820320129,-0.8979883193969727,-0.876236081123352,-0.8987541198730469,-0.9132752418518066,-0.8608450293540955,-0.8801353573799133,-0.8816273808479309,-0.9213680624961853,-0.9071524739265442,-0.8858295679092407,-0.9336172342300415,-0.9228201508522034,-0.8808355927467346,-0.8868227601051331,2002-01-12
-0.9608805179595947,-0.990794837474823,-0.8606945872306824,-0.9768468141555786,-0.9177182912826538,-0.8959309458732605,-0.9681293368339539,-0.8824019432067871,-0.8574333190917969,-0.9029404520988464,-0.8946405053138733,-0.9362705945968628,-0.8842169046401978,-0.8992480039596558,-0.8956464529037476,-0.8790002465248108,-0.8939924240112305,-0.8751500844955444,-0.897466242313385,-0.8099040985107422,-0.8721857666969299,-0.8750873804092407,-0.9012050628662109,-0.8709213733673096,-0.8884456157684326,-0.9131433367729187,-0.863639235496521,-0.8655827641487122,-0.8754271864891052,-0.914484977722168,-0.9118908643722534,-0.8618661761283875,-0.9140302538871765,-0.921383261680603,-0.879360020160675,-0.8786952495574951,2002-01-13
-0.9565894603729248,-0.993284285068512,-0.8568937182426453,-0.9738306999206543,-0.9170089960098267,-0.9030460119247437,-0.9680288434028625,-0.8810407519340515,-0.8507483005523682,-0.9190597534179688,-0.9050159454345703,-0.9253345131874084,-0.9159677028656006,-0.9241502285003662,-0.9223521947860718,-0.9088026285171509,-0.9299229979515076,-0.9198124408721924,-0.9148561358451843,-0.8088381886482239,-0.9112403988838196,-0.9134207963943481,-0.9119670987129211,-0.903150737285614,-0.8960942625999451,-0.9185655117034912,-0.8592982888221741,-0.8608914017677307,-0.8830812573432922,-0.9071571230888367,-0.9082523584365845,-0.8629305362701416,-0.9109943509101868,-0.8947094678878784,-0.8799582719802856,-0.8799592852592468,2002-01-14
-0.9416098594665527,-0.9794210195541382,-0.8458022475242615,-0.9612390995025635,-0.9019083976745605,-0.9048876762390137,-0.9526325464248657,-0.8659038543701172,-0.8445094227790833,-0.8994466662406921,-0.8859136700630188,-0.915779173374176,-0.8755635619163513,-0.9016753435134888,-0.889909029006958,-0.8638909459114075,-0.9024869203567505,-0.8884509801864624,-0.9113656282424927,-0.8169735670089722,-0.8846221566200256,-0.8932501673698425,-0.9240064024925232,-0.8811917304992676,-0.8841214776039124,-0.907402515411377,-0.8653090000152588,-0.8545174598693848,-0.86113041639328,-0.8976917862892151,-0.9092549085617065,-0.852293074131012,-0.8890921473503113,-0.8941956162452698,-0.8727365732192993,-0.8819841742515564,2002-01-15
-0.9313281774520874,-0.9718464016914368,-0.8402225971221924,-0.9535535573959351,-0.8854005336761475,-0.9032726287841797,-0.9392792582511902,-0.8529491424560547,-0.8377640247344971,-0.8915547132492065,-0.8577289581298828,-0.8872455954551697,-0.8716822862625122,-0.883847177028656,-0.8559077978134155,-0.8703858852386475,-0.8810635209083557,-0.8514617681503296,-0.8668381571769714,-0.7835556864738464,-0.8569836020469666,-0.854614794254303,-0.8658207654953003,-0.8515147566795349,-0.8575568795204163,-0.8555850386619568,-0.8342846035957336,-0.8566408753395081,-0.8652470111846924,-0.8659242987632751,-0.8706818222999573,-0.858677864074707,-0.8892926573753357,-0.8625581860542297,-0.8502202033996582,-0.8551686406135559,2002-01-16
-0.9184276461601257,-0.9586247205734253,-0.8314971923828125,-0.9444511532783508,-0.8612943291664124,-0.8891776204109192,-0.9270530939102173,-0.8337547183036804,-0.8293833136558533,-0.8775061964988708,-0.8335838913917542,-0.8626384735107422,-0.8636114597320557,-0.8716227412223816,-0.8388378620147705,-0.8665779829025269,-0.8728089928627014,-0.8418024778366089,-0.8431436419487,-0.7609798908233643,-0.8545299768447876,-0.8501981496810913,-0.835055947303772,-0.8545894026756287,-0.8592698574066162,-0.8442910313606262,-0.8126327395439148,-0.8664937019348145,-0.8744480609893799,-0.8703731894493103,-0.8468896746635437,-0.8701931238174438,-0.8902609348297119,-0.8576712012290955,-0.8340539336204529,-0.838284969329834,2002-01-17
-0.9084551930427551,-0.9482762813568115,-0.8255276679992676,-0.9384444355964661,-0.8394646644592285,-0.8742725253105164,-0.9237290024757385,-0.8176735639572144,-0.8205612897872925,-0.8538212776184082,-0.8177251815795898,-0.8640958070755005,-0.8334482908248901,-0.8562325835227966,-0.825087308883667,-0.8342413306236267,-0.8582128286361694,-0.8363078236579895,-0.8391585946083069,-0.7562674283981323,-0.8400217294692993,-0.8509802222251892,-0.8313566446304321,-0.8469574451446533,-0.8467679619789124,-0.8483941555023193,-0.8034221529960632,-0.8690236210823059,-0.8640543818473816,-0.8580368161201477,-0.844460129737854,-0.8722844123840332,-0.877902090549469,-0.8661390542984009,-0.8236485719680786,-0.8339639902114868,2002-01-18
-0.9069065451622009,-0.9490696787834167,-0.8239057660102844,-0.937045156955719,-0.8369044065475464,-0.866305410861969,-0.9220355153083801,-0.8115604519844055,-0.8118632435798645,-0.8397049903869629,-0.8113111853599548,-0.8781864643096924,-0.8158807158470154,-0.8417182564735413,-0.8040952682495117,-0.8204211592674255,-0.8402162194252014,-0.8107386231422424,-0.8174599409103394,-0.7460581660270691,-0.8240407705307007,-0.8280497193336487,-0.8146652579307556,-0.8367380499839783,-0.8409872651100159,-0.8314118385314941,-0.7957993745803833,-0.8744378089904785,-0.8701870441436768,-0.8512367606163025,-0.8447242379188538,-0.8819416165351868,-0.8860893249511719,-0.8545894622802734,-0.8306172490119934,-0.8411768674850464,2002-01-19
-0.9134851694107056,-0.9593528509140015,-0.8283053040504456,-0.9415406584739685,-0.8622999787330627,-0.8703070282936096,-0.9215612411499023,-0.8185506463050842,-0.8156405091285706,-0.8429920077323914,-0.8212692737579346,-0.8849727511405945,-0.8143291473388672,-0.8455917239189148,-0.7999123930931091,-0.8173840641975403,-0.8416052460670471,-0.8084043860435486,-0.8173063397407532,-0.7495937347412109,-0.8226432800292969,-0.8233832120895386,-0.8144392967224121,-0.8241966962814331,-0.834061324596405,-0.828102707862854,-0.7964257001876831,-0.8600319027900696,-0.8536133766174316,-0.8483058214187622,-0.8453007936477661,-0.8636106848716736,-0.8691129088401794,-0.8436723351478577,-0.8316709995269775,-0.8448445796966553,2002-01-20
-0.9217643737792969,-0.9703033566474915,-0.8338567614555359,-0.9476743936538696,-0.8868220448493958,-0.8784162402153015,-0.9298944473266602,-0.8314513564109802,-0.8206926584243774,-0.8496085405349731,-0.837885320186615,-0.8909857273101807,-0.8136013746261597,-0.8460204005241394,-0.8153873085975647,-0.8183355927467346,-0.8436793684959412,-0.8330467939376831,-0.8291963338851929,-0.7597025632858276,-0.8296070694923401,-0.8412061929702759,-0.8235036730766296,-0.8227722644805908,-0.8357012271881104,-0.8417824506759644,-0.803715169429779,-0.8473672270774841,-0.8493072986602783,-0.8509868383407593,-0.8500116467475891,-0.8522548675537109,-0.8727898597717285,-0.8532726168632507,-0.8473679423332214,-0.8552957773208618,2002-01-21
-0.9240221977233887,-0.9759378433227539,-0.8363539576530457,-0.9489937424659729,-0.8806310296058655,-0.886374831199646,-0.9401889443397522,-0.8396298289299011,-0.8267386555671692,-0.8564198017120361,-0.8566086292266846,-0.9013972282409668,-0.8011742234230042,-0.8493643999099731,-0.8266258835792542,-0.8076033592224121,-0.8482686281204224,-0.8393761515617371,-0.8514427542686462,-0.7840858697891235,-0.8348863124847412,-0.8409146666526794,-0.8583992123603821,-0.828047513961792,-0.8420530557632446,-0.8623540997505188,-0.837842583656311,-0.8544850945472717,-0.8545993566513062,-0.8706635236740112,-0.8843725919723511,-0.8636231422424316,-0.8837319016456604,-0.8868696689605713,-0.8843834400177002,-0.8872420787811279,2002-01-22
-0.9273910522460938,-0.9809490442276001,-0.8448027968406677,-0.9492167830467224,-0.8740688562393188,-0.902228593826294,-0.949241578578949,-0.8537752628326416,-0.8442039489746094,-0.8941366076469421,-0.8955492377281189,-0.8977223038673401,-0.821135938167572,-0.8866921663284302,-0.8799644708633423,-0.8226788640022278,-0.8942163586616516,-0.9147858023643494,-0.9065543413162231,-0.8261105418205261,-0.9073241353034973,-0.9146455526351929,-0.9002581834793091,-0.8867901563644409,-0.9032867550849915,-0.9104647636413574,-0.8791494965553284,-0.8395360112190247,-0.8653894662857056,-0.919899046421051,-0.9159977436065674,-0.8451530337333679,-0.8994320631027222,-0.908668577671051,-0.9204033017158508,-0.9027265906333923,2002-01-23
-0.9302529692649841,-0.9816084504127502,-0.8564163446426392,-0.9486960172653198,-0.8764704465866089,-0.9089452624320984,-0.9559475183486938,-0.870419979095459,-0.8605977296829224,-0.9254356622695923,-0.9332037568092346,-0.8889092206954956,-0.8320812582969666,-0.9140281677246094,-0.944092333316803,-0.8254019021987915,-0.9243524074554443,-0.9582693576812744,-0.9498168230056763,-0.8665239214897156,-0.9055892825126648,-0.9210911393165588,-0.9437503814697266,-0.8723018169403076,-0.8629834651947021,-0.9293028116226196,-0.9017192721366882,-0.83469158411026,-0.8463779091835022,-0.894207775592804,-0.9296071529388428,-0.8376173973083496,-0.8714542388916016,-0.9071797132492065,-0.9151564240455627,-0.9054483771324158,2002-01-24
-0.946106493473053,-0.9981733560562134,-0.8806318640708923,-0.9628310799598694,-0.8952217102050781,-0.9175562262535095,-0.9781128764152527,-0.8945980072021484,-0.8682997822761536,-0.9437974691390991,-0.9401668906211853,-0.8875104784965515,-0.8724686503410339,-0.9289689064025879,-0.9372945427894592,-0.8644705414772034,-0.9436200857162476,-0.9816094040870667,-0.9205562472343445,-0.8364529013633728,-0.9624503254890442,-0.9558006525039673,-0.9165754914283752,-0.9156554341316223,-0.9179146885871887,-0.9133041501045227,-0.8766024112701416,-0.827933669090271,-0.8551304936408997,-0.9059172868728638,-0.9039994478225708,-0.8314307332038879,-0.8799184560775757,-0.8945554494857788,-0.8956629633903503,-0.8744515776634216,2002-01-25
-0.9557129740715027,-0.9973224401473999,-0.898052453994751,-0.9705407619476318,-0.9014086127281189,-0.9195215106010437,-0.9897273778915405,-0.897356390953064,-0.873329222202301,-0.9194484949111938,-0.9051575064659119,-0.8987982273101807,-0.8610620498657227,-0.90940922498703,-0.9130668640136719,-0.8556199073791504,-0.9155609011650085,-0.9404526948928833,-0.9011693596839905,-0.8244082927703857,-0.9111091494560242,-0.9282789826393127,-0.897060751914978,-0.89234459400177,-0.8910666704177856,-0.8908765316009521,-0.8552069664001465,-0.8435183167457581,-0.8638392686843872,-0.8775289058685303,-0.8905979990959167,-0.8482920527458191,-0.8683909177780151,-0.8977473378181458,-0.8684885501861572,-0.8512191772460938,2002-01-26
-0.9656663537025452,-0.9928786754608154,-0.918627142906189,-0.979913055896759,-0.9105790257453918,-0.9250730276107788,-0.9949728846549988,-0.9120261073112488,-0.8841050863265991,-0.9068801403045654,-0.8839082717895508,-0.9100980758666992,-0.8694148659706116,-0.9059594869613647,-0.8899210691452026,-0.867863118648529,-0.9000564217567444,-0.9001903533935547,-0.8773176074028015,-0.808458149433136,-0.8916081190109253,-0.8955332636833191,-0.873532235622406,-0.8950513601303101,-0.8823421001434326,-0.8782843351364136,-0.8363316655158997,-0.8515979051589966,-0.8795573115348816,-0.8653498291969299,-0.8750376105308533,-0.854668140411377,-0.8790284395217896,-0.8697329163551331,-0.8304417729377747,-0.8256178498268127,2002-01-27
-0.963346004486084,-0.9787649512290955,-0.9243732690811157,-0.974564790725708,-0.9001695513725281,-0.9187790155410767,-0.9816890954971313,-0.9037826657295227,-0.8740249872207642,-0.8800110220909119,-0.8762732148170471,-0.9050748348236084,-0.8564981818199158,-0.896282970905304,-0.8604229092597961,-0.8542944192886353,-0.8816002607345581,-0.8605982661247253,-0.8615038990974426,-0.8006735444068909,-0.8634501099586487,-0.861811637878418,-0.8612595796585083,-0.860238254070282,-0.86407071352005,-0.8586960434913635,-0.832446813583374,-0.8552504181861877,-0.8687605857849121,-0.8569148182868958,-0.8680410981178284,-0.8620573878288269,-0.8622789978981018,-0.8585699796676636,-0.8127960562705994,-0.8393696546554565,2002-01-28
-0.9538406133651733,-0.9661304950714111,-0.919239342212677,-0.9620154500007629,-0.8776058554649353,-0.9084373712539673,-0.9632936716079712,-0.8878788352012634,-0.85624760389328,-0.856478214263916,-0.8573329448699951,-0.8890027403831482,-0.8360292315483093,-0.8749189376831055,-0.8321797251701355,-0.8338577151298523,-0.8613163232803345,-0.8390201926231384,-0.8627752065658569,-0.8063979148864746,-0.838176429271698,-0.8466928601264954,-0.8559340238571167,-0.8420093059539795,-0.8528810739517212,-0.8574633002281189,-0.8358426690101624,-0.8566058874130249,-0.8684535622596741,-0.8588510751724243,-0.86649489402771,-0.8642668128013611,-0.8717624545097351,-0.8614385724067688,-0.8311431407928467,-0.8724228739738464,2002-01-29
-0.9471346139907837,-0.9647058248519897,-0.9154525995254517,-0.9554980993270874,-0.858436107635498,-0.9037718176841736,-0.9511758685112,-0.8715107440948486,-0.8500812649726868,-0.8470051288604736,-0.8454262018203735,-0.8723329305648804,-0.8278757333755493,-0.8624389171600342,-0.8308174014091492,-0.8235050439834595,-0.8588002920150757,-0.8422253131866455,-0.8692851066589355,-0.8201715350151062,-0.8385584354400635,-0.8486193418502808,-0.8631235957145691,-0.8351978659629822,-0.8559061884880066,-0.8690361976623535,-0.835482120513916,-0.8451047539710999,-0.8578636646270752,-0.8681654930114746,-0.8620678782463074,-0.8461766839027405,-0.8639787435531616,-0.8687735199928284,-0.8499634265899658,-0.878149688243866,2002-01-30
-0.944098174571991,-0.9652712941169739,-0.9158145189285278,-0.9559407830238342,-0.8633034825325012,-0.9071503281593323,-0.9425181150436401,-0.8585937023162842,-0.8322360515594482,-0.8537695407867432,-0.8409207463264465,-0.8632268905639648,-0.8446176648139954,-0.8617187738418579,-0.8369793891906738,-0.8393075466156006,-0.8625258207321167,-0.8345353603363037,-0.8471988439559937,-0.8081921935081482,-0.8353418707847595,-0.8340893387794495,-0.8461765050888062,-0.8309169411659241,-0.8410134315490723,-0.8506531119346619,-0.8199695944786072,-0.8380522131919861,-0.8495633602142334,-0.8531076908111572,-0.8476554751396179,-0.8354186415672302,-0.8572826385498047,-0.8603861927986145,-0.8472672700881958,-0.850308895111084,2002-01-31
-0.9305382370948792,-0.9531787633895874,-0.9014496803283691,-0.9462985396385193,-0.8629182577133179,-0.9040981531143188,-0.9249030947685242,-0.8394741415977478,-0.8074107766151428,-0.8421058654785156,-0.828747034072876,-0.8587437272071838,-0.8436938524246216,-0.8486952185630798,-0.8397998809814453,-0.841009259223938,-0.8605062365531921,-0.8424838185310364,-0.8447054624557495,-0.8030794858932495,-0.8412995338439941,-0.8424927592277527,-0.839722216129303,-0.8383577466011047,-0.8473985195159912,-0.8454176187515259,-0.8157485723495483,-0.8385890126228333,-0.8482630252838135,-0.8547716736793518,-0.8491951823234558,-0.8377413153648376,-0.8573240637779236,-0.8608521223068237,-0.8396860957145691,-0.8354613184928894,2002-02-01
-0.9165371656417847,-0.9447305202484131,-0.8780048489570618,-0.9330016374588013,-0.8522680997848511,-0.8930344581604004,-0.9110107421875,-0.8276228308677673,-0.7937857508659363,-0.8334760069847107,-0.8225991129875183,-0.8486008048057556,-0.8258085250854492,-0.8453762531280518,-0.8390973806381226,-0.8271667957305908,-0.8559333682060242,-0.8385948538780212,-0.8385851979255676,-0.8008514642715454,-0.8351930975914001,-0.8359814882278442,-0.8357431292533875,-0.8325148224830627,-0.8363686203956604,-0.8406084179878235,-0.8121815323829651,-0.8409851789474487,-0.8448694944381714,-0.8453857898712158,-0.8501494526863098,-0.84031081199646,-0.8562288284301758,-0.8535183072090149,-0.8315562009811401,-0.8324689865112305,2002-02-02
-0.9013186097145081,-0.9316643476486206,-0.8525873422622681,-0.9178184270858765,-0.833766758441925,-0.8730554580688477,-0.9024003148078918,-0.8150911927223206,-0.7933842539787292,-0.8218593597412109,-0.8117212653160095,-0.841432511806488,-0.8024387359619141,-0.8343071341514587,-0.8166340589523315,-0.8097386956214905,-0.8424038887023926,-0.8189519643783569,-0.8279053568840027,-0.7983951568603516,-0.8222579956054688,-0.8215975165367126,-0.825741708278656,-0.8232020735740662,-0.8286494612693787,-0.8259644508361816,-0.8092654943466187,-0.8368290662765503,-0.8378068208694458,-0.8363497853279114,-0.8397253751754761,-0.8352795839309692,-0.8476581573486328,-0.8406021595001221,-0.816950261592865,-0.8207163214683533,2002-02-03
-0.8862147927284241,-0.9125964641571045,-0.8376553654670715,-0.906138002872467,-0.8293396234512329,-0.8589499592781067,-0.903924822807312,-0.8041922450065613,-0.8117261528968811,-0.8087869882583618,-0.8009611368179321,-0.8340684175491333,-0.7703151702880859,-0.824144184589386,-0.8081286549568176,-0.7880213856697083,-0.835004985332489,-0.8082526326179504,-0.8313082456588745,-0.7954282760620117,-0.8120505809783936,-0.8083394169807434,-0.818812370300293,-0.8137543201446533,-0.8122155070304871,-0.809778094291687,-0.8034956455230713,-0.8323641419410706,-0.830349862575531,-0.8198859691619873,-0.8255972266197205,-0.8327640891075134,-0.8369436264038086,-0.8283673524856567,-0.8054008483886719,-0.8133391737937927,2002-02-04
-0.8829151391983032,-0.9071834683418274,-0.847227156162262,-0.9065470099449158,-0.8378281593322754,-0.8572580218315125,-0.9159396886825562,-0.8093582391738892,-0.8068584203720093,-0.8264757990837097,-0.8172544836997986,-0.8123296499252319,-0.7619860172271729,-0.8512696027755737,-0.8352894186973572,-0.7835657000541687,-0.8644010424613953,-0.8463149666786194,-0.8181658983230591,-0.7824580073356628,-0.8164283037185669,-0.823049008846283,-0.8095614910125732,-0.8106280565261841,-0.7921675443649292,-0.803632378578186,-0.7874454855918884,-0.8219189643859863,-0.8195484280586243,-0.8014435172080994,-0.8063250780105591,-0.8257138133049011,-0.8214589357376099,-0.8092599511146545,-0.7909396290779114,-0.8045176267623901,2002-02-05
