Pipeline,Iteration,ROC AUC before tuning,ROC AUC after tuning,"Time, sec."
A,0,0.9667522857583621,0.9608258779712924,19.695074200630188
A,1,0.9658404333386392,0.9467056979478046,19.99347350373864
A,2,0.9704190974870583,0.9493990384466825,20.47151318565011
A,3,0.9656551795560103,0.9575505516135644,20.330132205039263
A,4,0.9728643786054695,0.9575505516135644,19.490581270307302
A,5,0.974916902627455,0.9493663838337658,20.00158540159464
A,6,0.9635489870658205,0.9575505516135644,21.092414252460003
A,7,0.9665114604225723,0.9608258779712924,20.449626948684454
A,8,0.9688555366174754,0.9493663838337658,19.372167758643627
A,9,0.9691209570410542,0.9467056979478046,19.038387652486563
A,10,0.9686468051231915,0.9575505516135644,20.507697626948357
A,11,0.9690942898440809,0.9575505516135644,19.987804148346186
A,12,0.9700415445578644,0.9400546543067451,20.90701837465167
A,13,0.9660250555334446,0.9467056979478046,20.396619956940413
A,14,0.9613774694524052,0.9467056979478046,20.385961052030325
A,15,0.9703121457943339,0.962176517574879,19.663467600941658
A,16,0.972494597588443,0.9608258779712924,19.180995106697083
A,17,0.9659382289679477,0.9575505516135644,20.113700356334448
A,18,0.9722212298680822,0.9608258779712924,20.168401800096035
A,19,0.9638818546771023,0.9575505516135644,20.81901928782463
A,20,0.9684809761855371,0.9467056979478046,20.912176329642534
A,21,0.9639650696838442,0.9575505516135644,19.428738206624985
A,22,0.9632889851158313,0.9493663838337658,18.862331315875053
A,23,0.9637831380745704,0.9575505516135644,20.483532555401325
A,24,0.967676606398838,0.9575505516135644,20.64299688860774
A,25,0.9645913779805154,0.9575505516135644,20.008163195103407
A,26,0.9729765976565976,0.9575505516135644,19.93660819903016
A,27,0.9660420025856431,0.9380343416782918,20.685983769595623
A,28,0.9635506799737859,0.9575505516135644,20.091279715299606
A,29,0.9718300078359928,0.9575505516135644,19.599131867289543
B,0,0.96113782856348,0.9468883921132567,17.918937500566244
B,1,0.9731922150759161,0.9510573987638078,18.208030629903078
B,2,0.9596231514309781,0.9593479076422562,15.982736080884933
B,3,0.964150094152802,0.9532932017615937,16.400624722242355
B,4,0.959049598989146,0.9673178793760862,16.42676591873169
B,5,0.957088286218132,0.9524937880882608,16.184233747422695
B,6,0.9603778158713793,0.9584132406599605,16.778583511710167
B,7,0.9723052850503989,0.9494216777149624,16.213964711874723
B,8,0.9632685749240901,0.9677631408006011,16.12327102571726
B,9,0.966893704225103,0.9560465708191944,16.72228405252099
B,10,0.9582035001254394,0.9673433736322694,15.896943219006062
B,11,0.9603467139996916,0.962095156013786,16.020971562713385
B,12,0.9649240586545407,0.9682226331411646,15.813237607479095
B,13,0.9642459024138907,0.9624196065450542,16.712912257760763
B,14,0.9591095368463177,0.952282111217688,16.4762671738863
B,15,0.958944404247917,0.9528410980740409,16.489766839891672
B,16,0.9583431079668059,0.9610779262249998,16.223079051822424
B,17,0.9633006446770429,0.9585430585459687,15.89141470193863
B,18,0.9653514723103505,0.9551920654081871,16.390812825411558
B,19,0.9603736450538197,0.9525279180613,15.575772017240524
B,20,0.9605333171066204,0.9594003183070642,16.05852947384119
B,21,0.9537668441149455,0.9710778211442251,16.280387345701456
B,22,0.9604236744415194,0.9666106529147795,16.038194078952074
B,23,0.9585208678596813,0.9637750862515172,16.528342843055725
B,24,0.9574007475940165,0.9620144992861833,16.465847834944725
B,25,0.9606060049148782,0.9468419221740929,16.342669118195772
B,26,0.9619849707217811,0.9474591467652643,17.12085711956024
B,27,0.9640538553788769,0.9623390181411486,16.161446172744036
B,28,0.948162872816677,0.967743112911027,16.173495821654797
B,29,0.9607452502595848,0.9672166591761369,16.02169407531619
C,0,0.9678616617752793,0.9714698809034596,49.83139497041702
C,1,0.9694555449327739,0.9773438486834727,56.5054959282279
C,2,0.970564879093181,0.949828973331894,53.240496803075075
C,3,0.968017913233107,0.9619408739221742,53.954492297023535
C,4,0.9637564455953803,0.9759001564042826,50.56038737297058
C,5,0.9707738360858217,0.9681920872290826,54.42988872900605
C,6,0.9634938835659818,0.9618169356661781,47.40013248473406
C,7,0.9698265254846594,0.9603219162723781,51.033985275775194
C,8,0.9646383578005694,0.9778313618550207,47.00897567346692
C,9,0.9658897448127937,0.9483959641658871,55.54976250603795
C,10,0.9694978582239122,0.9671402353730427,51.12269861623645
C,11,0.9636200144722614,0.9678245820303919,53.67806162685156
C,12,0.9750171079358232,0.9240087369092981,47.5688571408391
C,13,0.9708739059446546,0.9706750162447827,57.469464518129826
C,14,0.9706873354239729,0.9601321038267395,52.11053954064846
C,15,0.9727940758863858,0.9603920458388756,52.365886736661196
C,16,0.9709574689390611,0.9537996978652106,60.674907457083464
C,17,0.971035366626964,0.9581832310801387,55.165689803659916
C,18,0.9721882194766164,0.9724804521273023,55.8699417039752
C,19,0.9669786631326757,0.9739438937620724,56.984999507665634
C,20,0.9611025070613436,0.9579092062081922,46.67206921428442
C,21,0.9724124252208602,0.9647145943216204,54.5876926779747
C,22,0.9730155372704709,0.9484281568660899,51.62925036996603
C,23,0.9700604534033584,0.9470574716227032,50.273391239345074
C,24,0.9652681559071685,0.9561997745473323,62.49758821725845
C,25,0.9707883409787466,0.949601145726482,54.1828300319612
C,26,0.9700243464765076,0.967766022160442,48.97671493142843
C,27,0.9712969729347462,0.9656738284150741,51.62159601598978
C,28,0.9693072474000088,0.9259915034001853,57.18080437555909
C,29,0.9601534361634907,0.9479504846323513,52.17975613474846
