74.44_24.72,77.64_26.72,76.84_26.72,76.04_26.72,75.24_26.72,77.64_28.72,76.84_28.72,76.04_28.72,76.84_30.72,76.84_32.72,dates
-0.91525137424469,-0.9538196921348572,-0.934589982032776,-0.9149758219718932,-0.930205762386322,-0.963636577129364,-0.932725191116333,-0.921930193901062,-0.8939542770385742,-0.9128296971321106,2002-04-23
-0.9265929460525512,-0.938258945941925,-0.9362867474555968,-0.9286370277404784,-0.9410046339035034,-0.9399113655090332,-0.9437073469161988,-0.9364983439445496,-0.9104294776916504,-0.9383327960968018,2002-04-24
-0.9177804589271544,-0.9258577823638916,-0.9326007962226868,-0.9179526567459106,-0.923647165298462,-0.92096608877182,-0.9259624481201172,-0.9210029840469359,-0.8980123996734619,-0.9187667369842528,2002-04-25
-0.9207223057746888,-0.9119348526000975,-0.9307013750076294,-0.9166409373283386,-0.9240395426750184,-0.9169012904167176,-0.9226508140563964,-0.925308346748352,-0.889883279800415,-0.9059829711914062,2002-04-26
-0.9144806265830994,-0.9110836386680604,-0.9520612359046936,-0.929396390914917,-0.9241765737533568,-0.9128912687301636,-0.9217305779457092,-0.9298915863037108,-0.8903946876525879,-0.9030980467796326,2002-04-27
-0.9307714104652404,-0.9369723200798036,-0.9623203873634338,-0.9449501037597656,-0.9514364004135132,-0.9359456300735474,-0.9485668540000916,-0.955760896205902,-0.9090918898582458,-0.9150961637496948,2002-04-28
-0.9405739903450012,-0.9526087641716005,-0.9814732074737548,-0.961166501045227,-0.963245153427124,-0.949192464351654,-0.960399091243744,-0.9598315954208374,-0.9236297607421876,-0.9236042499542236,2002-04-29
-0.9540762901306152,-0.98062926530838,-0.9956802129745485,-0.9763323068618774,-0.9830593466758728,-0.983036994934082,-0.9844589233398438,-0.9784989356994628,-0.9409939646720886,-0.9436639547348022,2002-04-30
-0.9506426453590392,-0.9861183166503906,-0.9956706166267396,-0.9709980487823486,-0.9748416543006896,-0.9854692220687866,-0.9845865964889526,-0.9738507866859436,-0.9405094981193542,-0.9524545669555664,2002-05-01
-0.9393635392189026,-0.9903693795204164,-1.0099531412124634,-0.9702209234237672,-0.962225377559662,-0.989625096321106,-0.9862020015716552,-0.9723625779151917,-0.940304398536682,-0.9503300786018372,2002-05-02
-0.9430549144744872,-0.9922624230384828,-1.0109137296676636,-0.9833571910858154,-0.9691176414489746,-0.995769202709198,-0.9920020699501038,-0.988175094127655,-0.9514680504798888,-0.960240364074707,2002-05-03
-0.9390242695808412,-0.9930198192596436,-1.0068141222000122,-0.975306510925293,-0.9691514372825624,-0.9945982694625854,-0.9910377860069276,-0.9836402535438538,-0.9586434364318848,-0.9676806330680848,2002-05-04
-0.9362751841545104,-0.98834627866745,-0.9919105768203736,-0.969103455543518,-0.969420313835144,-0.989298701286316,-0.9860805869102478,-0.9741865396499634,-0.9568479657173156,-0.9709080457687378,2002-05-05
-0.9303939938545228,-0.9772666692733764,-0.9884697794914246,-0.961232841014862,-0.9561256766319276,-0.977204978466034,-0.9835523962974548,-0.9667597413063048,-0.942764401435852,-0.9621012806892396,2002-05-06
-0.922962725162506,-0.9648977518081664,-0.9872022271156312,-0.955313205718994,-0.9465473294258118,-0.9688026309013368,-0.9723531007766724,-0.9612484574317932,-0.9212291836738586,-0.9402497410774232,2002-05-07
-0.9238391518592834,-0.9407060146331788,-0.9507912397384644,-0.9349164366722108,-0.9445474147796632,-0.94733726978302,-0.9362459778785706,-0.9437355399131776,-0.8951106667518616,-0.9238930344581604,2002-05-08
