74.44_24.72,77.64_26.72,76.84_26.72,76.04_26.72,75.24_26.72,77.64_28.72,76.84_28.72,76.04_28.72,76.84_30.72,76.84_32.72,dates
-0.917236864566803,-0.931447207927704,-0.954318642616272,-0.9316043257713318,-0.9274488091468812,-0.9422240257263184,-0.9379602074623108,-0.9206063747406006,-0.8913455605506897,-0.9173790216445924,2002-05-09
-0.914922833442688,-0.9302860498428344,-0.9517515301704408,-0.9322341084480286,-0.9295985102653505,-0.9382484555244446,-0.9364026188850404,-0.9302054047584534,-0.8932815194129944,-0.911393702030182,2002-05-10
-0.9189330935478209,-0.9333233833312988,-0.9631614089012146,-0.9392858147621156,-0.9308887720108032,-0.938450574874878,-0.9447672963142396,-0.9421976804733276,-0.8980553150177002,-0.911612033843994,2002-05-11
-0.9229500889778136,-0.9403220415115356,-0.9647919535636902,-0.946588695049286,-0.937220335006714,-0.9446545243263244,-0.9468615651130676,-0.9451904296875,-0.9081709384918212,-0.922119140625,2002-05-12
-0.925010085105896,-0.9509119391441344,-0.9707788228988647,-0.9510313868522644,-0.94221168756485,-0.9534808397293092,-0.9527685642242432,-0.9483692646026612,-0.91774582862854,-0.9320372939109802,2002-05-13
-0.9293871521949768,-0.9589491486549376,-0.9789500832557678,-0.9540344476699828,-0.9457906484603882,-0.9606460928916932,-0.9627287983894348,-0.9513015747070312,-0.9231187105178832,-0.9366321563720704,2002-05-14
-0.927216649055481,-0.9639750719070436,-0.9801825881004332,-0.956282675266266,-0.9474858641624452,-0.967462420463562,-0.9613524675369264,-0.9554461836814879,-0.9256573915481568,-0.9447965025901794,2002-05-15
-0.9218812584877014,-0.9613572359085084,-0.9828007221221924,-0.9503772258758544,-0.9404780864715576,-0.9654744863510132,-0.9600380063056946,-0.9499632120132446,-0.923669457435608,-0.9421778321266174,2002-05-16
-0.9135987758636476,-0.9596738815307616,-0.9785653948783876,-0.9481782913208008,-0.9342967867851256,-0.9634400606155396,-0.9588316679000854,-0.949049472808838,-0.9221404194831848,-0.937235713005066,2002-05-17
-0.9111223816871644,-0.954136073589325,-0.9705777168273926,-0.9418766498565674,-0.9274939894676208,-0.9561483860015868,-0.9531603455543518,-0.9430100917816162,-0.9169461131095886,-0.9322512149810792,2002-05-18
-0.9066024422645568,-0.9522841572761536,-0.970105528831482,-0.9383686184883118,-0.9243234395980836,-0.954822838306427,-0.9523758888244628,-0.937830686569214,-0.9153680801391602,-0.9309746026992798,2002-05-19
-0.9028776288032532,-0.9496840834617616,-0.9612608551979064,-0.9389978051185608,-0.9248487949371338,-0.952232539653778,-0.9468200802803041,-0.9396207332611084,-0.9140287041664124,-0.9319303631782532,2002-05-20
-0.8992169499397278,-0.9456815719604492,-0.9589853882789612,-0.9376346468925476,-0.923812210559845,-0.9476155042648317,-0.9472870230674744,-0.9376344680786132,-0.9139854907989502,-0.9321897029876708,2002-05-21
-0.8982699513435364,-0.9389617443084716,-0.9517081975936891,-0.9292349219322203,-0.9193300008773804,-0.9406991600990297,-0.9394370913505554,-0.9311584234237672,-0.9118592739105223,-0.9316225647926332,2002-05-22
-0.8997467756271362,-0.9292747378349304,-0.9454003572463988,-0.9272025823593141,-0.9172756671905518,-0.9327011704444884,-0.9330131411552428,-0.929784059524536,-0.9097034335136414,-0.9300772547721864,2002-05-23
-0.9000838398933411,-0.9183053374290466,-0.9339443445205688,-0.9192427396774292,-0.9147948622703552,-0.9222270846366882,-0.923664391040802,-0.92360258102417,-0.9069035649299622,-0.9278878569602966,2002-05-24
-0.8944425582885742,-0.9069921970367432,-0.9258925318717957,-0.908242642879486,-0.9038100242614746,-0.9108462929725648,-0.9122525453567504,-0.9096093773841858,-0.8928630352020264,-0.911708116531372,2002-05-25
-0.8852174878120422,-0.8970191478729248,-0.9172992110252379,-0.8958245515823364,-0.8912900686264038,-0.9017269015312196,-0.9004178047180176,-0.8974974751472473,-0.8714814782142639,-0.8904183506965637,2002-05-26
-0.8749783039093018,-0.8908762335777283,-0.9140299558639526,-0.8894653916358948,-0.8810346126556396,-0.8961394429206848,-0.8934988379478455,-0.8891096115112305,-0.8536085486412048,-0.8716937899589539,2002-05-27
-0.8734190464019775,-0.8940199613571167,-0.917750358581543,-0.89198237657547,-0.883736252784729,-0.8992440700531006,-0.8952534198760986,-0.8914843201637268,-0.852949321269989,-0.8726074099540709,2002-05-28
-0.8744109869003296,-0.903682291507721,-0.9264926314353944,-0.8998982906341553,-0.8891594409942627,-0.9095409512519836,-0.904685378074646,-0.8972907066345215,-0.8666653037071228,-0.8846932053565979,2002-05-29
-0.87443608045578,-0.9143001437187196,-0.931171417236328,-0.906062126159668,-0.8935182690620422,-0.9169071912765504,-0.911843717098236,-0.904779851436615,-0.8824727535247803,-0.8964109420776367,2002-05-30
