,pipeline_type,init_metric,final_metric,tuning_time,iter_num,dataset
0,linear,77.55700388981627,76.09802938852522,10.462953199981712,100,salaries.csv
1,linear,77.55700388981627,76.09802938852522,9.913756599999033,100,salaries.csv
2,linear,77.55700388981627,76.09802938852522,10.014027999946848,100,salaries.csv
3,linear,77.55700388981627,76.09802938852522,9.86805639998056,100,salaries.csv
4,linear,77.55700388981627,76.09802938852522,9.932867700001225,100,salaries.csv
5,linear,77.55700388981627,76.09802938852522,9.950206800014712,100,salaries.csv
6,linear,77.55700388981627,76.09802938852522,9.87027479999233,100,salaries.csv
7,linear,77.55700388981627,76.09802938852522,10.444085499970242,100,salaries.csv
8,linear,77.55700388981627,76.09802938852522,9.857110600103624,100,salaries.csv
9,linear,77.55700388981627,76.09802938852522,9.988546499982476,100,salaries.csv
10,linear,77.55700388981627,76.09802938852522,9.76546469994355,100,salaries.csv
11,linear,77.55700388981627,76.09802938852522,9.988591800094582,100,salaries.csv
12,linear,77.55700388981627,76.09802938852522,9.78675529989414,100,salaries.csv
13,linear,77.55700388981627,76.09802938852522,10.00745530007407,100,salaries.csv
14,linear,77.55700388981627,76.09802938852522,9.943460899987258,100,salaries.csv
15,linear,77.55700388981627,76.09802938852522,10.609715800033882,100,salaries.csv
16,linear,77.55700388981627,76.09802938852522,9.955689299968071,100,salaries.csv
17,linear,77.55700388981627,76.09802938852522,9.933798799989745,100,salaries.csv
18,linear,77.55700388981627,76.09802938852522,10.045233700075187,100,salaries.csv
19,linear,77.55700388981627,76.09802938852522,9.902894299943,100,salaries.csv
20,linear,77.55700388981627,76.09802938852522,10.016326599987224,100,salaries.csv
21,linear,77.55700388981627,76.09802938852522,9.87602710002102,100,salaries.csv
22,linear,77.55700388981627,76.09802938852522,9.779540399904363,100,salaries.csv
23,linear,77.55700388981627,76.09802938852522,9.931666700053029,100,salaries.csv
24,linear,77.55700388981627,76.09802938852522,9.85333620000165,100,salaries.csv
25,linear,77.55700388981627,76.09802938852522,9.989660200080834,100,salaries.csv
26,linear,77.55700388981627,76.09802938852522,10.067939800093882,100,salaries.csv
27,linear,77.55700388981627,76.09802938852522,9.888183500035666,100,salaries.csv
28,linear,77.55700388981627,76.09802938852522,9.980777999968268,100,salaries.csv
29,linear,77.55700388981627,76.09802938852522,9.856704800040461,100,salaries.csv
30,branched,98.58540366698298,86.28608011134838,515.5455737999873,100,salaries.csv
31,branched,98.58540366698298,81.12605517938364,445.17791590001434,100,salaries.csv
32,branched,98.58540366698298,80.8030728596122,548.1840050999308,100,salaries.csv
33,branched,98.58540366698298,83.38653523460948,454.913158499985,100,salaries.csv
34,branched,98.58540366698298,87.33321705595736,430.0139546999708,100,salaries.csv
35,branched,98.58540366698298,81.78470339289323,355.4411883999128,100,salaries.csv
36,branched,98.58540366698298,84.84163609948747,469.6384473000653,100,salaries.csv
37,branched,98.58540366698298,78.76871237973809,452.0835012999596,100,salaries.csv
38,branched,98.58540366698298,88.66189378052152,521.2744331998983,100,salaries.csv
39,branched,98.58540366698298,78.55154043236807,493.0451369000366,100,salaries.csv
40,branched,98.58540366698298,79.6210188525262,595.8507733000442,100,salaries.csv
41,branched,98.58540366698298,90.47443684313114,621.0100401999662,100,salaries.csv
42,branched,98.58540366698298,83.75629382184357,535.7297819999512,100,salaries.csv
43,branched,98.58540366698298,79.99031124508409,517.6981412000023,100,salaries.csv
44,branched,98.58540366698298,81.25877375582058,410.1358323999448,100,salaries.csv
45,branched,98.58540366698298,87.4471561300072,628.6488673000131,100,salaries.csv
46,branched,98.58540366698298,83.04533445631935,591.7678071000846,100,salaries.csv
47,branched,98.58540366698298,81.16589854861996,505.41134580003563,100,salaries.csv
48,branched,98.58540366698298,80.77457927369275,483.95305040001404,100,salaries.csv
49,branched,98.58540366698298,91.06438282814275,689.8731796999928,100,salaries.csv
50,branched,98.58540366698298,85.99383355712266,492.0867156999884,100,salaries.csv
51,branched,98.58540366698298,83.42551438483383,534.59051800007,100,salaries.csv
52,branched,98.58540366698298,80.65853634381476,604.3946456999984,100,salaries.csv
53,branched,98.58540366698298,81.92800512033588,480.4140627000015,100,salaries.csv
54,branched,98.58540366698298,81.80822270988523,557.4039391999831,100,salaries.csv
55,branched,98.58540366698298,83.42551438483383,476.3384660000447,100,salaries.csv
56,branched,98.58540366698298,84.2481502007533,466.0420960999327,100,salaries.csv
57,branched,98.58540366698298,78.70811170430524,362.00863299996126,100,salaries.csv
58,branched,98.58540366698298,80.74910885703993,389.0381344000343,100,salaries.csv
59,branched,98.58540366698298,87.54676553173184,419.5305520000402,100,salaries.csv
60,complex,105.90468722184319,78.70811170430524,369.9352080000099,100,salaries.csv
61,complex,105.90468722184319,85.69528991569784,402.18509490008,100,salaries.csv
62,complex,105.90468722184319,83.9294010682926,414.6385592999868,100,salaries.csv
63,complex,105.90468722184319,78.70811170430524,409.2463401000714,100,salaries.csv
64,complex,105.90468722184319,78.70811170430524,393.37046749994624,100,salaries.csv
65,complex,105.90468722184319,88.39726738241612,362.8410833000671,100,salaries.csv
66,complex,105.90468722184319,88.62539577060716,409.4863578999648,100,salaries.csv
67,complex,105.90468722184319,78.70811170430524,395.09887520002667,100,salaries.csv
68,complex,105.90468722184319,78.70811170430524,400.948413599981,100,salaries.csv
69,complex,105.90468722184319,88.54889473245952,409.94773379992694,100,salaries.csv
70,complex,105.90468722184319,87.4832063279483,408.1518992999336,100,salaries.csv
71,complex,105.90468722184319,78.70811170430524,384.4601864001015,100,salaries.csv
