date,85_15,65_40,65_60,94_60,35_60,50_40,80_70,95_53,110_70,65_50,40_50
2007-07-15,0.32559997,0.0,0.16119999,0.0,0.0435,0.015999999,0.09719999,0.2325,0.0007,0.008599999,0.00029999999
2007-07-16,0.33169997,0.0069,0.17819999,0.0042,0.0352,0.2901,0.13469999,0.23539999,0.0007,0.0771,0.0
2007-07-17,0.3056,0.079399996,0.19979998,0.0069,0.034199998,0.09109999,0.106699996,0.2258,0.0,0.0928,0.023999998
2007-07-18,0.3645,0.043899998,0.16649999,0.0014999999,0.0222,0.3026,0.071399994,0.3189,0.0,0.09139999,0.0061
2007-07-19,0.34899998,0.0,0.18279998,0.0,0.030199999,0.019599998,0.0879,0.22,0.0007,0.011399999,0.0
2007-07-20,0.45049998,0.0273,0.2409,0.0,0.14649999,0.26939997,0.067999996,0.22309999,0.0,0.056199998,0.0519
2007-07-21,0.45929998,0.0,0.0738,0.0,0.049999997,0.2816,0.0876,0.2393,0.0,0.042399995,0.0009999999
2007-07-22,0.36619997,0.0429,0.0376,0.0022999998,0.058399994,0.295,0.052599996,0.22859998,0.0039999997,0.045999996,0.017199999
2007-07-23,0.36969995,0.0,0.0323,0.0,0.0348,0.2507,0.057699997,0.22919999,0.0022999998,0.0404,0.0
2007-07-24,0.5284,0.009,0.061499998,0.0,0.046199996,0.076799996,0.0655,0.23449998,0.0,0.050899997,0.0
2007-07-25,0.44009998,0.0002,0.0475,0.0016,0.0363,0.0867,0.078899994,0.22039999,0.0,0.0328,0.0
2007-07-26,0.32959998,0.0,0.035499997,0.0,0.0519,0.105,0.06379999,0.23979999,0.0,0.0444,0.0157
2007-07-27,0.3541,0.015999999,0.0514,0.0,0.07569999,0.26139998,0.07179999,0.2774,0.0028,0.0654,0.010299999
2007-07-28,0.3836,0.3109,0.0072999992,0.0070999996,0.0504,0.29099998,0.0252,0.219,0.0221,0.073699996,0.047399998
2007-07-29,0.3554,0.10699999,0.035099998,0.0,0.054,0.26639998,0.049999997,0.24789998,0.0061,0.12849998,0.0069999998
2007-07-30,0.3049,0.036999997,0.045399997,0.13759999,0.041699998,0.2843,0.10099999,0.32639998,0.0,0.056999996,0.0095999995
2007-07-31,0.36899996,0.0116,0.065699995,0.045599997,0.059499998,0.0852,0.1041,0.24519998,0.0,0.038399998,1e-04
2007-08-01,0.39489996,0.011499999,0.07879999,0.0009999999,0.035699997,0.10649999,0.011899999,0.22379999,0.0,0.0942,0.0008999999
2007-08-02,0.3443,0.0,0.09149999,0.009799999,0.0694,0.11719999,0.039599996,0.24439998,0.0,0.055899996,0.046199996
2007-08-03,0.3514,0.0017,0.040999997,0.0034999999,0.056299996,0.1025,0.045899995,0.26,0.0,0.060999997,0.0047
2007-08-04,0.36799997,1e-04,0.057399996,0.0127,0.055099998,0.2581,0.0673,0.22789998,0.0,0.055,0.0176
2007-08-05,0.35439998,0.0101,0.0378,0.0008,0.0689,0.23359998,0.0567,0.23359998,0.0034999999,0.039199997,0.0059999996
2007-08-06,0.35029998,0.014199999,0.057899997,0.0546,0.064899996,0.27019998,0.0778,0.2951,0.0174,0.0594,0.0079
2007-08-07,0.39099997,0.0587,0.049599998,0.0069,0.052799996,0.10789999,0.060399998,0.21699998,0.0022999998,0.0723,0.0004
2007-08-08,0.36969995,0.018099999,0.0464,0.026499998,0.073,0.11529999,0.061099995,0.24549998,0.0,0.067099996,0.007999999
2007-08-09,0.33139998,0.0055,0.079299994,0.0066999993,0.06339999,0.29369998,0.052799996,0.24859998,0.0,0.073599994,0.0168
2007-08-10,0.3404,0.0002,0.0692,0.0128999995,0.1258,0.103,0.06739999,0.25699997,0.0034,0.0669,0.035099998
2007-08-11,0.3488,0.0077999993,0.054099996,0.040499996,0.068399996,0.31579998,0.0651,0.26369998,0.017099999,0.072799996,0.0002
2007-08-12,0.32809997,0.057199996,0.0619,0.0063,0.0463,0.2708,0.0594,0.21949999,0.0222,0.09729999,0.0045
2007-08-13,0.33319998,0.0035999997,0.0037999998,0.019399999,0.0672,0.089499995,0.0726,0.23969999,0.0,0.050899997,0.0127
2007-08-14,0.3443,0.0,0.034199998,0.0,0.0909,0.075799994,0.0345,0.23199998,0.0,0.049099997,0.0297
2007-08-15,0.32649997,0.0047,0.059299998,0.0,0.0513,0.3099,0.0569,0.21709998,0.0,0.0782,0.021699999
2007-08-16,0.3078,0.0071999994,0.097799994,0.0056999996,0.0585,0.2697,0.13139999,0.2787,0.0,0.08319999,0.031899996
2007-08-17,0.2986,0.023599999,0.1001,0.0048999996,0.049899995,0.3198,0.053299997,0.2426,0.011999999,0.078099996,0.0
2007-08-18,0.3716,0.0,0.028099999,0.0,0.0371,0.0069999998,0.049099997,0.2484,0.0,0.0345,0.0
2007-08-19,0.35909998,0.030799998,0.049499996,0.0,0.0629,0.2499,0.0436,0.21239999,0.0,0.0546,0.016999999
2007-08-20,0.3015,0.0028,0.051599998,0.0,0.028499998,0.12349999,0.053499997,0.22979999,0.0,0.049899995,0.0
2007-08-21,0.32709998,0.0002,0.0565,0.0050999997,0.0461,0.2368,0.073199995,0.2591,0.0,0.049399998,0.0007
2007-08-22,0.34989998,0.020699998,0.0448,0.0064999997,0.0517,0.2497,0.0756,0.24189998,0.0012999999,0.0423,0.0
2007-08-23,0.31539997,0.00059999997,0.056299996,0.0,0.050499994,0.23359998,0.0625,0.23779999,0.0,0.049699996,0.0047
2007-08-24,0.3082,0.0,0.019599998,0.0023999999,0.040499996,0.097799994,0.041699998,0.23789999,0.0,0.028199999,0.00029999999
2007-08-25,0.42,0.0025,0.043199997,0.0016,0.019499999,0.0808,0.063099995,0.2602,0.0,0.053899996,0.0
2007-08-26,0.32919997,0.00049999997,0.0389,0.0,0.040699996,0.00029999999,0.0383,0.20369999,0.0,0.0469,0.0
2007-08-27,0.3854,0.0,0.0425,0.0,0.047399998,0.0059999996,0.041799996,0.22859998,0.0034999999,0.040099997,0.0
2007-08-28,0.3396,0.00049999997,0.0465,0.0061,0.0488,0.0796,0.052699998,0.22269998,0.0,0.0347,0.0008999999
2007-08-29,0.3214,0.0,0.043899998,0.0,0.055499997,0.060499996,0.049799997,0.2015,0.0,0.048199996,1e-04
2007-08-30,0.28329998,0.0,0.0398,0.0,0.0346,0.27369997,0.010199999,0.2375,0.0,0.038799997,0.0167
2007-08-31,0.3329,1e-04,0.0544,0.0,0.048299998,0.076699995,0.040699996,0.23629999,0.0,0.039599996,0.0
2007-09-01,0.31329998,0.0,0.0298,0.0,0.0,0.09229999,0.0619,0.24869998,0.0,0.035299998,0.0
2007-09-02,0.27539998,0.0,0.0365,0.0,0.0,0.0,0.052599996,0.2166,0.0012999999,0.0477,0.0
2007-09-03,0.30249998,0.0018999999,0.028699998,0.0,0.0,0.2753,0.060599998,0.2325,0.0,0.0382,0.0044
2007-09-04,0.32209998,0.0,0.0161,0.0,0.0,0.0,0.039199997,0.24059999,0.0,0.0481,0.0065999995
2007-09-05,0.32259998,0.0,0.0508,0.0011999999,0.0,0.0813,0.0161,0.22649999,0.0,0.0506,0.0038999997
2007-09-06,0.4175,0.0,0.028399998,0.0009999999,0.0,0.1084,0.011999999,0.23709999,0.0,0.045199998,0.0056
2007-09-07,0.3427,0.0,0.052899998,0.0034999999,0.0,0.0,0.057899997,0.2525,0.0,0.0519,0.0
2007-09-08,0.28359997,0.0017999999,0.052999996,0.0026999998,0.0,0.0846,0.049699996,0.23079999,0.0,0.0514,0.0
2007-09-09,0.3049,0.0,0.0845,0.0014999999,0.0,0.22479999,0.0822,0.24519998,0.0,0.09229999,0.0088
2007-09-10,0.3141,0.0,0.0598,0.0,0.0,0.0852,0.0729,0.22709998,0.0,0.0646,1e-04
2007-09-11,0.2715,0.0,0.0436,0.0,0.0,0.011299999,0.0327,0.22869998,0.0138,0.039399996,0.0
2007-09-12,0.31689999,0.0,0.047999997,0.0,0.0,0.087699994,0.050499994,0.2251,0.0,0.044099998,0.0021
2007-09-13,0.2801,0.0,0.048299998,0.0,0.0,0.0061,0.052799996,0.23109998,0.0,0.0538,0.0
2007-09-14,0.2924,0.0,0.044499997,0.0,0.0,0.23979999,0.038,0.2202,0.00049999997,0.073,0.023099998
2007-09-15,0.3304,0.0042,0.045699995,0.0,0.0,0.026199998,0.038999997,0.2177,0.0157,0.0544,1e-04
2007-09-16,0.28329998,0.0,0.041599996,0.0,0.0,0.235,0.0542,0.19109999,0.0,0.043899998,0.0082
2007-09-17,0.2672,0.0,0.044499997,0.0,0.0,0.0072999992,0.0468,0.2197,0.0,0.047199998,1e-04
2007-09-18,0.28329998,0.0,0.023599999,0.0,0.0,0.0,0.0257,0.21129999,0.0,0.0338,0.0
2007-09-19,0.31219998,0.0106999995,0.023999998,0.0,0.0,0.1116,0.04,0.2258,0.0,0.024199998,0.0
2007-09-20,0.31469998,0.0007,0.028799998,0.0,0.0,0.0967,0.026499998,0.23119998,0.0,0.0365,0.0
2007-09-21,0.2853,0.0012999999,0.0521,0.0,0.0,0.0695,0.0389,0.23799999,0.0,0.044,0.0
2007-09-22,0.3103,0.0,0.0345,0.0,0.0,0.111499995,0.0325,0.23689999,0.0,0.0369,0.0
2007-09-23,0.31019998,0.0,0.0149,0.0,0.0,0.0004,0.0426,0.23449998,0.0014,0.0122,0.0
2007-09-24,0.23869999,0.0,0.0336,0.0,0.0,0.24539998,0.061399996,0.15789999,0.0,0.035299998,0.0018999999
2007-09-25,0.2743,0.0025999998,0.038999997,0.0,0.0,0.093,0.040599998,0.23049998,1e-04,0.048499998,0.0
2007-09-26,0.30299997,0.0,0.036999997,0.0,0.0,0.2514,0.018,0.20789999,0.0,0.037299998,0.0
2007-09-27,0.3293,0.0009999999,0.040999997,0.0,0.0,0.0044,0.0338,0.19549999,0.0,0.0367,0.0
2007-09-28,0.2629,0.0,0.025999999,0.0,0.0,0.0786,0.013199999,0.2553,0.0,0.0413,0.0
2007-09-29,0.29299998,0.0139,0.0538,0.0,0.0,0.2676,0.0502,0.2258,0.0021,0.0523,0.0
2007-09-30,0.2914,0.00029999999,0.033299997,0.0002,0.0,0.23159999,0.044499997,0.2052,0.0058999998,0.0376,0.031099997
2007-10-01,0.3042,0.0083,0.042199995,0.0,0.060099997,0.0949,0.059899997,0.2126,0.0,0.050699994,0.0
2007-10-02,0.28239998,0.040699996,0.035299998,0.009899999,0.0173,0.1107,0.043899998,0.2357,0.0038999997,0.037299998,0.0
2007-10-03,0.2938,0.0051999995,0.0063,0.0,0.039399996,0.094699994,0.02,0.2049,0.0,0.015499999,0.0
2007-10-04,0.33249998,0.0,0.0619,0.0018999999,0.0202,0.0116,0.0651,0.21299998,0.029099997,0.041999996,0.0
2007-10-05,0.30689996,0.0018999999,0.049899995,0.0009999999,0.039199997,0.1019,0.0717,0.25379997,0.0081,0.059699997,0.0
2007-10-06,0.27229998,0.012499999,0.0413,0.014399999,0.053899996,0.2335,0.0641,0.24289998,0.009,0.057599995,0.0030999999
2007-10-07,0.29099998,0.0029999998,0.0346,0.0157,0.018499998,0.120299995,0.0037,0.24159999,0.030999998,0.044699997,0.0
2007-10-08,0.2835,0.0008,0.035699997,0.008599999,0.040899996,0.2491,0.048199996,0.24549998,0.0,0.026299998,0.0029999998
2007-10-09,0.28959998,0.0008999999,0.032899998,0.0,0.0363,0.0,0.0323,0.22719999,0.008599999,0.0349,0.0
2007-10-10,0.3128,0.0,0.028299998,0.0,0.028199999,0.0,0.0429,0.2043,0.0,0.039199997,0.0
2007-10-11,0.2812,0.0082,0.0369,0.0,0.056299996,0.23779999,0.045099996,0.22639999,0.0,0.0689,0.0587
2007-10-12,0.27879998,0.00029999999,0.031199997,0.0,0.054099996,0.26099998,0.052999996,0.2332,0.0,0.061199997,0.0273
2007-10-13,0.2812,0.0,0.0371,0.0,0.061099995,0.23149998,0.040099997,0.24159999,0.0,0.0548,0.0061
2007-10-14,0.2884,0.0058,0.038599998,0.0,0.053599995,0.11219999,0.049699996,0.21459998,0.0,0.040799998,0.0053999997
2007-10-15,0.2868,0.0016,0.049499996,0.0,0.045899995,0.2809,0.0444,0.25129998,0.0,0.038099997,0.0149
2007-10-16,0.25359997,0.0053999997,0.0504,0.013199999,0.0271,0.2217,0.042199995,0.25109997,0.00049999997,0.069,0.013299999
2007-10-17,0.2941,0.0007,0.0378,0.0,0.0387,0.065299995,0.0421,0.24489999,0.0,0.0338,0.0
2007-10-18,0.31679997,1e-04,0.0354,0.0,0.045099996,0.09149999,0.042399995,0.23119998,0.0,0.024299998,0.0041
2007-10-19,0.29549998,0.0,0.0324,0.0004,0.035699997,0.040499996,0.0256,0.25609997,0.0,0.030299999,0.0
2007-10-20,0.32279998,0.0008,0.0466,0.0,0.028399998,0.0953,0.035899997,0.24519998,0.00029999999,0.051999997,0.0
2007-10-21,0.2748,0.0008,0.0594,0.0030999999,0.036199998,0.26529998,0.044999998,0.24299999,0.0052999994,0.0473,0.0088
2007-10-22,0.2805,0.015199999,0.0382,0.011399999,0.024799999,0.0804,0.0336,0.26279998,0.0064,0.0367,0.0
2007-10-23,0.26029998,0.00029999999,0.0325,0.0,0.011999999,0.0233,0.0365,0.2348,0.0,0.035099998,0.0
2007-10-24,0.2659,0.0,0.030399999,0.0,0.015499999,0.0061,0.030699998,0.2056,0.0011,0.030399999,0.0
2007-10-25,0.2649,0.0,0.0299,0.0,0.040799998,0.0004,0.046199996,0.2074,0.0,0.0323,0.0
2007-10-26,0.2995,0.00049999997,0.058599994,0.0,0.0558,0.20859998,0.0698,0.22989999,0.0,0.0464,0.0347
2007-10-27,0.30319998,0.0139,0.0346,0.0058,0.020499999,0.0064,0.060499996,0.22569999,0.0,0.0415,0.0
2007-10-28,0.32299998,0.0016,0.035899997,0.0064999997,0.019399999,1e-04,0.039399996,0.23239999,0.0,0.0271,0.0
2007-10-29,0.2927,0.0008,0.020699998,0.0,0.013199999,0.0063,0.030199999,0.21529998,0.0,0.0254,0.0
2007-10-30,0.27449998,0.0,0.031999998,0.0071999994,0.0517,0.078999996,0.042799998,0.21529998,0.0008,0.019599998,0.0
2007-10-31,0.24249999,0.0,0.045099996,0.0,0.0173,0.0,0.0324,0.22969998,0.0,0.031299997,0.0
2007-11-01,0.2476,0.00059999997,0.038399998,0.009699999,0.050699994,0.021199998,0.050499994,0.24269998,0.0,0.042199995,0.00029999999
2007-11-02,0.2726,0.0,0.0481,0.0938,0.078899994,0.0052999994,0.057499997,0.3087,0.054299995,0.0404,0.0065999995
2007-11-03,0.30429998,0.0,0.07129999,0.4125,0.06429999,0.0,0.0672,0.45979998,0.2706,0.0733,0.023799999
2007-11-04,0.3074,0.031999998,0.069299996,0.6593999,0.0905,0.28359997,0.0348,0.7096,0.669,0.071399994,0.049299996
2007-11-05,0.56719995,0.0176,0.081599995,0.7386,0.059499998,0.281,0.057699997,0.7431,0.8636999,0.06649999,0.038099997
2007-11-06,0.6472,0.0,0.0295,0.79279995,0.036599997,0.3004,0.031199997,0.77169997,0.89309996,0.047999997,0.0028
2007-11-07,0.63259995,0.0042,0.0047999998,0.7911999,0.051599998,0.2963,0.028199999,0.66859996,0.8935,0.040099997,0.0007
2007-11-08,0.61359996,0.0,0.036999997,0.84989995,0.056599997,0.2904,0.0257,0.7879999,0.8808,0.031499997,0.0187
2007-11-09,0.6259,0.0,0.052699998,0.88799995,0.0378,0.318,0.0945,0.84629995,0.91789997,0.044299997,0.0273
2007-11-10,0.621,0.0345,0.0415,0.7336999,0.040699996,0.3411,0.0387,0.7481,0.91569996,0.0402,0.035499997
2007-11-11,0.5947,0.0038999997,0.0504,0.5631,0.045199998,0.3266,0.0371,0.6435,0.8379,0.050899997,0.031899996
2007-11-12,0.5929,0.0,0.0221,0.7979,0.0391,0.4075,0.0872,0.7721,0.8472,0.031099997,0.0077999993
2007-11-13,0.58959997,0.0,0.012399999,0.865,0.049399998,0.43329996,0.1533,0.82619995,0.82439995,0.0074,0.012099999
2007-11-14,0.6004,0.0,0.0052999994,0.8946,0.049099997,0.5377,0.41689998,0.8872,0.9018,0.021599999,0.028899997
2007-11-15,0.6404,0.0,0.0554,0.8789,0.0468,0.62329996,0.28,0.8904,0.9093999,0.049499996,0.015599999
2007-11-16,0.5828,0.0,0.036599997,0.8654,0.039899997,0.6446,0.2889,0.8643,0.90439993,0.0354,0.0087
2007-11-17,0.5861,0.0011,0.022,0.8311,0.0354,0.65599996,0.3857,0.8303,0.9229999,0.024999999,0.022799999
2007-11-18,0.5494,0.0,0.050699994,0.80209994,0.037499998,0.70239997,0.44259998,0.8199,0.9351999,0.07089999,0.028199999
2007-11-19,0.55869997,0.017099999,0.0583,0.76049995,0.031999998,0.78299993,0.42819998,0.8308,0.9447,0.0623,0.020799998
2007-11-20,0.5448,0.0694,0.0438,0.7847,0.0429,0.77199996,0.4403,0.849,0.95419997,0.038,0.0423
2007-11-21,0.60059994,0.050499994,0.026499998,0.8383,0.019399999,0.6271,0.525,0.8725999,0.96489996,0.033999998,0.0301
2007-11-22,0.6069,0.38,0.0436,0.8550999,0.028099999,0.65209997,0.5791,0.8954,0.9718999,0.038999997,0.037499998
2007-11-23,0.61029994,0.010599999,0.0387,0.69159997,0.056299996,0.50149995,0.6757,0.8111,0.94589996,0.04,0.0363
2007-11-24,0.60819995,0.0,0.0419,0.67349994,0.061199997,0.40739998,0.7739,0.8206,0.9254999,0.039899997,0.021499999
2007-11-25,0.6137999,0.0,0.042399995,0.76689994,0.0488,0.4393,0.72559994,0.8661,0.9218999,0.033299997,0.028899997
2007-11-26,0.60859996,0.0012999999,0.0404,0.82519996,0.049799997,0.5656,0.70909995,0.8662999,0.9165999,0.057199996,0.0278
2007-11-27,0.62289995,0.0,0.0389,0.85589993,0.0336,0.56969994,0.7172,0.88089997,0.94619995,0.041999996,0.0128
2007-11-28,0.64669997,0.0,0.0438,0.8715,0.0591,0.56579995,0.78849995,0.9065,0.96839994,0.0389,0.0139999995
2007-11-29,0.6418,0.031499997,0.057399996,0.8714,0.043399997,0.66339993,0.84279996,0.90299994,0.9929,0.043199997,0.0149
2007-11-30,0.6125,0.036099996,0.111899994,0.83699995,0.083399996,0.65189993,0.86249995,0.8839,0.98039997,0.060099997,0.044299997
2007-12-01,0.6256,0.0201,0.14289999,0.8768,0.073,0.6776999,0.80489993,0.88449997,0.95369995,0.0744,0.0257
2007-12-02,0.6168,0.031999998,0.15769999,0.85179996,0.049599998,0.7157,0.88019997,0.84499997,0.9343999,0.045099996,0.0426
2007-12-03,0.61509997,0.07179999,0.14109999,0.90419996,0.0629,0.74059993,0.904,0.88659996,0.94299996,0.083,0.0354
2007-12-04,0.6227,0.054,0.1721,0.9307999,0.038599998,0.70159996,0.91389996,0.91959995,0.95769995,0.058199994,0.0382
2007-12-05,0.621,0.0421,0.211,0.9377,0.0415,0.7452,0.9361999,0.9304,0.96989995,0.0817,0.051799998
2007-12-06,0.6489,0.082399994,0.14179999,0.89619994,0.050099995,0.72609997,0.9307,0.89729995,0.96309996,0.052799996,0.035699997
2007-12-07,0.65379995,0.045399997,0.0921,0.8804,0.033699997,0.6465,0.9207999,0.8867,0.9529,0.0415,0.021099998
2007-12-08,0.6817,0.009099999,0.052999996,0.8204,0.036199998,0.576,0.8749,0.83339995,0.94579995,0.060299996,0.013099999
2007-12-09,0.6795,0.032899998,0.0444,0.8247,0.0602,0.5577,0.90889996,0.83089995,0.93,0.06859999,0.0274
2007-12-10,0.70369995,0.063899994,0.0427,0.7422,0.0301,0.5678,0.84559995,0.8058,0.9521,0.0642,0.028299998
2007-12-11,0.67029995,0.0,0.051599998,0.76369995,0.065799996,0.46539995,0.79879993,0.8154,0.9754999,0.057999995,0.024899999
2007-12-12,0.66849995,0.0164,0.0783,0.8982,0.045799997,0.63159996,0.8772,0.90729994,0.9965999,0.0704,0.0136
2007-12-13,0.66830003,0.0011999999,0.1399,0.90269995,0.0589,0.71819997,0.90849996,0.92099994,1.0,0.062599994,0.024099998
2007-12-14,0.6875,0.0717,0.10819999,0.9168999,0.055999998,0.6216,0.8965,0.92389995,1.0,0.0857,0.020799998
2007-12-15,0.6803,0.078099996,0.14739999,0.91499996,0.08179999,0.65129995,0.90919995,0.91969997,1.0,0.0589,0.028999997
2007-12-16,0.69799995,0.42419997,0.1475,0.92489994,0.0427,0.78279996,0.8953,0.92779994,1.0,0.057299998,0.009799999
2007-12-17,0.6852,0.49159998,0.053299997,0.77939993,0.0479,0.64739996,0.90259993,0.8672999,0.96279997,0.045999996,0.0279
2007-12-18,0.73089993,0.62969995,0.111999996,0.8718,0.0648,0.71199995,0.8939,0.89599997,0.96309996,0.053399995,0.0477
2007-12-19,0.7011,0.7997,0.24049999,0.92459995,0.040799998,0.83629996,0.90959996,0.92819995,0.98429996,0.1424,0.0383
2007-12-20,0.7175,0.84809995,0.2766,0.94759995,0.061199997,0.8185,0.91309994,0.9319999,0.9996,0.38669997,0.043399997
2007-12-21,0.70949996,0.8650999,0.33989996,0.95939994,0.0751,0.85559994,0.95269996,0.96259993,0.9979,0.6167,0.1392
2007-12-22,0.7229,0.84659994,0.41779998,0.9377,0.056599997,0.8068,0.9356,0.9265999,0.9968,0.6921,0.107099995
2007-12-23,0.7283,0.8892,0.68799996,0.93979996,0.052799996,0.8134,0.9392,0.9276999,0.9958999,0.6729,0.19439998
2007-12-24,0.71979994,0.90049994,0.8037999,0.9382999,0.094699994,0.82689995,0.94549996,0.9287999,0.9990999,0.84489995,0.2347
2007-12-25,0.72879994,0.72059995,0.21299998,0.8134,0.040099997,0.7879999,0.9172999,0.8689,0.9693,0.62039995,0.18029998
2007-12-26,0.73029995,0.6084,0.1389,0.7236,0.0707,0.7653,0.87839997,0.84459996,0.91999996,0.443,0.10789999
2007-12-27,0.71699995,0.49389997,0.0967,0.7151,0.0383,0.73559994,0.9222999,0.84739995,0.9314,0.27229998,0.033099998
2007-12-28,0.7428,0.4032,0.1409,0.79599994,0.0542,0.71099997,0.92399997,0.89779997,0.9400999,0.15799999,0.028899997
2007-12-29,0.72309995,0.2986,0.1512,0.8346,0.035499997,0.69979995,0.9297,0.89829993,0.95129997,0.1055,0.049
2007-12-30,0.6933,0.30609998,0.2663,0.85809994,0.061399996,0.73069996,0.9186999,0.88829994,0.9385,0.16029999,0.0598
2007-12-31,0.6943,0.5082,0.55689996,0.9122,0.0542,0.83439994,0.9358999,0.9240999,0.9422,0.6246,0.052999996
2008-01-01,0.71189994,0.5618,0.6464,0.9200999,0.0504,0.8665,0.92149997,0.92309994,0.9432,0.6277,0.054899998
2008-01-02,0.7058,0.53209996,0.42479998,0.8782,0.0677,0.84309995,0.8743999,0.9079,0.9422,0.4764,0.0644
2008-01-03,0.70269996,0.41329998,0.3396,0.8109,0.041599996,0.83689994,0.8700999,0.87799996,0.91209996,0.50409997,0.012999999
2008-01-04,0.6747,0.2805,0.2598,0.8601999,0.0274,0.8468999,0.85059994,0.8657,0.9323999,0.1951,0.0007
2008-01-05,0.66639996,0.36759996,0.3368,0.9335,0.06299999,0.8754,0.8157,0.90549994,0.8921,0.19869998,0.015899999
2008-01-06,0.73129994,0.3457,0.42809996,0.95409995,0.071499996,0.89629996,0.8422,0.9435,0.9250999,0.19189999,0.0393
2008-01-07,0.6917,0.39459997,0.5464,0.95579994,0.061099995,0.89419997,0.8683,0.944,0.92499995,0.3425,0.028499998
2008-01-08,0.71529996,0.5319,0.523,0.9515,0.057899997,0.9386,0.94299996,0.94869995,0.9344999,0.3202,0.0323
2008-01-09,0.72279996,0.73199993,0.5039,0.89049995,0.0656,0.90909994,0.94259995,0.9150999,0.91029996,0.54349995,0.031699996
2008-01-10,0.7029,0.8100999,0.4725,0.84769994,0.070499994,0.8965,0.9233999,0.89409995,0.89129996,0.5561,0.12059999
2008-01-11,0.6876,0.7428,0.39009997,0.78299993,0.070199996,0.8753,0.9047,0.9025,0.90079993,0.5908,0.11139999
2008-01-12,0.6958,0.6195,0.25239998,0.6893,0.0402,0.83559996,0.9364,0.9004,0.91209996,0.5423,0.139
2008-01-13,0.6758999,0.71919996,0.1725,0.7861999,0.046199996,0.8622,0.94159997,0.89409995,0.9032999,0.54059994,0.15529999
2008-01-14,0.70689994,0.8633999,0.3778,0.8328,0.0435,0.8756,0.94689995,0.9294999,0.94979995,0.7268999,0.1889
2008-01-15,0.72479993,0.87759995,0.64369994,0.8718,0.055899996,0.8433,0.9836999,0.94259995,0.96659994,0.8686999,0.27809998
2008-01-16,0.73099995,0.8158,0.76439995,0.83509994,0.0801,0.7639,0.9847999,0.92529994,0.95259994,0.8832,0.21339999
2008-01-17,0.72169995,0.6981,0.6202,0.76669997,0.0436,0.6918,0.9314,0.8903,0.9311999,0.7193999,0.044499997
2008-01-18,0.7445,0.4464,0.4134,0.56009996,0.048599996,0.6704,0.9043,0.8669999,0.91589993,0.56729996,0.0252
2008-01-19,0.7503,0.32579997,0.2883,0.4464,0.045699995,0.6217,0.9207999,0.8188,0.9418,0.22449999,0.025799999
2008-01-20,0.7421,0.3789,0.30549997,0.59849995,0.0385,0.6234,0.92389995,0.82299995,0.95129997,0.1313,0.0338
2008-01-21,0.7647,0.5624,0.4968,0.8111999,0.031299997,0.6751999,0.96839994,0.92989993,0.95159996,0.16949998,0.054299995
2008-01-22,0.72699994,0.7476,0.49219996,0.8015,0.0425,0.7401999,0.96809995,0.9082999,0.969,0.25769997,0.1173
2008-01-23,0.75879997,0.7387999,0.5561,0.8102,0.033699997,0.74729997,0.94799995,0.914,0.9754999,0.3745,0.12719999
2008-01-24,0.7458,0.7714,0.66739994,0.8203,0.054,0.7714,0.96629995,0.90999997,0.97389996,0.51049995,0.16319999
2008-01-25,0.7614,0.7433999,0.5398,0.6838,0.0859,0.79629993,0.88699996,0.8668,0.98319995,0.33329996,0.20639999
2008-01-26,0.76309997,0.7761,0.44969997,0.6647999,0.0683,0.80239993,0.88549995,0.85269994,0.956,0.4437,0.24669999
2008-01-27,0.72739995,0.7615,0.6697999,0.8296,0.0437,0.78519994,0.92309994,0.9036,0.9468,0.7001,0.19629999
2008-01-28,0.75229996,0.7422999,0.8365,0.84999996,0.052599996,0.7471,0.94869995,0.90269995,0.98129994,0.6783999,0.2074
2008-01-29,0.76199996,0.8229,0.8968,0.8752,0.0744,0.80029994,0.9807999,0.92419994,0.9890999,0.80059993,0.22609998
2008-01-30,0.77059996,0.6565,0.5855,0.78699994,0.0423,0.7197,0.9492,0.8886,0.9882999,0.65739995,0.2567
2008-01-31,0.76089996,0.52599996,0.33329996,0.71909994,0.074999996,0.63989997,0.9325999,0.8932,0.95829993,0.4793,0.1567
2008-02-01,0.751,0.51009995,0.2908,0.76989996,0.045999996,0.6907,0.8929,0.85859996,0.9319999,0.3408,0.1702
2008-02-02,0.7904999,0.62979996,0.4193,0.8854,0.072799996,0.7499,0.9443,0.92019993,0.9305999,0.3721,0.26299998
2008-02-03,0.7472,0.6243,0.2382,0.73669994,0.0589,0.6875,0.89479995,0.8665,0.94909996,0.25079998,0.20859998
2008-02-04,0.77419996,0.65229994,0.45679998,0.87729996,0.053899996,0.6736999,0.90889996,0.90229994,0.91489995,0.22119999,0.1726
2008-02-05,0.77449995,0.86129993,0.80029994,0.9122,0.028499998,0.835,0.93169993,0.9407999,0.95669997,0.6608,0.28669998
2008-02-06,0.8043,0.8867,0.78709996,0.8756,0.054,0.84129995,0.92819995,0.9356,0.9718999,0.6781,0.29
2008-02-07,0.8134,0.8818,0.71889997,0.88699996,0.09019999,0.84979993,0.9332999,0.91989994,0.9514,0.65169996,0.3191
2008-02-08,0.78999996,0.8135,0.45579997,0.8658999,0.0481,0.83339995,0.95129997,0.90729994,0.96639997,0.5537,0.28809997
2008-02-09,0.8179,0.8154,0.36249998,0.81729996,0.038,0.82909995,0.9429,0.89079994,0.98289996,0.295,0.2359
