idx,value
2017-05-11,9022561.660000006
2017-05-12,8497134.029999997
2017-05-13,6804581.32
2017-05-14,4621749.579999996
2017-05-15,7840128.090000001
2017-05-16,10629970.470000004
2017-05-17,7956429.3100000005
2017-05-18,7568236.93
2017-05-19,9719263.280000007
2017-05-20,8529050.760000007
2017-05-21,5024940.850000003
2017-05-22,7664529.950000002
2017-05-23,6231298.360000002
2017-05-24,7795382.400000004
2017-05-25,9623889.280000001
2017-05-26,12057748.970000014
2017-05-27,8722500.080000006
2017-05-28,5204296.4399999995
2017-05-29,6055325.190000001
2017-05-30,7648027.110000001
2017-05-31,10584976.669999998
2017-06-01,10640093.499999998
2017-06-02,11241753.96000001
2017-06-03,8757776.120000005
2017-06-04,5421493.33
2017-06-05,7559346.580000001
2017-06-06,10516390.500000002
2017-06-07,8722700.789999997
2017-06-08,10327881.660000006
2017-06-09,11578382.470000004
2017-06-10,10856645.500000006
2017-06-11,5191063.2200000025
2017-06-12,4757335.86
2017-06-13,5666209.469999998
2017-06-14,9233031.700000003
2017-06-15,10885476.300000006
2017-06-16,10415356.950000001
2017-06-17,8754029.910000004
2017-06-18,6572163.870000007
2017-06-19,8737344.780000001
2017-06-20,10861133.09000001
2017-06-21,8334582.039999994
2017-06-22,10660350.31000001
2017-06-23,11811916.840000007
2017-06-24,7784664.979999998
2017-06-25,6480007.799999999
2017-06-26,6595623.500000001
2017-06-27,11903538.210000003
2017-06-28,10650286.180000002
2017-06-29,9625537.709999997
2017-06-30,9627666.130000005
2017-07-01,11547469.690000014
2017-07-02,5460468.5900000045
2017-07-03,8122754.409999999
2017-07-04,12298481.219999991
2017-07-05,12651520.889999999
2017-07-06,11356416.920000006
2017-07-07,9675036.470000008
2017-07-08,8804433.010000005
2017-07-09,6582652.620000005
2017-07-10,5861627.030000005
2017-07-11,10589992.960000003
2017-07-12,7598899.030000004
2017-07-13,8942972.100000009
2017-07-14,10647024.69
2017-07-15,10400122.42
2017-07-16,6191262.009999996
2017-07-17,8015875.980000006
2017-07-18,9887432.51
2017-07-19,9604740.929999998
2017-07-20,10140884.700000009
2017-07-21,9029567.410000004
2017-07-22,7767695.759999999
2017-07-23,4536222.0699999975
2017-07-24,5630070.1800000025
2017-07-25,7954331.570000005
2017-07-26,6816766.46
2017-07-27,8985370.490000006
2017-07-28,10110580.560000006
2017-07-29,8807505.080000002
2017-07-30,4806512.909999999
2017-07-31,9468824.820000002
2017-08-01,10302558.100000003
2017-08-02,9321047.17000001
2017-08-03,9505088.469999997
2017-08-04,10215877.63000001
2017-08-05,9805089.019999998
2017-08-06,5883146.880000003
2017-08-07,6906058.950000002
2017-08-08,8311485.120000006
2017-08-09,8435569.800000003
2017-08-10,6569404.680000002
2017-08-11,9412188.580000004
2017-08-12,6832895.289999997
2017-08-13,4599184.629999997
2017-08-14,7456439.590000003
2017-08-15,7795497.500000005
2017-08-16,7346719.170000006
2017-08-17,6386021.080000004
2017-08-18,6106399.390000002
2017-08-19,6408910.130000005
2017-08-20,40465316.29999998
2017-08-21,4912957.34
2017-08-22,5787046.189999999
2017-08-23,5290699.810000004
2017-08-24,6114434.570000006
2017-08-25,6762347.450000001
2017-08-26,6012708.389999996
2017-08-27,4572974.48
2017-08-28,4961506.2200000025
2017-08-29,4873142.470000004
2017-08-30,5877586.580000002
2017-08-31,6720093.269999999
2017-09-01,8453103.940000003
2017-09-02,5369021.570000004
2017-09-03,3540466.9199999995
2017-09-04,3989141.0400000005
2017-09-05,4896222.890000002
2017-09-06,34933184.30999998
2017-09-07,5625437.420000001
2017-09-08,5070518.590000004
2017-09-09,5081293.809999997
2017-09-10,3789182.53
2017-09-11,3442489.400000002
2017-09-12,4439921.899999998
2017-09-13,4954182.62
2017-09-14,3522176.5500000003
2017-09-15,6152437.070000003
2017-09-16,5026587.98
2017-09-17,3049185.149999999
2017-09-18,3457110.5999999987
2017-09-19,3774629.3400000017
2017-09-20,5738906.359999999
2017-09-21,5693320.080000001
2017-09-22,4830107.530000001
2017-09-23,8468895.96
2017-09-24,3066939.7599999993
2017-09-25,3552930.940000001
2017-09-26,7648625.570000001
2017-09-27,4997901.659999998
2017-09-28,6107692.360000001
2017-09-29,4364319.340000001
2017-09-30,6453348.540000004
2017-10-01,2924990.5599999987
2017-10-02,2904294.540000001
2017-10-03,2515548.0399999986
2017-10-04,3376110.6299999994
2017-10-05,3406182.1900000004
2017-10-06,4302913.4
2017-10-07,2787218.830000001
2017-10-08,1267170.7199999995
2017-10-09,2666176.67
2017-10-10,1720425.4400000009
2017-10-11,3656722.9
2017-10-12,3818021.7599999993
2017-10-13,2558887.390000001
2017-10-14,3156267.7100000004
2017-10-15,752658.74
2017-10-16,1584112.2399999998
2017-10-17,2541791.5999999996
2017-10-18,1480617.4100000001
2017-10-19,4127285.8099999987
2017-10-20,2588662.07
2017-10-21,2618997.68
2017-10-22,1569714.68
2017-10-23,1600724.5899999996
2017-10-24,1199661.3300000003
2017-10-25,1866708.7500000002
2017-10-26,1812052.85
2017-10-27,1126487.26
2017-10-28,1363130.2499999998
2017-10-29,810768.0199999999
2017-10-30,830521.64
2017-10-31,1691962.83
2017-11-01,1615275.1800000002
2017-11-02,2805857.2199999993
2017-11-03,1962162.56
2017-11-04,1883708.09
2017-11-05,777228.75
2017-11-06,747768.0300000003
2017-11-07,1051387.02
2017-11-08,843373.4899999998
2017-11-09,832246.18
2017-11-10,1797576.8000000003
2017-11-11,1697007.8199999996
2017-11-12,727183.1499999998
2017-11-13,643757.16
2017-11-14,1872445.5400000003
2017-11-15,2217846.9
2017-11-16,4152605.22
2017-11-17,1021288.4300000003
2017-11-18,806524.1100000001
2017-11-19,670242.54
2017-11-20,589008.47
2017-11-21,713240.16
2017-11-22,554287.0399999999
2017-11-23,702913.9800000001
2017-11-24,1268366.6800000002
2017-11-25,1046894.1099999998
2017-11-26,511581.48
2017-11-27,1001128.3699999999
2017-11-28,1647167.209999999
2017-11-29,1150180.7200000002
2017-11-30,1246469.0600000003
2017-12-01,779759.3600000001
2017-12-02,1340525.83
2017-12-03,320026.0100000001
2017-12-04,1026146.1700000002
2017-12-05,929838.28
2017-12-06,1164892.4299999997
2017-12-07,1026662.41
2017-12-08,983678.85
2017-12-09,1261067.81
2017-12-10,954649.5099999999
2017-12-11,1459451.7
2017-12-12,1377749.0199999996
2017-12-13,1373360.4699999997
2017-12-14,697260.86
2017-12-15,795858.85
2017-12-16,730557.2599999997
2017-12-17,394492.28
2017-12-18,854086.6300000001
2017-12-19,1065222.85
2017-12-20,1424582.1
2017-12-21,858144.6799999998
2017-12-22,492248.94999999995
2017-12-23,1349994.12
2017-12-24,1456360.52
2017-12-25,1044647.9400000003
2017-12-26,881876.73
2017-12-27,1107441.9799999997
2017-12-28,1122869.5400000003
2017-12-29,1018132.0500000003
2017-12-30,1035913.1799999999
2017-12-31,1385902.5299999998
2018-01-01,545102.68
2018-01-02,335491.3400000001
2018-01-03,296808.67
2018-01-04,122421.73
2018-01-05,491046.51999999996
2018-01-06,227310.6
2018-01-07,479380.3
2018-01-08,438034.92999999993
2018-01-09,328257.01000000007
2018-01-10,846743.3600000002
2018-01-11,944962.0900000001
2018-01-12,1057339.4799999997
2018-01-13,436169.35
2018-01-14,444356.48
2018-01-15,1200568.7
2018-01-16,327177.59
2018-01-17,593996.5900000001
2018-01-18,885196.4800000001
2018-01-19,531523.04
2018-01-20,826080.1800000002
2018-01-21,388028.4000000001
2018-01-22,254373.29999999993
2018-01-23,1893942.9100000004
2018-01-24,1049917.5700000003
2018-01-25,331456.8699999999
2018-01-26,1110353.37
2018-01-27,268290.76
2018-01-28,952395.7300000001
2018-01-29,2526408.63
2018-01-30,939884.6200000001
2018-01-31,241400.00999999998
2018-02-01,449985.18000000005
2018-02-02,354093.4699999999
2018-02-03,390861.31999999995
2018-02-04,225975.81
2018-02-05,227618.15
2018-02-06,425677.17000000016
2018-02-07,173686.32999999996
2018-02-08,452093.48
2018-02-09,296188.06999999995
2018-02-10,535089.5199999998
2018-02-11,270010.94000000006
2018-02-12,561422.17
2018-02-13,307922.20999999996
2018-02-14,382439.86
2018-02-15,283607.41
2018-02-16,657107.6099999999
2018-02-17,589982.25
2018-02-18,294353.86000000004
2018-02-19,648430.0699999998
2018-02-20,987876.15
2018-02-21,673086.9100000001
2018-02-22,1005479.6799999997
2018-02-23,478119.52999999997
2018-02-24,1242537.24
2018-02-25,180879.49999999997
2018-02-26,426266.55
2018-02-27,247189.88000000003
2018-02-28,269919.74999999994
2018-03-01,402239.63999999996
2018-03-02,536349.75
2018-03-03,267531.75
2018-03-04,147931.04
2018-03-05,705082.9600000001
2018-03-06,445233.39999999997
2018-03-07,595462.27
2018-03-08,417727.17
2018-03-09,525253.55
2018-03-10,69288.84999999999
2018-03-11,149496.6
2018-03-12,129837.93000000002
2018-03-13,378231.01
2018-03-14,855780.6599999999
2018-03-15,1353249.18
2018-03-16,420673.73
2018-03-17,257584.44
2018-03-18,152327.03999999998
2018-03-19,359944.4
2018-03-20,203408.92
2018-03-21,455533.1999999999
2018-03-22,145242.34
2018-03-23,81628.80000000002
2018-03-24,229969.1
2018-03-25,288966.32000000007
2018-03-26,203156.65999999997
2018-03-27,195854.74999999994
2018-03-28,116606.40999999999
2018-03-29,85194.43999999999
2018-03-30,156549.63999999998
2018-03-31,556804.31
2018-04-01,203595.28
2018-04-02,80020.0
2018-04-03,111650.0
