Pipeline,Iteration,SMAPE before tuning,SMAPE after tuning,"Time, sec."
A,0,56.169801122111615,53.14298390377169,4.594015810638666
A,1,56.169801122111615,53.14286929745731,4.38270840421319
A,2,56.169801122111615,53.14307733660239,4.689695529639721
A,3,56.169801122111615,53.02224473959014,5.003395054489374
A,4,56.169801122111615,53.264713697210695,4.180771291255951
A,5,56.169801122111615,53.02143004683011,4.614024247974157
A,6,56.169801122111615,53.07377271213227,4.348191261291504
A,7,56.169801122111615,53.02890024838609,5.17125816270709
A,8,56.169801122111615,53.0216509729118,4.661680541932583
A,9,56.169801122111615,53.039570442793185,4.442157067358494
A,10,56.169801122111615,53.02885930842882,4.6314952075481415
A,11,56.169801122111615,53.02155950755192,4.666563201695681
A,12,56.169801122111615,53.106309450210674,4.376527942717075
A,13,56.169801122111615,53.021524325229585,4.736558221280575
A,14,56.169801122111615,53.26810067564918,4.923836417496204
A,15,56.169801122111615,53.06012446008479,4.5287134274840355
A,16,56.169801122111615,53.04011259202794,4.89095551893115
A,17,56.169801122111615,53.133159101735146,4.434877831488848
A,18,56.169801122111615,53.02160496894549,4.066042140126228
A,19,56.169801122111615,53.07387871262346,4.546064771711826
A,20,56.169801122111615,53.14337823738408,4.340545829385519
A,21,56.169801122111615,53.50300285299198,4.435475125908852
A,22,56.169801122111615,53.13304498298981,5.017518490552902
A,23,56.169801122111615,53.00421299166566,4.880753178149462
A,24,56.169801122111615,53.65136086105041,4.578912623226643
A,25,56.169801122111615,53.039972305604806,4.489360984414816
A,26,56.169801122111615,53.105994836530414,4.233232758939266
A,27,56.169801122111615,53.033149609275355,4.3568419739604
A,28,56.169801122111615,53.039501691812646,4.209435790777206
A,29,56.169801122111615,53.03998819482962,4.378338169306517
B,0,63.929671193507616,59.390047451062934,17.931584253907204
B,1,62.45878398555362,59.39312759827763,18.767984330654144
B,2,62.42465117808003,59.6283792747228,18.28303087875247
B,3,64.46533361266894,59.387791786686755,18.180689457803965
B,4,61.52574629842906,59.667461908643034,19.01310756057501
B,5,64.8901894898087,59.50071492404652,16.707256577908993
B,6,60.54853958842838,59.608024950712625,19.363919399678707
B,7,62.79559939472595,59.380154524486954,17.573384676128626
B,8,65.24759237434262,59.32914508628833,19.648062251508236
B,9,63.86640133308564,59.2895005319656,18.215288925915956
B,10,62.32623041857437,59.56906986105706,18.293568424880505
B,11,62.56318046429345,59.35456526878319,18.30391237512231
B,12,63.087889760284604,59.28548752872474,18.09969625249505
B,13,63.24931611149733,59.34313112426261,18.802796449512243
B,14,63.68544463430263,59.29165901799352,18.23891159147024
B,15,62.627120259357454,59.514490833910166,18.263979241251945
B,16,63.941174856300776,59.12949672943996,17.729097843170166
B,17,64.50125950923464,59.54280725555209,18.338597882539034
B,18,65.3472839792007,59.63563636054378,19.29114916920662
B,19,64.00668220751558,59.46052042223421,18.317299768328667
B,20,63.413537399721044,59.340594473622176,18.653307244181633
B,21,63.03040927137758,58.92738690301741,19.07174329087138
B,22,62.714229213479484,59.26158975724835,18.547003477811813
B,23,63.58695953888124,59.604386454418595,19.509666182100773
B,24,61.51080636754621,59.39114097770175,18.862619575113058
B,25,62.54148405838271,58.92651499648157,17.86317916959524
B,26,64.0110296509013,59.40607728029625,18.173463709652424
B,27,62.146333373744284,59.740354724479694,18.897386826574802
B,28,61.85796160138354,59.42295804114114,19.12613995373249
B,29,61.12760159552997,57.077711895288644,18.34998121857643
C,0,74.01143637766546,59.119499066649304,27.209872860461473
C,1,74.07083392513894,59.040004858314326,27.75523103401065
C,2,74.03485270567298,58.95110742517325,27.601225413382053
C,3,73.88694130706926,58.77685752251872,28.22143091261387
C,4,73.94706054517052,58.47446552240797,27.45339709892869
C,5,74.07042277952556,58.93896424382823,28.120133608579636
C,6,73.89712023911058,58.97909075217242,27.127820890396833
C,7,74.00571834670266,58.90829625662469,27.824369363486767
C,8,73.96761225309628,58.96510081482946,28.376375067979097
C,9,73.9711447247522,58.96741113532735,28.16525387018919
C,10,74.17436432914052,59.1045696594283,28.778670076280832
C,11,73.97465628527351,59.23350474898605,27.983305409550667
C,12,73.9402185575748,58.970825934717546,27.78102709725499
C,13,73.78203019147351,58.862547826115396,28.348761826753616
C,14,73.98886561426842,58.82195929744884,27.487689815461636
C,15,73.85015610161852,58.89198453168604,27.476419527083635
C,16,73.99349722375285,58.963872832712845,27.62930601835251
C,17,74.18025239990183,58.98315434839695,28.03309841454029
C,18,73.95866024648812,59.05047707215946,28.83871689066291
C,19,73.89386009861408,58.40976129529155,28.748070415109396
C,20,74.08440042261863,58.91202763856942,28.838122844696045
C,21,74.02489821476736,58.50737383731463,27.678245421499014
C,22,74.17772907685574,59.42380003659886,27.871486954391003
C,23,73.96937150089886,58.979327806754966,28.29169762507081
C,24,73.91089248406443,59.1452459914846,28.102642949670553
C,25,74.00548170586558,58.964611258138625,28.299142256379128
C,26,74.04452800805295,58.95779917876552,28.303873158991337
C,27,73.98691305566874,58.47357106066352,27.697386749088764
C,28,74.05859598632668,58.96673600570107,28.56495827808976
C,29,73.98948072902462,59.03498271904733,28.12053870782256
