Pipeline,Iteration,SMAPE before tuning,SMAPE after tuning,"Time, sec."
A,0,134.0591606170833,134.0591606170833,3.781312420964241
A,1,134.0591606170833,133.82970743797577,3.759068861603737
A,2,134.0591606170833,133.50018964226163,4.255274813622236
A,3,134.0591606170833,134.0591606170833,4.065665006637573
A,4,134.0591606170833,133.53197026706843,3.7239932902157307
A,5,134.0591606170833,134.0591606170833,4.231277395039797
A,6,134.0591606170833,134.0591606170833,3.3522861935198307
A,7,134.0591606170833,134.0591606170833,3.70284229144454
A,8,134.0591606170833,134.0591606170833,3.9868120700120926
A,9,134.0591606170833,134.0591606170833,3.6832235641777515
A,10,134.0591606170833,134.0591606170833,3.636913549154997
A,11,134.0591606170833,133.0744129984781,3.620360992848873
A,12,134.0591606170833,133.29129799785315,3.6306699477136135
A,13,134.0591606170833,132.6656991967684,4.342558179050684
A,14,134.0591606170833,134.0591606170833,3.8246767334640026
A,15,134.0591606170833,134.0591606170833,3.836779221892357
A,16,134.0591606170833,134.0591606170833,3.9747363962233067
A,17,134.0591606170833,134.0591606170833,3.869953516870737
A,18,134.0591606170833,134.0591606170833,3.8069999776780605
A,19,134.0591606170833,134.0591606170833,3.9628015384078026
A,20,134.0591606170833,133.53609830323296,3.108906164765358
A,21,134.0591606170833,133.1263617891571,3.6092136539518833
A,22,134.0591606170833,132.778494724281,4.011128216981888
A,23,134.0591606170833,133.50018964226163,4.241844665259123
A,24,134.0591606170833,134.0591606170833,3.9400712996721268
A,25,134.0591606170833,133.2908228113724,2.9410708881914616
A,26,134.0591606170833,134.0591606170833,3.4346355907619
A,27,134.0591606170833,134.0591606170833,3.87313437089324
A,28,134.0591606170833,134.0591606170833,3.787978284060955
A,29,134.0591606170833,133.29075401495462,3.05009226500988
B,0,89.16023063617419,108.45298449410258,12.862719617784023
B,1,92.79803133663539,113.53011102099724,9.757475029677153
B,2,89.13943543809734,115.16094836243668,10.457567498087883
B,3,90.17221931122651,109.42561126658465,10.458871893584728
B,4,89.00310138482119,114.40500914810293,9.484756998717785
B,5,88.88360923119434,107.58164266158347,10.626139257103205
B,6,92.56076921346278,90.70248527999897,11.367168292403221
B,7,89.36576087432479,110.50618253347365,9.543260488659143
B,8,92.72040269275325,104.73899149993794,10.839801467955112
B,9,89.90285716912808,109.24957222934931,10.935994990170002
B,10,93.80260302383904,113.91602649597239,10.55318072065711
B,11,91.27420702642144,110.5796688061789,9.797708623111248
B,12,89.81246134832641,110.61455427697081,9.864099524915218
B,13,90.60379346019009,87.76600420020206,10.931544464081526
B,14,89.1198212075309,114.82382654687267,9.984732013195753
B,15,89.30124212781779,104.32577660697225,10.466522619128227
B,16,91.29556563680146,112.7377981150875,9.833294089883566
B,17,89.93707010788638,107.40352017953768,9.875724714249372
B,18,88.99086988000353,113.42865893415177,10.16811316087842
B,19,89.32947851661048,98.63998952022774,13.368621218949556
B,20,89.96562663786784,90.56794289721005,10.798531200736761
B,21,93.1118753535067,103.67509607367352,10.77464010193944
B,22,91.89429202217607,112.4413138717691,10.394583068788052
B,23,90.7280633543278,112.79870029853092,9.711446952074766
B,24,90.70290866791618,105.09223153748346,10.85788020119071
B,25,89.54316613320803,101.66993160972666,11.227378234267235
B,26,89.8780281633357,109.14128958934458,9.894295625388622
B,27,89.37506953076696,110.31625158849441,10.5063357912004
B,28,93.23731111995913,89.23494890508894,11.069434240460396
B,29,92.56065302707415,105.5814216896604,9.839402996003628
C,0,46.38314005052395,90.26481955093463,23.0137262865901
C,1,46.38314005052395,108.94377126270494,23.374707493931055
C,2,46.38314005052395,142.03409305792044,20.02353025972843
C,3,46.38314005052395,108.95445406461711,21.021510168910027
C,4,46.38314005052395,105.70789977747648,20.013939637690783
C,5,46.38314005052395,109.14820952620879,20.430927637964487
C,6,46.38314005052395,62.590108335907836,21.411047227680683
C,7,46.38314005052395,143.81684329985882,20.642730832099915
C,8,46.38314005052395,109.55373555341184,19.62279448285699
C,9,46.38314005052395,110.29590715868925,21.467633735388517
C,10,46.38314005052395,110.02725440378892,19.439656659960747
C,11,46.38314005052395,110.3254687155592,23.80696288496256
C,12,46.38314005052395,107.57792440503347,21.552644915878773
C,13,46.38314005052395,111.2570185780913,22.10801052302122
C,14,46.38314005052395,143.61661583361044,20.10478586703539
C,15,46.38314005052395,100.9831827870323,24.106693390756845
C,16,46.38314005052395,109.85575921043788,20.417466670274734
C,17,46.38314005052395,79.8338947201474,21.484114848077297
C,18,46.38314005052395,103.67771698898059,20.98076932877302
C,19,46.38314005052395,109.3393751383008,24.847095046192408
C,20,46.38314005052395,85.38396279309656,20.126360341906548
C,21,46.38314005052395,142.25482212234334,20.066155530512333
C,22,46.38314005052395,113.60155868819409,22.219721470028162
C,23,46.38314005052395,100.94872534715782,21.920049756765366
C,24,46.38314005052395,102.58565168789063,20.212076522409916
C,25,46.38314005052395,139.0002243713708,21.14732414484024
C,26,46.38314005052395,107.78709857309839,21.74143000692129
C,27,46.38314005052395,143.33860742474627,23.33084450662136
C,28,46.38314005052395,110.80845061696228,19.38238986954093
C,29,46.38314005052395,103.42294589405613,21.475750040262938
