76.04_8.72,76.84_10.72,76.04_10.72,75.24_10.72,76.84_12.72,76.04_12.72,75.24_12.72,76.04_14.72,75.24_14.72,76.04_16.72,75.24_16.72,74.44_16.72,76.84_18.72,76.04_18.72,75.24_18.72,76.84_20.72,76.04_20.72,75.24_20.72,74.44_20.72,73.64_20.72,76.04_22.72,75.24_22.72,74.44_22.72,76.84_24.72,76.04_24.72,75.24_24.72,74.44_24.72,77.64_26.72,76.84_26.72,76.04_26.72,75.24_26.72,77.64_28.72,76.84_28.72,76.04_28.72,76.84_30.72,76.84_32.72,dates
-0.5140263438224792,-0.4909041225910187,-0.5050132870674133,-0.5045411586761475,-0.47400936484336853,-0.4758000075817108,-0.46678394079208374,-0.46640971302986145,-0.4403078854084015,-0.47567129135131836,-0.4584171772003174,-0.4462432563304901,-0.47615939378738403,-0.4677414298057556,-0.4696981608867645,-0.4717056155204773,-0.4562322795391083,-0.4619389772415161,-0.47693508863449097,-0.4328603744506836,-0.45696747303009033,-0.4746171236038208,-0.4826924502849579,-0.46240395307540894,-0.4736870527267456,-0.48969992995262146,-0.46079787611961365,-0.4632999002933502,-0.4838811457157135,-0.4886764883995056,-0.48227807879447937,-0.4769657552242279,-0.48729145526885986,-0.48459500074386597,-0.4663872718811035,-0.46736302971839905,2002-01-01
-0.4891364872455597,-0.4621579349040985,-0.47449439764022827,-0.4763345718383789,-0.4419017434120178,-0.4408051669597626,-0.43328920006752014,-0.42680495977401733,-0.40283650159835815,-0.4362964630126953,-0.4222359359264374,-0.4091075658798218,-0.44103288650512695,-0.4284510612487793,-0.4355907142162323,-0.4367976486682892,-0.4236617088317871,-0.43538662791252136,-0.4390578269958496,-0.3739069700241089,-0.41993603110313416,-0.44048669934272766,-0.4360091984272003,-0.4207005798816681,-0.42938295006752014,-0.4430987536907196,-0.39731839299201965,-0.4210489094257355,-0.4420156478881836,-0.4369664490222931,-0.42485567927360535,-0.42226123809814453,-0.43204599618911743,-0.41916030645370483,-0.39748939871788025,-0.383588582277298,2002-01-02
-0.47991660237312317,-0.4522051215171814,-0.46270811557769775,-0.46562859416007996,-0.43379566073417664,-0.4286397695541382,-0.42287248373031616,-0.42162609100341797,-0.3962351381778717,-0.44415998458862305,-0.4404299557209015,-0.4285426139831543,-0.4469721019268036,-0.44475871324539185,-0.476939857006073,-0.4444632828235626,-0.4483669698238373,-0.47347715497016907,-0.49411457777023315,-0.43498241901397705,-0.44461578130722046,-0.4755387306213379,-0.496817409992218,-0.45447325706481934,-0.45840615034103394,-0.49005234241485596,-0.47060906887054443,-0.42200636863708496,-0.45760372281074524,-0.4686528146266937,-0.49304670095443726,-0.4352439343929291,-0.45020830631256104,-0.4648859202861786,-0.41424888372421265,-0.4164251983165741,2002-01-03
-0.4647411108016968,-0.43736276030540466,-0.4454877972602844,-0.4500807225704193,-0.4232058823108673,-0.41317376494407654,-0.4076842963695526,-0.41091519594192505,-0.3826434910297394,-0.4436052441596985,-0.4196103811264038,-0.41292184591293335,-0.45956626534461975,-0.4361460208892822,-0.44386640191078186,-0.44888025522232056,-0.4394668936729431,-0.44380486011505127,-0.44562143087387085,-0.3826637268066406,-0.44228214025497437,-0.4466421902179718,-0.4536096155643463,-0.4461997449398041,-0.4526412785053253,-0.45655936002731323,-0.4269390404224396,-0.43263036012649536,-0.4523288607597351,-0.46565136313438416,-0.452099084854126,-0.44504550099372864,-0.4607636332511902,-0.45815345644950867,-0.45479798316955566,-0.45586979389190674,2002-01-04
-0.47183167934417725,-0.44699132442474365,-0.45783764123916626,-0.4642784297466278,-0.4410225450992584,-0.43087345361709595,-0.4259946048259735,-0.43137404322624207,-0.40369850397109985,-0.4520246684551239,-0.44767189025878906,-0.4333358108997345,-0.4544751048088074,-0.45269501209259033,-0.47566986083984375,-0.4446668326854706,-0.46545255184173584,-0.47715693712234497,-0.46300145983695984,-0.3948405683040619,-0.44583234190940857,-0.4584718644618988,-0.4518202543258667,-0.43629196286201477,-0.43083417415618896,-0.45218944549560547,-0.4097181558609009,-0.4202737510204315,-0.4348736107349396,-0.44031938910484314,-0.4408642053604126,-0.4247022569179535,-0.43648573756217957,-0.4302787482738495,-0.4171142578125,-0.4006955623626709,2002-01-05
-0.4759610593318939,-0.4465145766735077,-0.4591938555240631,-0.46819373965263367,-0.4331139922142029,-0.42758655548095703,-0.42347535490989685,-0.4160412549972534,-0.3935460150241852,-0.4217226803302765,-0.40041714906692505,-0.38606923818588257,-0.4276401400566101,-0.4116766154766083,-0.39139023423194885,-0.4223334789276123,-0.4025344252586365,-0.40126436948776245,-0.39783555269241333,-0.34491652250289917,-0.4022597670555115,-0.40466082096099854,-0.3959752023220062,-0.4203442931175232,-0.4137037396430969,-0.39901962876319885,-0.3503406047821045,-0.40976041555404663,-0.43535327911376953,-0.39476877450942993,-0.3773964047431946,-0.402616947889328,-0.39559319615364075,-0.36655938625335693,-0.3141254186630249,-0.2945946753025055,2002-01-06
-0.5036455392837524,-0.47134000062942505,-0.4819628596305847,-0.4922339916229248,-0.4515725374221802,-0.44475287199020386,-0.4427419602870941,-0.43043702840805054,-0.4070369303226471,-0.4567916989326477,-0.4045548439025879,-0.3864672780036926,-0.4877714514732361,-0.4319301247596741,-0.403214693069458,-0.4840155839920044,-0.4055851101875305,-0.4206174314022064,-0.4371614456176758,-0.35898247361183167,-0.4281890094280243,-0.4580047130584717,-0.4313530921936035,-0.44314202666282654,-0.4680109918117523,-0.44764262437820435,-0.3739761412143707,-0.45984676480293274,-0.494749516248703,-0.42980605363845825,-0.40521082282066345,-0.44897112250328064,-0.4394400417804718,-0.40415605902671814,-0.3199692964553833,-0.3246769309043884,2002-01-07
-0.5054291486740112,-0.4702012240886688,-0.4854057729244232,-0.49510928988456726,-0.4570307433605194,-0.45054200291633606,-0.44756731390953064,-0.4372957944869995,-0.416706919670105,-0.4616023004055023,-0.4360562860965729,-0.423137366771698,-0.47431325912475586,-0.4360392689704895,-0.4776734411716461,-0.4701031744480133,-0.4302468001842499,-0.45714259147644043,-0.49508026242256165,-0.40250131487846375,-0.42432427406311035,-0.48261407017707825,-0.48492372035980225,-0.40702295303344727,-0.46396520733833313,-0.49805817008018494,-0.41794657707214355,-0.44920897483825684,-0.4672120213508606,-0.465853214263916,-0.47052469849586487,-0.46560361981391907,-0.4672572910785675,-0.4740457236766815,-0.4040541648864746,-0.4575486183166504,2002-01-08
-0.4936390817165375,-0.46159830689430237,-0.4754754900932312,-0.4856988787651062,-0.4431290924549103,-0.437931090593338,-0.43622109293937683,-0.42061668634414673,-0.4038757383823395,-0.44102099537849426,-0.4341115355491638,-0.42718473076820374,-0.454484760761261,-0.43726447224617004,-0.46921971440315247,-0.444051593542099,-0.4435677230358124,-0.45113930106163025,-0.460910826921463,-0.3984748125076294,-0.4342174232006073,-0.4481928050518036,-0.46967998147010803,-0.4285178482532501,-0.4399031400680542,-0.46333232522010803,-0.409074604511261,-0.4278280735015869,-0.4397369921207428,-0.45866692066192627,-0.45669886469841003,-0.44375598430633545,-0.44980502128601074,-0.4500030279159546,-0.4300858676433563,-0.443694144487381,2002-01-09
-0.5083606839179993,-0.47871193289756775,-0.48975807428359985,-0.5006811618804932,-0.45694848895072937,-0.45182618498802185,-0.44896945357322693,-0.43775710463523865,-0.41697511076927185,-0.4532054662704468,-0.4333248436450958,-0.4161299169063568,-0.4734189808368683,-0.45247137546539307,-0.44351089000701904,-0.4632313847541809,-0.4581105411052704,-0.456595242023468,-0.4528869688510895,-0.38929882645606995,-0.4605882465839386,-0.46032267808914185,-0.46486490964889526,-0.4595112204551697,-0.4531145691871643,-0.4608197510242462,-0.40658068656921387,-0.4407922327518463,-0.4604558050632477,-0.4583088159561157,-0.44803085923194885,-0.4477921724319458,-0.4540564715862274,-0.44070005416870117,-0.4194867014884949,-0.40995097160339355,2002-01-10
