Pipeline,Iteration,ROC AUC before tuning,ROC AUC after tuning,"Time, sec."
A,0,0.7030003940479989,0.7154671136713806,654.7193011306226
A,1,0.7030003940479989,0.7217652099400171,637.601926445961
A,2,0.7030003940479989,0.7154671136713806,667.7126300632954
A,3,0.7030003940479989,0.7154660712163573,669.7408292628825
A,4,0.7030003940479989,0.7154621098872689,625.6234391480684
A,5,0.7030003940479989,0.7154660712163573,640.7650686502457
A,6,0.7030003940479989,0.7154660712163573,622.0581823475659
A,7,0.7030003940479989,0.7154673221623853,649.9350685924292
A,8,0.7030003940479989,0.7154660712163573,649.3224759176373
A,9,0.7030003940479989,0.7217639589939893,628.3767832741141
A,10,0.7030003940479989,0.7217639589939893,626.6955849193037
A,11,0.7030003940479989,0.7154673221623853,651.8542170003057
A,12,0.7030003940479989,0.7217652099400171,647.0693162828684
A,13,0.7030003940479989,0.7154621098872689,665.5652057789266
A,14,0.7030003940479989,0.7154671136713806,633.9550327137113
A,15,0.7030003940479989,0.7154660712163573,633.3991448096931
A,16,0.7030003940479989,0.7154671136713806,635.5085551030934
A,17,0.7030003940479989,0.7154621098872689,639.2838960886002
A,18,0.7030003940479989,0.7154660712163573,624.9121385291219
A,19,0.7030003940479989,0.7154660712163573,633.6789631918073
A,20,0.7030003940479989,0.7154671136713806,658.6989235021174
A,21,0.7030003940479989,0.7217639589939893,644.702139403671
A,22,0.7030003940479989,0.7154621098872689,638.8182453252375
A,23,0.7030003940479989,0.7217639589939893,625.6127618029714
A,24,0.7030003940479989,0.7154660712163573,623.2251156643033
A,25,0.7030003940479989,0.7154500174089988,634.8813731968403
A,26,0.7030003940479989,0.7217652099400171,647.0982360355556
A,27,0.7030003940479989,0.7154660712163573,641.7488958463073
A,28,0.7030003940479989,0.7217664608860451,626.835744947195
A,29,0.7030003940479989,0.7154660712163573,641.0114220939577
B,0,0.6940484157811011,0.7306200313987453,691.7186878472567
B,1,0.7001309323509237,0.7399162283143293,694.7381898723543
B,2,0.688182312874111,0.7474832008372998,663.3998462110758
B,3,0.6918179790132954,0.7398972556329058,677.5179914794862
B,4,0.6919926944751968,0.7111786621966195,638.1273437142372
B,5,0.6899423939354137,0.7404241124016704,703.4549602493644
B,6,0.7003071072498577,0.7371539309936472,685.3516709692776
B,7,0.6913605497490811,0.7148568605007537,653.0833081267774
B,8,0.6898763022869379,0.7347946467849644,679.8011468239129
B,9,0.6885173579185926,0.7436876220975446,682.8836746066809
B,10,0.6955337056982677,0.7378215191905545,708.6195311918855
B,11,0.6990161309490303,0.7325614996340983,702.2875543236732
B,12,0.6898400248521277,0.7377402076987387,690.8984515964985
B,13,0.6942250076620444,0.7361588034284261,675.7376460283995
B,14,0.6925447786555249,0.7375233770538969,676.8956459350884
B,15,0.694277338904213,0.7228789688868873,653.6524023450911
B,16,0.6983268596876389,0.7380356394523357,692.9878232553601
B,17,0.6999897839407718,0.7368207623682077,682.6382949054241
B,18,0.6959754981371329,0.7360933372529643,692.2491294778883
B,19,0.697707432912807,0.7322527244562033,678.9270258806646
B,20,0.6921369702504185,0.7367377829483547,694.561314959079
B,21,0.694560052706526,0.7420238638803929,685.3701039776206
B,22,0.6929292360681099,0.7456353450630373,687.8291546441615
B,23,0.6979563711723658,0.7346743474752782,672.4427332915366
B,24,0.6998488440216246,0.7447334129768971,677.7545399069786
B,25,0.6868327506009753,0.7399080971651477,688.9832843951881
B,26,0.6953006127550626,0.7250232988697702,681.803961277008
B,27,0.6964740001292644,0.7362025865394037,691.7529187425971
B,28,0.6999011752637933,0.7265567502090122,641.739049680531
B,29,0.6997068616474542,0.7355990050809258,681.0110722631216
C,0,0.6939856599886998,0.7820947925201769,2142.6884433291852
C,1,0.7114711750761513,0.7922975083240034,2243.8195450268686
C,2,0.6958768818919308,0.7479856641585199,2315.582475129515
C,3,0.7171992569380594,0.7788108507058462,2266.605582498014
C,4,0.715874922076487,0.7853311983854456,2219.8787378892303
C,5,0.689265423643297,0.7753838840623222,2167.1797697767615
C,6,0.7137182911243295,0.7561245275072607,2292.0874344334006
C,7,0.6954688649958197,0.7536922714469485,2233.216151751578
C,8,0.7145541315619938,0.7661345976227855,2111.080456621945
C,9,0.7079950045555286,0.8070476214303733,2105.097971074283
C,10,0.7084236620611004,0.7891876564985604,2148.9530930146575
C,11,0.6909045799218994,0.789002724977431,2139.5110914707184
C,12,0.6883347197985143,0.7761102667225424,2132.8746374435723
C,13,0.6876796410618864,0.7584642135615058,2118.3029788844287
C,14,0.711111111111111,0.7752577470045054,2179.858348965645
C,15,0.7171496360789513,0.7584339823658308,2238.1275236420333
C,16,0.7161055131276359,0.7717086046322532,2261.8989226035774
C,17,0.7183872386825871,0.777109355616852,2332.236624378711
C,18,0.7107233178424517,0.7737641174471528,2292.583214968443
C,19,0.6856633245558621,0.7889879221161002,2174.902686163783
C,20,0.6948085739840755,0.7846442205251054,2211.5963921807706
C,21,0.6939923317008487,0.7917114401099165,2272.5710207931697
C,22,0.7067832548364701,0.8002307995421538,2277.722174692899
C,23,0.7146883997689919,0.7868166967936168,2349.24110038206
C,24,0.6855586620715249,0.7866344756555479,2216.6438138894737
C,25,0.7153144982559727,0.7746324824815434,2283.1689234152436
C,26,0.6949028119181799,0.7795891476262258,2178.8893114849925
C,27,0.7132174957311467,0.7312065165948416,2343.617349013686
C,28,0.6926077429389308,0.784522878760396,2313.7320772334933
C,29,0.6919776831228617,0.7763842239026597,2312.9724208936095
