,pipeline_type,init_metric,final_metric,tuning_time,iter_num,dataset
72,complex,105.90468722184319,105.90468722184319,1366.233407999971,100,salaries.csv
73,complex,105.90468722184319,85.9714403099832,1190.9330782000907,100,salaries.csv
74,complex,105.90468722184319,95.18524043019659,1012.6260023999494,100,salaries.csv
75,complex,105.90468722184319,82.0687501371145,1415.7769069999922,100,salaries.csv
76,complex,105.90468722184319,74.63855844794884,1663.1414017999778,100,salaries.csv
77,complex,105.90468722184319,83.50989068500704,1325.6510453999508,100,salaries.csv
78,complex,105.90468722184319,91.61566458655935,515.9925684999907,100,salaries.csv
79,complex,105.90468722184319,80.4648469556715,1281.8984990000026,100,salaries.csv
80,complex,105.90468722184319,91.3638012718389,1274.2152045000112,100,salaries.csv
81,complex,105.90468722184319,79.50206943748142,1445.274598899996,100,salaries.csv
