,pipeline_type,init_metric,final_metric,tuning_time,iter_num,dataset
0,linear,77.55700388981627,77.55700388981627,416.0144464999903,100,salaries.csv
1,linear,77.55700388981627,51.24438058298206,338.70812029996887,100,salaries.csv
2,linear,77.55700388981627,174.40637774831535,695.1646094999742,100,salaries.csv
3,linear,77.55700388981627,184.31253844720987,211.39307029999327,100,salaries.csv
4,linear,77.55700388981627,57.0536961468138,189.88054359995294,100,salaries.csv
5,linear,77.55700388981627,0.0,316.46267469995655,100,salaries.csv
6,linear,77.55700388981627,77.55700388981627,201.5671827000333,100,salaries.csv
7,linear,77.55700388981627,88.05090492822703,229.4861196000129,100,salaries.csv
8,linear,77.55700388981627,84.45911701179918,387.8239048999967,100,salaries.csv
9,linear,77.55700388981627,60.433708983474354,312.99273870000616,100,salaries.csv
10,linear,77.55700388981627,137.41696802204018,229.12360010005068,100,salaries.csv
11,linear,77.55700388981627,0.0,409.1622405999806,100,salaries.csv
12,linear,77.55700388981627,105.31606555154352,338.27835519996006,100,salaries.csv
13,linear,77.55700388981627,79.5431275591897,318.22882779990323,100,salaries.csv
14,linear,77.55700388981627,197.59692625831198,601.6921729999594,100,salaries.csv
15,linear,77.55700388981627,67.44126374622347,209.2456846999703,100,salaries.csv
16,linear,77.55700388981627,74.17063724601547,217.6137040000176,100,salaries.csv
17,linear,77.55700388981627,77.55700388981627,258.8389251000481,100,salaries.csv
18,linear,77.55700388981627,56.43859277039452,453.9884411999956,100,salaries.csv
19,linear,77.55700388981627,46.924375057972206,206.74363909999374,100,salaries.csv
20,linear,77.55700388981627,77.55700388981627,340.124248099979,100,salaries.csv
21,linear,77.55700388981627,77.55700388981627,213.83518629998434,100,salaries.csv
22,linear,77.55700388981627,49.997316942405995,157.49509909993503,100,salaries.csv
23,linear,77.55700388981627,77.55700388981627,158.99129959999118,100,salaries.csv
24,linear,77.55700388981627,103.77783950773525,276.09997460001614,100,salaries.csv
25,linear,77.55700388981627,83.19358381495547,398.82106400001794,100,salaries.csv
26,linear,77.55700388981627,0.0,1102.9159993999638,100,salaries.csv
27,linear,77.55700388981627,76.97606529161548,187.52871719992254,100,salaries.csv
28,linear,77.55700388981627,77.55700388981627,505.6682375000091,100,salaries.csv
29,linear,77.55700388981627,49.18965788325907,752.9280909999507,100,salaries.csv
30,branched,104.7991085451846,71.61745890837368,1085.6101053999737,100,salaries.csv
31,branched,104.7991085451846,79.31724536106148,1592.2365458999993,100,salaries.csv
32,branched,104.7991085451846,81.4230237947445,1766.0003668999998,100,salaries.csv
33,branched,104.7991085451846,91.3175116046332,1475.114676300087,100,salaries.csv
34,branched,104.7991085451846,79.0429103977895,1250.7609359999187,100,salaries.csv
35,branched,104.7991085451846,86.95880804596035,1258.271778000053,100,salaries.csv
36,branched,104.7991085451846,79.1819463688758,1025.4222471000394,100,salaries.csv
37,branched,104.7991085451846,86.91950658181891,1431.0338119999506,100,salaries.csv
38,branched,104.7991085451846,79.69247054884622,1096.3964179999894,100,salaries.csv
39,branched,104.7991085451846,68.797373542118,1304.8179443000117,100,salaries.csv
40,branched,104.7991085451846,85.9843535229908,1291.4027876000619,100,salaries.csv
41,branched,104.7991085451846,76.87780481094583,1232.7158752999967,100,salaries.csv
42,branched,104.7991085451846,66.87109134127178,1468.7803005999885,100,salaries.csv
43,branched,104.7991085451846,83.42484382057532,1547.4358084000414,100,salaries.csv
44,branched,104.7991085451846,63.85361589947473,1912.1263877999736,100,salaries.csv
45,branched,104.7991085451846,83.26574090557594,1492.7207767999498,100,salaries.csv
46,branched,104.7991085451846,83.63546520498019,1181.3400204000063,100,salaries.csv
47,branched,104.7991085451846,81.03046405870583,923.5101131000556,100,salaries.csv
48,branched,104.7991085451846,82.2780311188037,951.5871170000173,100,salaries.csv
49,branched,104.7991085451846,95.52371143193449,1225.036245199968,100,salaries.csv
50,branched,104.7991085451846,66.2906623541496,1287.4075226000277,100,salaries.csv
51,branched,104.7991085451846,81.24609561319798,1163.0619593999581,100,salaries.csv
52,branched,104.7991085451846,74.99784782195562,980.6260703000007,100,salaries.csv
53,branched,104.7991085451846,73.14717445956884,943.0898542000214,100,salaries.csv
54,branched,104.7991085451846,100.88293012658445,839.0715095000342,100,salaries.csv
55,branched,104.7991085451846,80.56093544333261,1034.0384330000961,100,salaries.csv
56,branched,104.7991085451846,81.8536211754816,1308.3912634999724,100,salaries.csv
57,branched,104.7991085451846,77.69902899257974,992.369986900012,100,salaries.csv
58,branched,104.7991085451846,80.77672435938334,1042.7743727000197,100,salaries.csv
59,branched,104.7991085451846,78.68889070891157,1058.698646200006,100,salaries.csv
60,complex,105.90468722184319,93.64877234544318,1295.4349219000433,100,salaries.csv
61,complex,105.90468722184319,81.62617086158328,1749.388119100011,100,salaries.csv
62,complex,105.90468722184319,82.31491629836161,1467.6340560999233,100,salaries.csv
63,complex,105.90468722184319,80.45083384542089,1036.408809900051,100,salaries.csv
64,complex,105.90468722184319,86.49268159149143,1250.0583890000125,100,salaries.csv
65,complex,105.90468722184319,91.80093810517259,1771.09531470004,100,salaries.csv
66,complex,105.90468722184319,79.50206943748142,1457.2430445000064,100,salaries.csv
67,complex,105.90468722184319,91.80225131939257,1708.658382600057,100,salaries.csv
68,complex,105.90468722184319,88.50610779037746,1467.723229700001,100,salaries.csv
69,complex,105.90468722184319,84.44559558458559,1356.3315319000976,100,salaries.csv
70,complex,105.90468722184319,84.50821892572439,879.9881436000578,100,salaries.csv
71,complex,105.90468722184319,80.79873914307,1415.4709133000579,100,salaries.csv
