,pipeline_type,init_metric,final_metric,tuning_time,iter_num,dataset
0,linear,21.902163362547785,15.253754082095412,47.51044420001563,100,australia.csv
1,linear,21.902163362547785,12.749588109529126,107.534890800016,100,australia.csv
2,linear,21.902163362547785,11.3829703517911,66.87242150004022,100,australia.csv
3,linear,21.902163362547785,21.902163362547785,103.64485729997978,100,australia.csv
4,linear,21.902163362547785,13.202923920098414,116.24013980000746,100,australia.csv
5,linear,21.902163362547785,14.976847710653388,116.27321490005124,100,australia.csv
6,linear,21.902163362547785,13.210262873972386,44.8936239000177,100,australia.csv
7,linear,21.902163362547785,21.902163362547785,35.32476839993615,100,australia.csv
8,linear,21.902163362547785,21.902163362547785,88.55771439999808,100,australia.csv
9,linear,21.902163362547785,16.369499471608453,82.87163069995586,100,australia.csv
10,linear,21.902163362547785,14.362237885181639,43.34139650000725,100,australia.csv
11,linear,21.902163362547785,19.568238515061516,27.676080499892123,100,australia.csv
12,linear,21.902163362547785,18.635996730612742,46.53955600003246,100,australia.csv
13,linear,21.902163362547785,11.84867990128372,82.09063049999531,100,australia.csv
14,linear,21.902163362547785,17.59325832068514,105.06468549999408,100,australia.csv
15,linear,21.902163362547785,21.902163362547785,72.58830189995933,100,australia.csv
16,linear,21.902163362547785,15.555762052740311,82.15538889996242,100,australia.csv
17,linear,21.902163362547785,12.181348070333065,51.263022399973124,100,australia.csv
18,linear,21.902163362547785,14.500123455096503,122.73327859991696,100,australia.csv
19,linear,21.902163362547785,11.494681084809551,116.79992990009487,100,australia.csv
20,linear,21.902163362547785,13.990279679159524,62.731635899981484,100,australia.csv
21,linear,21.902163362547785,14.81550602878183,72.17207920004148,100,australia.csv
22,linear,21.902163362547785,13.701855564213938,82.78427010006271,100,australia.csv
23,linear,21.902163362547785,21.902163362547785,86.62933540006634,100,australia.csv
24,linear,21.902163362547785,11.839717275782807,31.37121490004938,100,australia.csv
25,linear,21.902163362547785,11.566059368848684,40.692989000002854,100,australia.csv
26,linear,21.902163362547785,16.835488060183184,51.78922369994689,100,australia.csv
27,linear,21.902163362547785,21.902163362547785,39.87105429999065,100,australia.csv
28,linear,21.902163362547785,16.709832304200013,60.829841000027955,100,australia.csv
29,linear,21.902163362547785,12.35659264657827,36.521479699993506,100,australia.csv
30,branched,24.814133416719084,24.83073005530553,128.74815569992643,100,australia.csv
31,branched,24.814133416719084,24.099210585301485,131.9326647000853,100,australia.csv
32,branched,24.814133416719084,24.07685259036605,126.36106999998447,100,australia.csv
33,branched,24.814133416719084,24.2339007830052,134.68152759992518,100,australia.csv
34,branched,24.814133416719084,24.18868941647275,152.31869400001597,100,australia.csv
35,branched,24.814133416719084,24.188616748564634,185.70580060000066,100,australia.csv
36,branched,24.814133416719084,26.94002219693446,164.00444349995814,100,australia.csv
37,branched,24.814133416719084,24.080126767727798,182.72551790007856,100,australia.csv
38,branched,24.814133416719084,24.061394020859236,186.17803279997315,100,australia.csv
39,branched,24.814133416719084,27.650790314447914,154.50082970003132,100,australia.csv
40,branched,24.814133416719084,24.814133416719084,180.87764840002637,100,australia.csv
41,branched,24.814133416719084,24.474809848633022,189.13500949996524,100,australia.csv
42,branched,24.814133416719084,24.827589687029683,171.9379726999905,100,australia.csv
43,branched,24.814133416719084,27.453768153240805,172.78493069997057,100,australia.csv
44,branched,24.814133416719084,23.861161497746124,194.53514890000224,100,australia.csv
45,branched,24.814133416719084,24.170339896800762,198.5426932000555,100,australia.csv
46,branched,24.814133416719084,26.25489631642556,179.57115500001237,100,australia.csv
47,branched,24.814133416719084,24.13759268389117,183.2667392999865,100,australia.csv
48,branched,24.814133416719084,24.814133416719084,184.45582470006775,100,australia.csv
49,branched,24.814133416719084,24.344412300870005,186.422097499948,100,australia.csv
50,branched,24.814133416719084,24.140475268292384,179.92666999995708,100,australia.csv
51,branched,24.814133416719084,24.264715495578635,186.69790969998576,100,australia.csv
52,branched,24.814133416719084,24.34136525947187,164.1603442999767,100,australia.csv
53,branched,24.814133416719084,24.025689505523157,189.68329270009417,100,australia.csv
54,branched,24.814133416719084,24.15757415757073,186.58041819999926,100,australia.csv
55,branched,24.814133416719084,24.1783457954927,195.24667180003598,100,australia.csv
56,branched,24.814133416719084,24.240821731222002,180.84489599999506,100,australia.csv
57,branched,24.814133416719084,24.35878737771041,192.58590159995947,100,australia.csv
58,branched,24.814133416719084,23.98312573237074,185.7419761000201,100,australia.csv
59,branched,24.814133416719084,24.24747385289166,183.17213560000528,100,australia.csv
60,complex,24.97154822776561,24.025385650496933,264.2532544999849,100,australia.csv
61,complex,24.97154822776561,24.331319383213774,233.75947679998353,100,australia.csv
62,complex,24.97154822776561,23.90962724343279,314.1888215999352,100,australia.csv
63,complex,24.97154822776561,24.898638157189545,470.4683528000023,100,australia.csv
64,complex,24.97154822776561,24.97154822776561,400.8237499999814,100,australia.csv
65,complex,24.97154822776561,24.97154822776561,229.72753030003514,100,australia.csv
66,complex,24.97154822776561,24.24823916932888,215.79325170000084,100,australia.csv
67,complex,24.97154822776561,24.86021003742554,165.5805028999457,100,australia.csv
68,complex,24.97154822776561,24.88102373895389,170.92399020004086,100,australia.csv
69,complex,24.97154822776561,24.241863621214065,170.98183279996738,100,australia.csv
70,complex,24.97154822776561,24.42163875673219,170.42492660006974,100,australia.csv
71,complex,24.97154822776561,27.887166978197644,149.58027339994442,100,australia.csv
72,complex,24.97154822776561,24.04520332203268,166.5899478000356,100,australia.csv
73,complex,24.97154822776561,25.123545144203113,156.75664929999039,100,australia.csv
